#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F150W2 F322W2 F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M    Mact
 1   9.87 -0.27  0.23293 -2.052 3.564  5.058  9.90  0.040 0.00 19.800 19.757 18.815 18.225 17.671 17.371 17.339 17.059 16.979 17.742 17.205 17.819 17.455 17.415 17.315 17.376 17.318 17.132 17.008 16.931 16.957 17.036 17.021  0.233 
 1   9.87 -0.27  0.60507 -1.012 3.640  4.739 11.30  0.040 0.00 18.600 18.261 17.707 17.235 16.598 16.320 16.307 16.234 16.260 16.711 16.274 16.762 16.387 16.331 16.303 16.338 16.292 16.247 16.222 16.208 16.237 16.328 16.306  0.605 
 1   9.87 -0.25  0.16752 -2.420 3.525  5.129 11.00  0.040 0.00 21.820 22.044 20.848 20.172 19.629 19.324 19.246 18.895 18.798 19.690 19.076 19.782 19.398 19.384 19.251 19.287 19.212 18.983 18.836 18.749 18.773 18.861 18.836  0.168 
 1   9.87 -0.25  0.07988 -3.685 3.352  5.381 11.70  0.040 0.71 25.646 28.444 25.366 23.845 23.369 22.990 22.771 21.800 21.599 23.321 22.230 23.944 22.756 23.245 22.709 22.902 22.587 22.043 21.681 21.503 21.621 21.716 21.651  0.080 
 1   9.87 -0.23  0.03993 -4.772 3.075  5.056  8.30  0.039 0.00 25.001 36.140 31.647 28.248 25.216 22.708 21.223 19.872 19.434 23.864 20.409 26.047 24.436 23.427 22.257 21.620 20.799 20.347 19.714 19.366 19.598 19.471 19.435  0.040 
 1   9.87 -0.23  1.51992 -3.161 3.925  8.026 11.50  0.040 0.82 24.041 23.893 23.796 23.673 23.487 23.428 23.414 23.409 23.418 23.541 23.412 23.525 23.438 23.434 23.421 23.418 23.411 23.410 23.409 23.408 23.413 23.434 23.429  0.605 
 1   9.87 -0.23  0.13799 -2.658 3.499  5.176 11.80  0.040 0.00 23.214 23.670 22.259 21.509 20.981 20.684 20.596 20.166 20.063 21.034 20.383 21.158 20.720 20.758 20.590 20.637 20.552 20.268 20.097 20.004 20.036 20.138 20.108  0.138 
 1   9.87 -0.23  1.93723 -4.326 3.663  8.208 11.90  0.040 0.00 27.485 27.087 26.599 26.170 25.578 25.329 25.304 25.263 25.296 25.692 25.286 25.723 25.389 25.337 25.316 25.334 25.290 25.270 25.257 25.250 25.277 25.358 25.337  0.701 
 1   9.87 -0.19  0.08973 -3.276 3.425  5.312 11.50  0.040 0.00 24.460 25.904 23.646 22.572 22.145 21.851 21.824 21.064 20.972 22.144 21.421 22.469 21.720 22.001 21.669 21.866 21.736 21.225 20.957 20.863 20.952 21.104 21.063  0.090 
 1   9.87 -0.17  0.01186 -4.339 3.106  4.221  8.50  0.039 0.00 24.118 33.993 29.893 26.789 24.027 21.719 20.216 18.973 18.674 22.839 19.488 24.761 23.300 22.353 21.310 20.542 19.890 19.197 18.852 18.651 18.767 18.667 18.620  0.012 
 1   9.87 -0.17  0.31545 -1.814 3.573  4.990 12.30  0.040 0.00 21.604 21.524 20.606 20.030 19.478 19.192 19.192 18.911 18.834 19.554 19.058 19.633 19.256 19.232 19.140 19.223 19.177 18.988 18.859 18.782 18.812 18.894 18.885  0.315 
 1   9.87 -0.15  0.16612 -2.444 3.519  5.125 11.40  0.040 0.00 22.279 22.576 21.305 20.609 20.079 19.776 19.702 19.328 19.229 20.135 19.519 20.237 19.839 19.840 19.698 19.741 19.669 19.420 19.266 19.175 19.202 19.294 19.272  0.166 
 1   9.87 -0.15  0.19595 -2.228 3.545  5.086 11.90  0.040 0.94 21.594 21.730 20.613 19.971 19.424 19.110 19.050 18.734 18.650 19.486 18.898 19.569 19.205 19.163 19.045 19.092 19.022 18.811 18.681 18.599 18.622 18.709 18.691  0.196 
 1   9.87 -0.13  0.13532 -2.693 3.492  5.176 11.90  0.040 0.00 23.402 23.943 22.449 21.672 21.162 20.864 20.782 20.324 20.220 21.207 20.554 21.347 20.888 20.944 20.765 20.820 20.738 20.432 20.252 20.156 20.192 20.299 20.271  0.135 
 1   9.87 -0.13  0.25710 -1.990 3.561  5.026 12.40  0.040 0.94 21.453 21.472 20.464 19.861 19.306 18.999 18.969 18.682 18.606 19.375 18.832 19.453 19.091 19.044 18.942 19.008 18.947 18.754 18.632 18.555 18.580 18.665 18.652  0.257 
 1   9.87 -0.09  0.15231 -2.551 3.504  5.135 10.30  0.040 0.00 21.447 21.880 20.481 19.742 19.228 18.928 18.847 18.429 18.324 19.276 18.640 19.398 18.971 19.000 18.839 18.884 18.809 18.530 18.362 18.266 18.296 18.395 18.372  0.152 
 1   9.87 -0.07  0.19360 -2.258 3.539  5.084 12.80  0.040 0.00 23.215 23.382 22.230 21.581 21.039 20.727 20.674 20.348 20.263 21.100 20.516 21.186 20.818 20.781 20.662 20.714 20.647 20.427 20.294 20.209 20.233 20.324 20.308  0.194 
 1   9.87 -0.05  1.30372 -3.601 3.817  8.033  9.30  0.040 0.00 23.073 22.685 22.487 22.309 22.046 21.980 21.963 21.964 21.965 22.125 21.963 22.094 21.985 21.984 21.974 21.966 21.964 21.964 21.963 21.962 21.963 21.966 21.968  0.603 
 1   9.87 -0.05  0.16788 -2.445 3.516  5.117 11.10  0.040 0.00 21.982 22.328 21.004 20.296 19.777 19.476 19.406 19.016 18.916 19.829 19.215 19.938 19.532 19.541 19.396 19.442 19.374 19.112 18.953 18.859 18.886 18.982 18.964  0.168 
 1   9.87  0.01  0.71143 -0.785 3.657  4.648 11.70  0.040 0.00 18.434 18.054 17.550 17.102 16.482 16.221 16.208 16.163 16.207 16.599 16.188 16.636 16.284 16.228 16.208 16.248 16.188 16.169 16.158 16.152 16.183 16.281 16.258  0.711 
 1   9.87  0.03  0.10897 -2.947 3.463  5.219 11.50  0.040 0.00 23.638 24.531 22.722 21.828 21.363 21.062 20.998 20.421 20.318 21.385 20.703 21.593 21.032 21.167 20.933 21.032 20.943 20.552 20.335 20.236 20.290 20.416 20.386  0.109 
 1   9.87  0.15  0.33688 -1.794 3.561  4.950 10.80  0.040 0.74 19.576 19.668 18.582 17.960 17.408 17.098 17.076 16.775 16.701 17.474 16.932 17.556 17.188 17.143 17.040 17.115 17.055 16.849 16.724 16.645 16.671 16.762 16.753  0.337 
 1   9.87  0.15  0.10584 -3.001 3.452  5.220 11.70  0.040 0.93 23.339 24.434 22.456 21.495 21.047 20.746 20.694 20.049 19.948 21.058 20.360 21.310 20.681 20.867 20.598 20.730 20.628 20.192 19.954 19.857 19.923 20.059 20.025  0.106 
 1   9.87  0.15  0.35327 -1.750 3.564  4.939 12.00  0.040 0.00 21.146 21.194 20.147 19.538 18.981 18.680 18.676 18.387 18.315 19.052 18.537 19.134 18.759 18.721 18.626 18.712 18.658 18.461 18.336 18.259 18.288 18.378 18.370  0.353 
 1   9.89 -0.63  0.07138 -4.249 3.228  5.400 10.40  0.040 0.00 25.794 30.588 27.539 25.319 23.779 22.689 22.059 21.147 20.986 23.535 21.559 24.406 23.136 23.045 22.385 22.234 21.853 21.312 21.046 20.922 20.990 21.065 20.998  0.071 
 1   9.89 -0.61  2.82785 -4.465 3.627  8.206 11.90  0.040 0.90 27.164 26.840 26.232 25.749 25.153 24.869 24.845 24.710 24.693 25.251 24.783 25.310 24.945 24.891 24.842 24.868 24.837 24.741 24.685 24.650 24.673 24.749 24.732  0.708 
 1   9.89 -0.59  0.07982 -3.765 3.341  5.414 11.00  0.040 0.00 25.182 28.157 25.021 23.414 22.883 22.490 22.271 21.336 21.236 22.841 21.756 23.486 22.253 22.745 22.208 22.386 22.110 21.526 21.217 21.128 21.249 21.366 21.312  0.080 
 1   9.89 -0.59  0.09928 -3.037 3.471  5.300 11.50  0.040 0.97 23.204 23.940 22.286 21.436 20.893 20.645 20.569 20.010 19.924 20.965 20.284 21.109 20.599 20.733 20.525 20.627 20.485 20.117 19.930 19.849 19.899 20.027 19.972  0.099 
 1   9.89 -0.45  0.10941 -2.892 3.484  5.252 10.10  0.040 0.85 21.657 22.364 20.742 19.898 19.369 19.094 19.022 18.476 18.383 19.424 18.745 19.588 19.064 19.187 18.972 19.071 18.951 18.592 18.395 18.308 18.358 18.485 18.437  0.109 
 1   9.89 -0.45  0.08788 -3.364 3.415  5.353 11.70  0.040 0.79 24.794 26.497 24.110 22.975 22.524 22.148 21.995 21.134 21.022 22.492 21.528 22.889 22.064 22.340 21.932 22.075 21.859 21.305 21.026 20.918 21.009 21.150 21.094  0.088 
 1   9.89 -0.43  0.23396 -2.013 3.575  5.065 13.60  0.040 0.00 23.402 23.251 22.415 21.853 21.305 21.023 21.009 20.729 20.646 21.380 20.875 21.457 21.087 21.065 20.970 21.039 20.993 20.807 20.676 20.599 20.626 20.701 20.689  0.234 
 1   9.89 -0.41  0.48020 -1.329 3.616  4.860 13.40  0.040 0.00 21.493 21.198 20.563 20.065 19.448 19.161 19.160 19.013 18.999 19.549 19.092 19.614 19.228 19.181 19.133 19.184 19.154 19.048 18.984 18.948 18.976 19.063 19.045  0.480 
 1   9.89 -0.39  0.09071 -3.251 3.434  5.328 10.10  0.040 0.00 22.997 24.271 22.154 21.135 20.679 20.400 20.363 19.646 19.556 20.697 19.986 20.976 20.285 20.534 20.232 20.409 20.275 19.795 19.546 19.455 19.534 19.684 19.639  0.091 
 1   9.89 -0.39  0.63147 -0.888 3.659  4.708 11.10  0.040 0.00 18.090 17.710 17.212 16.774 16.165 15.909 15.883 15.841 15.873 16.280 15.864 16.317 15.971 15.917 15.896 15.913 15.868 15.848 15.835 15.827 15.853 15.933 15.913  0.631 
 1   9.89 -0.39  0.50338 -1.270 3.620  4.837 11.50  0.040 0.00 19.446 19.145 18.524 18.029 17.403 17.114 17.110 16.979 16.974 17.507 17.050 17.571 17.183 17.132 17.089 17.135 17.101 17.009 16.954 16.924 16.952 17.040 17.020  0.503 
 1   9.89 -0.35  0.12716 -2.741 3.495  5.209 10.10  0.040 0.00 21.722 22.192 20.775 20.018 19.478 19.184 19.096 18.655 18.555 19.535 18.877 19.659 19.213 19.260 19.087 19.140 19.046 18.757 18.585 18.495 18.529 18.634 18.598  0.127 
 1   9.89 -0.33  0.07722 -3.877 3.312  5.396 11.20  0.040 0.72 25.612 29.128 25.944 24.114 23.407 22.874 22.472 21.521 21.280 23.344 21.944 24.060 22.748 23.161 22.581 22.639 22.266 21.763 21.409 21.206 21.307 21.368 21.300  0.077 
 1   9.89 -0.33  0.32393 -1.764 3.584  4.995 11.70  0.040 0.00 20.879 20.704 19.896 19.348 18.786 18.505 18.507 18.251 18.182 18.867 18.385 18.942 18.565 18.541 18.457 18.533 18.497 18.321 18.201 18.132 18.161 18.241 18.230  0.324 
 1   9.89 -0.33  0.22692 -2.064 3.566  5.067 12.40  0.040 0.75 21.904 21.902 20.925 20.318 19.764 19.464 19.415 19.120 19.036 19.834 19.274 19.913 19.546 19.512 19.404 19.454 19.390 19.197 19.067 18.989 19.013 19.093 19.073  0.227 
 1   9.89 -0.31  0.13456 -2.679 3.499  5.189  8.20  0.038 0.00 19.668 20.100 18.715 17.970 17.432 17.136 17.046 16.622 16.520 17.489 16.836 17.608 17.174 17.209 17.043 17.089 17.000 16.721 16.553 16.462 16.494 16.595 16.562  0.135 
 1   9.89 -0.31  1.38535 -3.983 3.731  8.097  9.60  0.040 0.00 24.328 23.862 23.519 23.215 22.784 22.627 22.600 22.588 22.608 22.887 22.594 22.878 22.661 22.632 22.620 22.616 22.593 22.589 22.587 22.584 22.598 22.638 22.630  0.641 
 1   9.89 -0.31  0.18237 -2.302 3.542  5.114  9.70  0.040 0.00 20.224 20.315 19.252 18.619 18.062 17.748 17.673 17.372 17.287 18.128 17.528 18.207 17.847 17.801 17.684 17.717 17.642 17.446 17.321 17.242 17.264 17.344 17.320  0.182 
 1   9.89 -0.31  0.14173 -2.615 3.505  5.171 11.50  0.040 0.00 22.807 23.189 21.851 21.123 20.583 20.284 20.194 19.789 19.688 20.641 19.995 20.754 20.331 20.354 20.195 20.237 20.151 19.886 19.723 19.632 19.663 19.759 19.728  0.142 
 1   9.89 -0.29  0.04244 -4.912 3.046  5.109  8.90  0.039 0.80 25.277 37.932 33.033 29.297 25.963 23.210 21.591 20.218 19.530 24.413 20.753 26.906 25.131 24.025 22.717 22.111 21.096 20.939 20.085 19.490 19.663 19.577 19.457  0.042 
 1   9.89 -0.29  0.57529 -1.089 3.633  4.766 10.10  0.040 0.00 17.593 17.270 16.691 16.210 15.571 15.286 15.276 15.187 15.205 15.681 15.236 15.738 15.355 15.299 15.267 15.307 15.264 15.204 15.171 15.153 15.182 15.274 15.252  0.575 
 1   9.89 -0.29  0.01246 -4.328 3.110  4.250 11.10  0.040 0.94 26.003 35.933 31.828 28.715 25.942 23.623 22.105 20.856 20.553 24.743 21.372 26.680 25.213 24.260 23.212 22.435 21.776 21.082 20.734 20.532 20.652 20.540 20.497  0.012 
 1   9.89 -0.27  0.11833 -2.829 3.484  5.222 11.70  0.040 0.00 23.541 24.137 22.601 21.804 21.281 20.990 20.910 20.425 20.324 21.332 20.667 21.476 20.999 21.074 20.884 20.952 20.856 20.535 20.350 20.258 20.298 20.411 20.375  0.118 
 1   9.89 -0.27  0.10111 -3.034 3.462  5.269 11.90  0.040 0.00 24.254 25.108 23.343 22.461 21.959 21.681 21.617 21.035 20.939 22.002 21.319 22.190 21.636 21.782 21.551 21.662 21.547 21.159 20.949 20.858 20.913 21.044 21.001  0.101 
 1   9.89 -0.25  0.06680 -4.615 3.143  5.396  9.80  0.040 0.00 26.107 34.216 30.530 27.780 25.314 23.330 22.255 21.060 20.796 24.436 21.561 25.974 24.646 23.892 22.941 22.534 21.911 21.329 20.931 20.713 20.813 20.898 20.806  0.067 
 1   9.89 -0.25  0.96564  0.123 3.777  4.355 10.60  0.040 0.00 15.063 14.629 14.365 14.132 13.797 13.692 13.670 13.667 13.672 13.887 13.669 13.864 13.710 13.697 13.687 13.678 13.669 13.668 13.666 13.663 13.668 13.680 13.679  0.966 
 1   9.89 -0.23  0.37502 -1.642 3.586  4.945  9.40  0.040 0.97 17.562 17.406 16.578 16.026 15.458 15.176 15.186 14.933 14.868 15.541 15.065 15.618 15.233 15.210 15.130 15.211 15.176 15.002 14.884 14.816 14.847 14.931 14.920  0.375 
 1   9.89 -0.23  0.14130 -2.628 3.501  5.167 10.60  0.040 0.00 21.940 22.370 20.983 20.241 19.712 19.413 19.326 18.905 18.802 19.765 19.118 19.885 19.454 19.486 19.322 19.366 19.283 19.005 18.837 18.744 18.775 18.875 18.846  0.141 
 1   9.89 -0.23  0.42001 -1.521 3.594  4.903 11.20  0.040 0.00 19.772 19.574 18.801 18.263 17.675 17.393 17.414 17.185 17.134 17.765 17.306 17.841 17.448 17.422 17.353 17.435 17.409 17.246 17.139 17.080 17.112 17.199 17.186  0.420 
 1   9.89 -0.23  0.13083 -2.721 3.493  5.193 11.80  0.040 0.00 23.373 23.889 22.423 21.653 21.130 20.835 20.750 20.298 20.195 21.181 20.525 21.314 20.860 20.913 20.736 20.791 20.703 20.403 20.226 20.133 20.168 20.275 20.243  0.131 
 1   9.89 -0.21  0.17202 -2.392 3.527  5.121  8.70  0.039 0.00 19.451 19.668 18.475 17.804 17.262 16.957 16.883 16.536 16.440 17.323 16.714 17.415 17.033 17.016 16.885 16.924 16.851 16.622 16.477 16.390 16.414 16.502 16.479  0.172 
 1   9.89 -0.21  2.17799 -3.843 3.941  9.031 12.30  0.040 0.87 26.441 26.345 26.152 25.929 25.581 25.407 25.399 25.324 25.329 25.651 25.365 25.675 25.450 25.420 25.390 25.415 25.392 25.340 25.310 25.294 25.313 25.374 25.359  1.099 
 1   9.89 -0.19  0.29848 -1.853 3.572  4.999 10.60  0.040 0.00 20.003 19.926 19.007 18.430 17.877 17.588 17.583 17.303 17.226 17.952 17.449 18.030 17.656 17.629 17.536 17.616 17.567 17.379 17.251 17.174 17.203 17.285 17.275  0.298 
 1   9.89 -0.19  0.01215 -4.303 3.115  4.230 10.80  0.040 0.92 25.842 35.718 31.688 28.615 25.850 23.518 21.973 20.703 20.364 24.639 21.224 26.591 25.119 24.164 23.104 22.321 21.627 20.965 20.577 20.345 20.481 20.344 20.299  0.012 
 1   9.89 -0.19  0.34529 -1.733 3.580  4.974 11.10  0.040 0.00 20.203 20.086 19.210 18.646 18.087 17.805 17.811 17.542 17.470 18.167 17.683 18.245 17.863 17.842 17.756 17.839 17.798 17.616 17.491 17.418 17.449 17.532 17.522  0.345 
 1   9.89 -0.19  0.50133 -1.320 3.608  4.838 11.50  0.040 0.00 19.571 19.322 18.629 18.112 17.489 17.201 17.223 17.049 17.029 17.590 17.142 17.660 17.261 17.222 17.171 17.246 17.218 17.093 17.014 16.974 17.006 17.100 17.082  0.501 
 1   9.89 -0.19  0.12265 -2.798 3.484  5.208 12.10  0.040 0.96 23.170 23.800 22.228 21.421 20.911 20.617 20.539 20.045 19.943 20.956 20.291 21.108 20.623 20.704 20.509 20.579 20.488 20.158 19.968 19.874 19.915 20.030 19.997  0.123 
 1   9.89 -0.17  0.18360 -2.314 3.536  5.104 10.30  0.040 0.70 20.514 20.776 19.543 18.853 18.318 18.011 17.942 17.571 17.478 18.375 17.761 18.477 18.079 18.074 17.934 17.982 17.907 17.661 17.511 17.423 17.451 17.545 17.522  0.184 
 1   9.89 -0.17  0.35229 -1.718 3.580  4.967 11.50  0.040 0.00 20.565 20.453 19.571 19.006 18.447 18.164 18.171 17.902 17.831 18.526 18.043 18.605 18.222 18.201 18.115 18.199 18.159 17.976 17.851 17.779 17.809 17.892 17.883  0.352 
 1   9.89 -0.17  0.47861 -1.383 3.602  4.856 12.40  0.040 0.94 19.962 19.745 19.002 18.472 17.865 17.580 17.608 17.402 17.364 17.960 17.511 18.035 17.634 17.604 17.545 17.629 17.605 17.456 17.359 17.309 17.342 17.433 17.418  0.479 
 1   9.89 -0.15  0.07799 -3.781 3.330  5.375 11.90  0.040 0.00 26.121 29.281 26.095 24.410 23.838 23.405 23.140 22.211 22.105 23.788 22.629 24.469 23.190 23.671 23.119 23.264 22.975 22.402 22.094 22.002 22.120 22.226 22.172  0.078 
 1   9.89 -0.15  0.16151 -2.477 3.515  5.130 15.40  0.040 0.00 26.362 26.693 25.391 24.684 24.156 23.854 23.777 23.392 23.292 24.211 23.589 24.318 23.912 23.920 23.773 23.816 23.743 23.487 23.329 23.237 23.264 23.358 23.336  0.162 
 1   9.89 -0.13  0.10728 -2.956 3.467  5.237 11.10  0.040 0.71 23.136 24.068 22.297 21.370 20.860 20.542 20.433 19.809 19.705 20.885 20.111 21.121 20.501 20.662 20.395 20.487 20.355 19.946 19.719 19.624 19.686 19.804 19.765  0.107 
 1   9.89 -0.11  0.93286 -0.037 3.758  4.421 11.90  0.040 0.96 16.155 15.689 15.387 15.116 14.732 14.602 14.579 14.571 14.588 14.829 14.576 14.813 14.628 14.607 14.596 14.593 14.574 14.572 14.571 14.568 14.579 14.612 14.606  0.933 
 1   9.89 -0.09  0.31032 -1.840 3.568  4.987 10.40  0.040 1.00 19.018 18.992 18.021 17.431 16.878 16.583 16.576 16.292 16.217 16.951 16.440 17.030 16.657 16.624 16.530 16.611 16.559 16.367 16.241 16.164 16.192 16.278 16.269  0.310 
 1   9.89 -0.09  0.11379 -2.887 3.473  5.218 11.60  0.040 0.00 23.588 24.341 22.656 21.809 21.320 21.025 20.952 20.419 20.316 21.355 20.682 21.531 21.013 21.119 20.907 20.989 20.899 20.540 20.338 20.241 20.287 20.408 20.377  0.114 
 1   9.89 -0.07  0.28200 -1.924 3.562  5.005 12.90  0.040 0.00 22.480 22.497 21.486 20.885 20.331 20.027 20.009 19.721 19.646 20.401 19.871 20.480 20.113 20.070 19.971 20.046 19.989 19.794 19.670 19.593 19.619 19.706 19.696  0.282 
 1   9.89 -0.05  0.30115 -1.870 3.564  4.989 11.50  0.040 0.00 20.945 20.953 19.949 19.351 18.797 18.496 18.485 18.197 18.123 18.868 18.347 18.947 18.577 18.539 18.442 18.521 18.466 18.271 18.147 18.069 18.097 18.184 18.175  0.301 
 1   9.89 -0.03  0.23449 -2.087 3.550  5.040  9.90  0.040 0.00 19.887 19.987 18.899 18.275 17.723 17.402 17.362 17.063 16.989 17.786 17.219 17.864 17.511 17.450 17.342 17.405 17.337 17.133 17.014 16.935 16.958 17.049 17.037  0.234 
 1   9.89 -0.03  3.84020 -4.547 3.618  8.282 11.70  0.040 0.95 27.104 26.826 26.168 25.665 25.039 24.752 24.762 24.621 24.619 25.143 24.697 25.207 24.817 24.770 24.726 24.789 24.753 24.653 24.593 24.563 24.596 24.691 24.670  0.760 
 1   9.89 -0.01  0.37018 -1.694 3.573  4.940 10.60  0.040 0.90 18.968 18.951 17.964 17.374 16.822 16.532 16.536 16.250 16.176 16.895 16.399 16.977 16.596 16.571 16.480 16.569 16.521 16.327 16.198 16.120 16.151 16.238 16.231  0.370 
 1   9.89 -0.01  0.10181 -3.043 3.453  5.245 12.00  0.040 0.00 24.378 25.395 23.480 22.545 22.088 21.790 21.735 21.113 21.012 22.105 21.414 22.338 21.737 21.904 21.649 21.770 21.673 21.251 21.021 20.924 20.986 21.120 21.086  0.102 
 1   9.89  0.01  0.79264 -0.533 3.692  4.584 10.70  0.040 0.00 16.802 16.350 15.937 15.558 15.034 14.825 14.805 14.780 14.819 15.145 14.794 15.155 14.875 14.830 14.816 14.840 14.786 14.781 14.778 14.775 14.799 14.877 14.861  0.793 
 1   9.89  0.01  0.61850 -1.047 3.628  4.733 10.90  0.040 0.00 18.289 17.997 17.384 16.886 16.225 15.932 15.941 15.841 15.867 16.338 15.896 16.399 16.000 15.945 15.913 15.976 15.927 15.860 15.824 15.807 15.842 15.947 15.923  0.619 
 1   9.89  0.09  0.34177 -1.768 3.565  4.944 11.20  0.040 0.00 20.389 20.426 19.389 18.784 18.229 17.929 17.924 17.635 17.563 18.300 17.786 18.382 18.007 17.970 17.875 17.960 17.906 17.709 17.584 17.507 17.536 17.625 17.617  0.342 
 1   9.91 -0.67  0.27064 -1.806 3.604  5.038  8.80  0.039 0.78 17.580 17.303 16.616 16.103 15.534 15.256 15.255 15.032 14.976 15.622 15.150 15.689 15.322 15.288 15.215 15.272 15.251 15.089 14.988 14.930 14.956 15.032 15.020  0.271 
 1   9.91 -0.65  0.07945 -3.796 3.334  5.417 10.80  0.040 0.91 24.683 28.004 24.855 23.134 22.420 21.850 21.477 20.566 20.441 22.344 20.977 23.042 21.781 22.133 21.564 21.617 21.300 20.744 20.455 20.353 20.451 20.544 20.486  0.079 
 1   9.91 -0.65  0.14206 -2.567 3.521  5.187 12.70  0.040 0.00 23.886 24.070 22.937 22.260 21.685 21.385 21.284 20.940 20.849 21.758 21.117 21.842 21.458 21.445 21.310 21.331 21.240 21.020 20.883 20.804 20.828 20.911 20.873  0.142 
 1   9.91 -0.65  0.22164 -1.997 3.591  5.090 12.90  0.040 0.90 22.028 21.793 21.055 20.522 19.962 19.684 19.677 19.425 19.355 20.045 19.558 20.116 19.748 19.721 19.637 19.699 19.668 19.492 19.376 19.310 19.335 19.410 19.399  0.222 
 1   9.91 -0.59  0.12752 -2.707 3.506  5.221 11.00  0.040 0.00 22.537 22.855 21.591 20.874 20.305 20.012 19.914 19.521 19.427 20.376 19.721 20.474 20.061 20.079 19.926 19.962 19.863 19.610 19.458 19.376 19.405 19.499 19.458  0.128 
 1   9.91 -0.59  0.14451 -2.553 3.520  5.177 12.40  0.040 0.00 23.551 23.751 22.600 21.920 21.350 21.048 20.948 20.601 20.508 21.421 20.780 21.508 21.121 21.110 20.972 20.996 20.905 20.684 20.543 20.463 20.487 20.571 20.533  0.145 
 1   9.91 -0.55  0.17127 -2.340 3.546  5.141 13.70  0.040 0.00 24.320 24.336 23.361 22.742 22.173 21.858 21.765 21.488 21.405 22.243 21.633 22.316 21.965 21.909 21.796 21.811 21.730 21.557 21.440 21.366 21.386 21.458 21.425  0.171 
 1   9.91 -0.53  0.07478 -4.037 3.277  5.403  9.20  0.040 0.00 24.062 27.834 24.739 22.726 21.794 21.133 20.668 19.789 19.650 21.719 20.190 22.447 21.139 21.424 20.848 20.823 20.486 19.962 19.683 19.579 19.664 19.736 19.676  0.075 
 1   9.91 -0.53  2.28057 -4.494 3.614  8.169 11.00  0.040 0.00 27.006 26.697 26.062 25.569 24.978 24.695 24.687 24.522 24.494 25.073 24.610 25.136 24.765 24.720 24.664 24.707 24.681 24.562 24.490 24.448 24.474 24.553 24.537  0.683 
 1   9.91 -0.53  0.42863 -1.434 3.615  4.912 11.20  0.040 0.00 19.555 19.249 18.619 18.125 17.522 17.237 17.230 17.074 17.053 17.620 17.158 17.684 17.306 17.259 17.207 17.251 17.224 17.112 17.044 17.006 17.031 17.113 17.096  0.429 
 1   9.91 -0.53  1.06237 -0.266 3.748  4.545 12.80  0.040 0.75 18.115 17.785 17.470 17.194 16.798 16.661 16.632 16.624 16.634 16.896 16.629 16.883 16.687 16.665 16.654 16.643 16.629 16.626 16.623 16.620 16.628 16.650 16.645  0.801 
 1   9.91 -0.47  0.14426 -2.571 3.514  5.172 10.90  0.040 0.00 22.099 22.367 21.146 20.448 19.889 19.586 19.490 19.121 19.023 19.954 19.310 20.052 19.650 19.651 19.504 19.536 19.446 19.211 19.059 18.975 19.002 19.090 19.054  0.144 
 1   9.91 -0.45  0.11567 -2.832 3.490  5.239 11.20  0.040 0.00 23.050 23.551 22.110 21.340 20.791 20.502 20.416 19.959 19.861 20.853 20.188 20.979 20.522 20.581 20.401 20.463 20.359 20.061 19.886 19.799 19.837 19.946 19.903  0.116 
 1   9.91 -0.43  0.83753 -0.181 3.756  4.511  9.80  0.040 0.83 14.717 14.278 13.944 13.646 13.219 13.063 13.036 13.023 13.040 13.321 13.030 13.314 13.096 13.068 13.056 13.051 13.029 13.025 13.022 13.019 13.030 13.065 13.058  0.838 
 1   9.91 -0.41  0.08538 -3.486 3.392  5.368 11.00  0.040 0.00 24.484 26.521 23.841 22.574 22.158 21.856 21.804 20.921 20.835 22.136 21.323 22.596 21.639 22.053 21.623 21.870 21.681 21.105 20.804 20.714 20.829 20.983 20.934  0.085 
 1   9.91 -0.41  0.38096 -1.589 3.598  4.947 11.80  0.040 0.94 19.867 19.618 18.899 18.377 17.799 17.519 17.535 17.308 17.253 17.888 17.428 17.959 17.578 17.549 17.479 17.552 17.532 17.368 17.261 17.203 17.232 17.315 17.303  0.381 
 1   9.91 -0.39  0.09013 -3.264 3.432  5.331 11.00  0.040 0.00 23.931 25.242 23.094 22.063 21.613 21.331 21.297 20.570 20.480 21.627 20.914 21.916 21.212 21.469 21.160 21.342 21.208 20.722 20.469 20.377 20.458 20.609 20.564  0.090 
 1   9.91 -0.39  0.22659 -2.053 3.570  5.070 11.40  0.040 0.00 21.302 21.193 20.317 19.743 19.191 18.902 18.876 18.598 18.515 19.265 18.743 19.341 18.975 18.945 18.847 18.909 18.857 18.673 18.546 18.469 18.495 18.571 18.556  0.227 
 1   9.91 -0.39  0.12707 -2.737 3.497  5.211 12.00  0.040 0.00 23.613 24.057 22.666 21.915 21.369 21.075 20.985 20.553 20.453 21.429 20.771 21.549 21.108 21.150 20.980 21.030 20.935 20.652 20.483 20.394 20.428 20.531 20.493  0.127 
 1   9.91 -0.37  0.16984 -2.385 3.533  5.133 10.40  0.040 0.00 21.134 21.274 20.167 19.515 18.959 18.649 18.564 18.244 18.153 19.024 18.410 19.108 18.737 18.705 18.580 18.609 18.529 18.324 18.189 18.108 18.130 18.211 18.183  0.170 
