#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F560W  F770W  F1000W F1130W F1280W F1500W F1800W F2100W F2550W   Mact
 1   9.81 -0.45  0.01269 -4.348 3.107  4.264 11.40  0.040 0.00 27.039 21.417 21.260 21.392 21.178 20.994 20.959 20.977 20.875 20.422  0.013 
 1   9.81 -0.39  0.06077 -5.012 3.048  5.370 10.30  0.040 0.87 27.116 21.252 21.217 21.094 20.788 20.570 20.510 20.537 20.357 19.757  0.061 
 1   9.81 -0.39  0.04694 -4.928 3.043  5.115 10.80  0.040 0.91 27.401 21.530 21.483 21.393 21.092 20.874 20.817 20.841 20.667 20.075  0.043 
 1   9.81 -0.39  0.22180 -2.075 3.568  5.078 14.80  0.040 0.00 24.757 21.990 21.988 21.916 21.910 21.887 21.862 21.837 21.819 21.722  0.222 
 1   9.81 -0.37  0.06546 -4.689 3.125  5.387 10.90  0.040 0.00 27.393 21.914 21.774 21.821 21.604 21.424 21.397 21.425 21.303 20.743  0.065 
 1   9.81 -0.37  0.04171 -4.869 3.055  5.094 11.00  0.040 0.00 27.943 22.165 22.088 22.058 21.792 21.586 21.536 21.567 21.453 21.027  0.042 
 1   9.81 -0.37  0.06013 -5.055 3.037  5.367 12.00  0.040 0.85 28.940 23.040 23.012 22.877 22.560 22.335 22.269 22.295 22.102 21.479  0.060 
 1   9.81 -0.35  0.14525 -2.579 3.510  5.164 10.00  0.040 0.00 21.218 18.130 18.112 17.997 18.003 17.962 17.928 17.900 17.889 17.689  0.145 
 1   9.81 -0.35  0.03925 -4.795 3.068  5.046 10.80  0.040 0.94 26.895 21.128 21.042 21.030 20.768 20.560 20.511 20.546 20.452 20.083  0.039 
 1   9.81 -0.33  0.34364 -1.717 3.587  4.986  9.70  0.040 0.00 18.764 16.124 16.133 16.063 16.051 16.036 16.014 15.988 15.971 15.914  0.344 
 1   9.81 -0.31  0.05964 -5.075 3.032  5.363 11.80  0.040 0.00 29.257 23.419 23.381 23.264 22.970 22.760 22.706 22.733 22.557 21.946  0.060 
 1   9.81 -0.31  0.13208 -2.702 3.497  5.195 11.90  0.040 0.00 23.425 20.282 20.261 20.128 20.132 20.089 20.054 20.021 20.016 19.777  0.132 
 1   9.81 -0.29  0.12780 -2.742 3.493  5.204  9.30  0.040 0.82 20.422 17.227 17.201 17.045 17.046 17.000 16.965 16.926 16.929 16.676  0.128 
 1   9.81 -0.29  0.22215 -2.092 3.562  5.072 11.10  0.040 0.82 20.581 17.719 17.713 17.637 17.640 17.610 17.587 17.556 17.537 17.311  0.222 
 1   9.81 -0.27  0.60460 -1.019 3.640  4.742  9.80  0.040 0.92 16.527 14.154 14.126 14.100 14.093 14.090 14.082 14.071 14.065 14.060  0.605 
 1   9.81 -0.25  0.26357 -1.952 3.569  5.032  8.70  0.039 0.00 18.349 15.583 15.584 15.511 15.505 15.482 15.461 15.429 15.408 15.227  0.264 
 1   9.81 -0.25  0.09264 -3.209 3.436  5.305 11.20  0.040 0.00 23.992 20.615 20.565 20.321 20.306 20.268 20.235 20.152 20.206 19.818  0.093 
 1   9.81 -0.25  0.05358 -5.250 2.985  5.302 11.40  0.040 0.00 29.295 23.316 23.304 23.141 22.800 22.563 22.493 22.517 22.304 21.650  0.054 
 1   9.81 -0.23  0.21659 -2.124 3.557  5.073 11.70  0.040 0.00 21.779 18.935 18.930 18.857 18.860 18.832 18.811 18.777 18.755 18.476  0.217 
 1   9.81 -0.23  0.03250 -5.025 3.005  4.940 12.10  0.040 0.00 29.432 23.487 23.448 23.353 23.036 22.810 22.748 22.768 22.574 21.927  0.033 
 1   9.81 -0.19  0.04401 -5.002 3.028  5.142  8.80  0.039 0.72 25.381 19.467 19.427 19.332 19.022 18.800 18.741 18.762 18.574 17.939  0.044 
 1   9.81 -0.19  0.05397 -5.239 2.988  5.306 12.20  0.040 0.00 30.067 24.097 24.084 23.922 23.584 23.349 23.280 23.305 23.094 22.440  0.054 
 1   9.81 -0.17  2.60454 -4.082 3.724  8.221 11.30  0.040 0.00 26.276 24.530 24.500 24.496 24.494 24.495 24.494 24.490 24.487 24.487  0.722 
 1   9.81 -0.15  0.01339 -4.406 3.097  4.306  8.80  0.039 0.77 24.278 18.485 18.355 18.453 18.202 17.993 17.939 17.962 17.879 17.545  0.013 
 1   9.81 -0.15  0.59153 -1.088 3.628  4.758  9.60  0.040 0.00 17.090 14.686 14.660 14.630 14.622 14.618 14.610 14.597 14.590 14.585  0.592 
 1   9.81 -0.15  0.11632 -2.859 3.477  5.218 10.70  0.040 0.00 22.618 19.397 19.373 19.202 19.201 19.160 19.135 19.071 19.086 18.700  0.116 
 1   9.81 -0.13  0.05482 -5.215 2.994  5.315 10.80  0.040 0.00 28.608 22.656 22.641 22.483 22.149 21.917 21.854 21.879 21.671 21.020  0.055 
 1   9.81 -0.13  0.10008 -3.059 3.454  5.261 10.90  0.040 0.00 23.318 20.008 19.972 19.760 19.753 19.711 19.684 19.610 19.646 19.257  0.100 
 1   9.81 -0.13  0.01328 -4.397 3.099  4.300 11.50  0.040 0.00 27.262 21.595 21.433 21.581 21.363 21.173 21.135 21.157 21.076 20.711  0.013 
 1   9.81 -0.09  1.82063 -4.064 3.720  8.160  8.00  0.038 0.00 22.930 21.154 21.121 21.118 21.116 21.117 21.116 21.112 21.110 21.109  0.682 
 1   9.81 -0.09  0.09110 -3.242 3.427  5.295 11.00  0.040 0.00 23.875 20.464 20.411 20.148 20.128 20.099 20.070 19.962 20.035 19.560  0.091 
 1   9.81 -0.09  0.53384 -1.258 3.610  4.811 12.00  0.040 0.00 19.916 17.411 17.404 17.358 17.345 17.337 17.322 17.303 17.292 17.283  0.534 
 1   9.81 -0.07  0.13831 -2.673 3.492  5.166  9.30  0.040 0.00 20.754 17.595 17.579 17.429 17.428 17.393 17.375 17.304 17.309 16.834  0.138 
 1   9.81 -0.05  0.01872 -4.986 2.985  4.585 11.30  0.040 0.00 28.536 22.498 22.467 22.400 22.077 21.832 21.760 21.783 21.641 21.161  0.019 
 1   9.81 -0.01  0.01805 -4.905 3.002  4.552 10.10  0.040 0.00 27.134 21.137 21.087 21.040 20.735 20.514 20.448 20.452 20.260 19.608  0.018 
 1   9.81  0.03  0.03411 -4.970 3.020  4.967 10.70  0.040 0.00 27.896 21.996 21.945 21.874 21.574 21.357 21.298 21.316 21.130 20.487  0.034 
 1   9.81  0.11  0.15750 -2.539 3.500  5.119 12.10  0.040 0.84 22.689 19.532 19.517 19.364 19.362 19.330 19.317 19.236 19.243 18.698  0.158 
 1   9.83 -0.63  0.01552 -4.602 3.062  4.427 13.00  0.040 0.00 29.276 23.446 23.295 23.441 23.198 22.996 22.942 22.967 22.906 22.662  0.016 
 1   9.83 -0.61  0.83680 -0.145 3.765  4.514 11.10  0.040 0.00 16.233 14.783 14.771 14.766 14.764 14.765 14.762 14.756 14.753 14.752  0.837 
 1   9.83 -0.51  0.02815 -5.116 2.976  4.855 10.50  0.040 0.00 28.059 22.030 22.010 21.901 21.557 21.304 21.231 21.258 21.082 20.525  0.028 
 1   9.83 -0.49  0.01189 -4.329 3.108  4.221 11.00  0.040 0.00 26.592 20.973 20.816 20.946 20.734 20.551 20.517 20.533 20.428 19.964  0.012 
 1   9.83 -0.47  0.36233 -1.624 3.601  4.970 11.10  0.040 0.84 19.350 16.782 16.799 16.731 16.718 16.706 16.686 16.662 16.647 16.633  0.362 
 1   9.83 -0.47  0.01069 -4.742 3.015  4.216 11.50  0.040 0.00 28.125 22.140 22.044 22.088 21.812 21.594 21.522 21.542 21.466 21.186  0.011 
 1   9.83 -0.45  0.27818 -1.859 3.586  5.030 11.30  0.040 0.00 20.718 18.072 18.082 18.010 17.998 17.982 17.959 17.935 17.919 17.888  0.278 
 1   9.83 -0.45  0.01140 -4.497 3.071  4.220 12.30  0.040 0.00 28.311 22.498 22.329 22.510 22.276 22.072 22.019 22.056 22.046 21.983  0.011 
 1   9.83 -0.43  0.02190 -5.134 2.960  4.698 11.90  0.040 0.93 28.759 22.662 22.656 22.557 22.201 21.921 21.837 21.881 21.781 21.464  0.022 
 1   9.83 -0.39  0.84898 -0.190 3.755  4.521 11.30  0.040 0.00 16.545 15.016 14.998 14.994 14.992 14.993 14.991 14.986 14.983 14.983  0.849 
 1   9.83 -0.37  0.06855 -4.481 3.174  5.399 12.40  0.040 0.00 28.373 23.150 22.994 23.024 22.826 22.680 22.657 22.684 22.582 22.000  0.069 
 1   9.83 -0.35  0.20656 -2.141 3.562  5.089 11.70  0.040 0.00 21.823 19.010 19.006 18.934 18.933 18.907 18.882 18.856 18.838 18.689  0.207 
 1   9.83 -0.35  0.03877 -4.812 3.064  5.039 12.00  0.040 0.00 28.799 23.053 22.961 22.957 22.700 22.491 22.443 22.483 22.412 22.138  0.039 
 1   9.83 -0.35  0.10404 -2.984 3.470  5.265 12.20  0.040 0.00 24.430 21.180 21.145 20.969 20.968 20.917 20.873 20.844 20.850 20.659  0.104 
 1   9.83 -0.33  0.17765 -2.335 3.539  5.123  9.50  0.040 0.00 20.107 17.153 17.142 17.060 17.067 17.032 17.006 16.978 16.961 16.737  0.178 
 1   9.83 -0.33  0.04784 -4.790 3.071  5.064 10.70  0.040 0.84 27.105 21.309 21.237 21.192 20.909 20.688 20.633 20.672 20.565 20.173  0.040 
 1   9.83 -0.33  0.26349 -1.937 3.574  5.036 12.20  0.040 0.00 21.813 19.082 19.084 19.010 19.001 18.980 18.957 18.929 18.910 18.801  0.263 
 1   9.83 -0.33  0.01738 -4.826 3.018  4.520 14.90  0.040 0.00 31.735 25.786 25.713 25.711 25.423 25.211 25.148 25.150 24.964 24.314  0.017 
 1   9.83 -0.29  0.05636 -5.172 3.006  5.331  9.30  0.040 0.00 26.999 21.082 21.062 20.913 20.590 20.366 20.307 20.333 20.132 19.485  0.056 
 1   9.83 -0.29  0.24139 -2.018 3.567  5.051 10.80  0.040 0.88 19.990 17.189 17.186 17.114 17.112 17.087 17.064 17.034 17.014 16.827  0.241 
 1   9.83 -0.29  0.04521 -5.072 3.014  5.167 11.50  0.040 0.00 28.950 23.046 23.011 22.898 22.587 22.367 22.308 22.331 22.139 21.495  0.045 
 1   9.83 -0.29  0.04002 -4.771 3.075  5.057 11.60  0.040 0.81 27.817 22.021 21.944 21.914 21.636 21.418 21.365 21.403 21.301 20.898  0.040 
 1   9.83 -0.27  0.19570 -2.211 3.552  5.095 10.10  0.040 0.89 19.819 16.896 16.887 16.807 16.814 16.781 16.758 16.724 16.705 16.424  0.196 
 1   9.83 -0.25  0.03400 -4.974 3.019  4.965 10.80  0.040 0.00 28.005 22.102 22.052 21.979 21.678 21.460 21.402 21.420 21.233 20.590  0.034 
 1   9.83 -0.25  0.35107 -1.711 3.584  4.975 12.40  0.040 0.00 21.447 18.782 18.788 18.718 18.707 18.690 18.669 18.641 18.622 18.528  0.351 
 1   9.83 -0.23  0.23328 -2.059 3.561  5.056 11.50  0.040 0.00 21.418 18.600 18.597 18.524 18.525 18.498 18.477 18.443 18.422 18.172  0.233 
 1   9.83 -0.23  0.25780 -1.972 3.567  5.033 12.60  0.040 0.87 21.690 18.887 18.885 18.812 18.810 18.785 18.764 18.731 18.709 18.474  0.258 
 1   9.83 -0.21  0.25138 -1.994 3.564  5.036  9.30  0.040 0.00 19.056 16.259 16.258 16.184 16.183 16.158 16.137 16.103 16.080 15.838  0.251 
 1   9.83 -0.21  0.05235 -4.874 3.047  5.011 10.70  0.040 0.71 27.298 21.428 21.374 21.300 21.001 20.783 20.722 20.745 20.577 20.006  0.037 
 1   9.83 -0.19  0.04504 -5.063 3.016  5.164  9.50  0.040 0.00 26.926 21.027 20.991 20.882 20.573 20.354 20.296 20.318 20.127 19.484  0.045 
 1   9.83 -0.19  0.07564 -3.939 3.296  5.385 12.60  0.040 0.98 26.600 22.201 22.036 21.802 21.715 21.718 21.636 21.563 21.564 21.031  0.076 
 1   9.83 -0.13  0.03333 -4.997 3.013  4.954 11.30  0.040 0.00 28.562 22.639 22.595 22.512 22.204 21.982 21.922 21.941 21.751 21.106  0.033 
 1   9.83 -0.11  0.11937 -2.836 3.478  5.209 11.10  0.040 0.00 22.961 19.743 19.721 19.550 19.548 19.510 19.488 19.417 19.434 19.008  0.119 
 1   9.83 -0.11  0.58166 -1.123 3.624  4.767 12.70  0.040 0.00 20.278 17.845 17.822 17.789 17.780 17.775 17.765 17.752 17.744 17.738  0.582 
 1   9.83 -0.09  0.11731 -2.857 3.475  5.212 12.50  0.040 0.00 24.412 21.184 21.161 20.984 20.983 20.945 20.924 20.849 20.869 20.427  0.117 
 1   9.83 -0.07  0.03810 -4.835 3.057  5.029 10.20  0.040 0.83 26.539 20.690 20.626 20.575 20.285 20.067 20.012 20.039 19.895 19.382  0.038 
 1   9.83 -0.07  0.01456 -4.503 3.081  4.374 10.90  0.040 0.00 26.928 21.162 20.991 21.171 20.943 20.743 20.695 20.730 20.704 20.574  0.015 
 1   9.83 -0.05  0.15939 -2.506 3.509  5.127 10.70  0.040 0.00 21.734 18.652 18.642 18.514 18.516 18.483 18.467 18.400 18.392 17.884  0.159 
 1   9.83 -0.05  0.06299 -4.863 3.083  5.379 13.00  0.040 0.00 29.928 24.270 24.181 24.157 23.912 23.715 23.675 23.714 23.631 23.293  0.063 
 1   9.83 -0.03  0.21797 -2.152 3.546  5.058 11.60  0.040 0.00 21.749 18.841 18.839 18.754 18.763 18.733 18.721 18.665 18.637 18.087  0.218 
 1   9.83 -0.03  0.06027 -5.050 3.038  5.369 12.60  0.040 0.79 29.419 23.533 23.502 23.376 23.064 22.843 22.783 22.810 22.622 22.003  0.060 
 1   9.83  0.01  0.34061 -1.760 3.568  4.947 11.00  0.040 0.00 20.170 17.390 17.391 17.316 17.312 17.289 17.273 17.230 17.202 16.852  0.341 
 1   9.83  0.03  3.34493 -4.313 3.671  8.248  9.80  0.040 0.00 25.352 23.235 23.191 23.184 23.181 23.182 23.178 23.173 23.170 23.168  0.737 
 1   9.83  0.03  0.38114 -1.662 3.573  4.920 10.90  0.040 0.00 19.824 17.074 17.076 17.002 16.994 16.973 16.955 16.916 16.889 16.615  0.381 
 1   9.83  0.03  0.05943 -5.085 3.030  5.362 12.10  0.040 0.00 29.583 23.737 23.702 23.581 23.283 23.073 23.018 23.045 22.864 22.244  0.059 
 1   9.83  0.05  1.37767 -3.352 3.877  8.023  9.40  0.040 0.00 22.550 21.918 21.919 21.918 21.918 21.921 21.921 21.920 21.919 21.921  0.602 
 1   9.83  0.05  0.03232 -5.031 3.003  4.937 11.50  0.040 0.98 28.117 22.159 22.124 22.023 21.702 21.473 21.410 21.430 21.235 20.588  0.032 
 1   9.83  0.07  0.20534 -2.211 3.538  5.060  7.50  0.036 0.96 17.095 14.143 14.142 14.045 14.051 14.021 14.009 13.946 13.922 13.345  0.205 
 1   9.83  0.07  1.42844 -3.514 3.838  8.031 11.50  0.040 0.00 25.055 24.130 24.129 24.127 24.128 24.130 24.130 24.127 24.126 24.128  0.605 
 1   9.83  0.11  0.15580 -2.551 3.498  5.121 11.70  0.040 0.00 22.846 19.718 19.705 19.564 19.563 19.531 19.518 19.440 19.440 18.888  0.156 
 1   9.83  0.11  0.75025 -0.696 3.666  4.620 11.80  0.040 0.00 18.311 16.163 16.116 16.109 16.105 16.105 16.102 16.097 16.093 16.092  0.750 
 1   9.83  0.15  0.03832 -4.827 3.059  5.032 11.80  0.040 0.78 28.180 22.325 22.263 22.213 21.920 21.695 21.637 21.668 21.533 21.064  0.038 
 1   9.85 -0.67  0.93196  0.266 3.802  4.295  9.80  0.040 0.76 13.745 12.458 12.448 12.443 12.441 12.441 12.438 12.433 12.430 12.429  0.932 
 1   9.85 -0.59  1.71267 -4.137 3.693  8.104  9.30  0.040 0.00 24.412 22.446 22.414 22.409 22.407 22.407 22.405 22.399 22.395 22.393  0.644 
 1   9.85 -0.59  0.34590 -1.621 3.609  4.981 10.00  0.040 0.74 18.349 15.812 15.823 15.760 15.749 15.739 15.721 15.700 15.687 15.677  0.346 
 1   9.85 -0.55  0.42399 -1.443 3.616  4.918 10.90  0.040 0.98 18.544 16.067 16.064 16.015 16.006 15.999 15.986 15.969 15.959 15.952  0.424 
 1   9.85 -0.55  0.26923 -1.853 3.593  5.038 11.30  0.040 0.75 20.223 17.588 17.600 17.526 17.515 17.499 17.476 17.453 17.438 17.421  0.269 
 1   9.85 -0.49  0.15495 -2.479 3.525  5.154  9.30  0.040 0.84 19.755 16.693 16.674 16.573 16.580 16.537 16.497 16.487 16.474 16.418  0.155 
 1   9.85 -0.49  0.02036 -5.139 2.956  4.654  9.60  0.040 0.00 27.217 21.113 21.108 21.011 20.653 20.370 20.285 20.331 20.242 19.962  0.020 
 1   9.85 -0.49  0.66700 -0.743 3.681  4.677 10.20  0.040 0.00 16.828 14.779 14.741 14.736 14.733 14.733 14.730 14.725 14.721 14.720  0.667 
 1   9.85 -0.45  0.24666 -1.959 3.579  5.053  8.80  0.039 0.88 17.845 15.136 15.140 15.066 15.056 15.036 15.012 14.988 14.971 14.926  0.247 
 1   9.85 -0.45  0.36695 -1.618 3.600  4.965 11.80  0.040 0.82 20.056 17.478 17.494 17.426 17.413 17.400 17.380 17.356 17.341 17.323  0.367 
 1   9.85 -0.43  0.22114 -2.065 3.572  5.080 11.20  0.040 0.00 21.131 18.388 18.389 18.315 18.307 18.285 18.260 18.236 18.219 18.155  0.221 
 1   9.85 -0.43  1.84249 -4.239 3.672  8.129 11.50  0.040 0.00 26.868 24.749 24.711 24.705 24.702 24.702 24.698 24.692 24.689 24.687  0.660 
 1   9.85 -0.41  0.02750 -5.117 2.975  4.840  9.80  0.040 0.77 26.634 20.569 20.556 20.453 20.102 19.835 19.756 19.792 19.655 19.215  0.028 
 1   9.85 -0.41  0.02296 -5.131 2.963  4.726 10.60  0.040 0.00 28.198 22.119 22.109 22.007 21.654 21.382 21.301 21.339 21.213 20.818  0.023 
 1   9.85 -0.39  0.26876 -1.908 3.578  5.035 10.50  0.040 0.00 20.039 17.343 17.348 17.275 17.264 17.246 17.222 17.196 17.178 17.113  0.269 
 1   9.85 -0.39  0.06737 -4.566 3.154  5.396 11.60  0.040 0.71 27.570 22.090 21.973 21.963 21.716 21.524 21.486 21.517 21.378 20.815  0.067 
 1   9.85 -0.39  0.07399 -4.068 3.269  5.398 12.30  0.040 0.00 27.241 22.706 22.537 22.320 22.225 22.224 22.143 22.078 22.070 21.531  0.074 
 1   9.85 -0.39  0.10470 -2.970 3.473  5.266 12.50  0.040 0.00 24.696 21.456 21.422 21.252 21.252 21.200 21.153 21.132 21.134 20.980  0.105 
 1   9.85 -0.39  0.01355 -4.419 3.095  4.316 12.90  0.040 0.00 28.719 23.031 22.867 23.022 22.802 22.609 22.569 22.594 22.525 22.212  0.014 
 1   9.85 -0.39  0.23787 -2.012 3.572  5.061 13.50  0.040 0.00 23.299 20.559 20.560 20.486 20.478 20.456 20.432 20.406 20.388 20.305  0.238 
 1   9.85 -0.37  0.09878 -3.070 3.460  5.287 10.10  0.040 0.00 22.546 19.257 19.214 19.022 19.016 18.963 18.915 18.890 18.899 18.727  0.099 
 1   9.85 -0.37  0.18906 -2.244 3.551  5.110 11.80  0.040 0.86 21.649 18.709 18.696 18.617 18.624 18.590 18.561 18.537 18.521 18.343  0.189 
 1   9.85 -0.35  1.59168 -3.967 3.737  8.109  9.40  0.040 0.90 23.556 21.752 21.722 21.718 21.716 21.717 21.715 21.709 21.707 21.706  0.648 
 1   9.85 -0.35  0.04737 -5.198 2.989  5.211 10.60  0.040 0.00 28.364 22.392 22.375 22.226 21.888 21.652 21.585 21.609 21.400 20.747  0.047 
 1   9.85 -0.35  0.01121 -4.561 3.056  4.219 11.30  0.040 0.00 27.472 21.619 21.469 21.611 21.367 21.162 21.103 21.132 21.091 20.919  0.011 
 1   9.85 -0.33  0.01461 -4.508 3.080  4.378  8.70  0.039 0.00 24.739 18.969 18.798 18.979 18.751 18.550 18.502 18.537 18.514 18.394  0.015 
 1   9.85 -0.33  0.15556 -2.498 3.518  5.146 11.80  0.040 0.00 22.814 19.764 19.750 19.645 19.651 19.611 19.580 19.551 19.538 19.315  0.156 
 1   9.85 -0.31  0.07473 -4.016 3.280  5.395 10.00  0.040 0.00 24.811 20.375 20.208 19.973 19.886 19.891 19.809 19.736 19.736 19.202  0.075 
 1   9.85 -0.29  0.31280 -1.800 3.580  5.000 11.10  0.040 0.93 19.691 16.991 16.996 16.923 16.913 16.894 16.872 16.844 16.824 16.718  0.313 
 1   9.85 -0.27  0.01064 -4.761 3.011  4.216  5.40  0.023 0.00 22.072 16.071 15.981 16.016 15.736 15.516 15.443 15.464 15.387 15.107  0.011 
 1   9.85 -0.27  1.03608  0.313 3.783  4.218 10.50  0.040 0.00 14.488 13.162 13.152 13.148 13.147 13.148 13.146 13.142 13.139 13.139  1.036 
 1   9.85 -0.27  0.06349 -4.834 3.090  5.382 12.00  0.040 0.00 28.854 23.225 23.126 23.119 22.879 22.685 22.648 22.684 22.590 22.199  0.063 
 1   9.85 -0.25  0.02553 -5.123 2.969  4.792  9.80  0.040 0.00 27.379 21.325 21.309 21.204 20.855 20.593 20.516 20.548 20.394 19.908  0.026 
 1   9.85 -0.25  0.36780 -1.661 3.586  4.956 11.00  0.040 0.00 19.923 17.273 17.280 17.211 17.199 17.183 17.162 17.135 17.117 17.036  0.368 
 1   9.85 -0.25  0.04978 -5.337 2.960  5.259 11.30  0.040 0.00 29.413 23.367 23.362 23.190 22.827 22.576 22.488 22.512 22.285 21.623  0.050 
 1   9.85 -0.23  0.10761 -2.942 3.471  5.243 11.00  0.040 0.94 22.479 19.216 19.183 18.996 18.993 18.947 18.913 18.861 18.879 18.576  0.108 
 1   9.85 -0.21  0.02658 -5.120 2.972  4.818 10.20  0.040 0.88 27.030 20.971 20.957 20.852 20.502 20.238 20.160 20.194 20.047 19.582  0.027 
 1   9.85 -0.21  0.02456 -4.892 3.004  4.547 12.70  0.040 0.73 29.202 23.185 23.146 23.082 22.761 22.523 22.452 22.468 22.296 21.718  0.018 
 1   9.85 -0.21  0.21522 -2.131 3.556  5.072 15.10  0.040 0.77 24.759 21.845 21.838 21.753 21.757 21.726 21.705 21.666 21.646 21.323  0.215 
 1   9.85 -0.19  0.25192 -1.996 3.563  5.033 11.30  0.040 0.88 20.443 17.617 17.614 17.541 17.542 17.515 17.496 17.459 17.436 17.143  0.252 
 1   9.85 -0.19  0.05155 -5.307 2.969  5.280 11.40  0.040 0.97 28.726 22.692 22.686 22.514 22.156 21.907 21.823 21.846 21.622 20.961  0.052 
 1   9.85 -0.19  0.16476 -2.448 3.520  5.129 12.00  0.040 0.00 22.891 19.856 19.846 19.738 19.742 19.707 19.683 19.637 19.623 19.255  0.165 
 1   9.85 -0.19  0.04437 -4.966 3.035  5.129 12.50  0.040 0.98 29.002 23.143 23.094 23.011 22.719 22.507 22.452 22.474 22.299 21.686  0.043 
 1   9.85 -0.17  0.09722 -3.115 3.448  5.277  8.30  0.039 0.00 20.858 17.523 17.481 17.258 17.248 17.205 17.174 17.103 17.143 16.780  0.097 
 1   9.85 -0.17  0.05946 -5.089 3.029  5.363 10.60  0.040 0.88 27.564 21.650 21.626 21.485 21.164 20.939 20.874 20.899 20.700 20.060  0.059 
 1   9.85 -0.17  0.05697 -5.157 3.010  5.338 15.00  0.040 0.88 32.117 26.153 26.138 25.982 25.644 25.408 25.337 25.362 25.150 24.497  0.057 
 1   9.85 -0.15  0.13857 -2.662 3.496  5.170 10.90  0.040 0.00 22.324 19.180 19.163 19.021 19.023 18.985 18.962 18.904 18.904 18.505  0.139 
 1   9.85 -0.15  0.04250 -4.915 3.046  5.110 12.90  0.040 0.00 29.957 24.147 24.081 24.031 23.756 23.550 23.498 23.523 23.378 22.849  0.042 
 1   9.85 -0.13  0.06261 -4.895 3.076  5.379 10.80  0.040 0.00 27.807 22.119 22.040 22.000 21.749 21.548 21.506 21.549 21.476 21.192  0.063 
 1   9.85 -0.13  0.05306 -5.264 2.981  5.297 11.80  0.040 0.00 29.731 23.741 23.730 23.565 23.221 22.982 22.909 22.933 22.718 22.062  0.053 
 1   9.85 -0.13  0.22277 -2.116 3.553  5.060 12.40  0.040 0.00 22.459 19.587 19.583 19.507 19.513 19.484 19.468 19.424 19.399 18.986  0.223 
 1   9.85 -0.13  0.23110 -2.084 3.555  5.052 12.90  0.040 0.00 22.880 20.020 20.017 19.941 19.946 19.918 19.901 19.858 19.833 19.439  0.231 
 1   9.85 -0.13  0.02905 -5.113 2.979  4.875 14.90  0.040 0.78 31.723 25.672 25.657 25.551 25.203 24.941 24.864 24.897 24.745 24.258  0.029 
 1   9.85 -0.11  0.01916 -5.040 2.975  4.605 10.00  0.040 0.00 27.369 21.305 21.285 21.207 20.872 20.612 20.535 20.569 20.460 20.089  0.019 
 1   9.85 -0.11  0.11502 -2.875 3.474  5.217 11.20  0.040 0.00 23.157 19.925 19.901 19.723 19.722 19.683 19.660 19.588 19.608 19.186  0.115 
 1   9.85 -0.09  1.00085  0.152 3.772  4.321 10.90  0.040 0.98 14.619 13.202 13.186 13.183 13.182 13.183 13.182 13.178 13.176 13.176  1.001 
 1   9.85 -0.05  0.09989 -3.068 3.451  5.255 11.80  0.040 0.00 24.240 20.916 20.881 20.660 20.651 20.613 20.593 20.503 20.550 20.091  0.100 
 1   9.85 -0.03  0.10527 -2.993 3.459  5.236  9.70  0.040 0.86 21.484 18.142 18.103 17.871 17.858 17.826 17.803 17.703 17.758 17.275  0.105 
 1   9.85 -0.03  0.43541 -1.519 3.586  4.886 11.30  0.040 0.00 19.868 17.204 17.207 17.139 17.128 17.111 17.093 17.061 17.040 16.900  0.435 
 1   9.85  0.03  0.03782 -4.844 3.055  5.025  9.50  0.040 0.00 26.381 20.598 20.516 20.498 20.233 20.026 19.976 20.006 19.895 19.478  0.038 
 1   9.85  0.07  0.02743 -5.118 2.975  4.838 10.30  0.040 0.00 27.864 21.828 21.810 21.701 21.356 21.101 21.027 21.056 20.885 20.346  0.027 
 1   9.85  0.11  0.03301 -5.008 3.010  4.949 10.70  0.040 0.00 27.989 22.058 22.015 21.928 21.616 21.393 21.332 21.351 21.160 20.514  0.033 
 1   9.87 -0.67  0.14056 -2.578 3.521  5.192 11.10  0.040 0.00 22.314 19.272 19.249 19.152 19.161 19.120 19.081 19.075 19.064 19.022  0.141 
 1   9.87 -0.63  0.05428 -5.230 2.990  5.309 13.70  0.040 0.91 30.897 24.900 24.890 24.726 24.378 24.137 24.062 24.086 23.870 23.213  0.054 
 1   9.87 -0.61  0.18745 -2.199 3.568  5.127 11.80  0.040 0.00 22.068 19.296 19.293 19.220 19.215 19.191 19.163 19.145 19.130 19.103  0.187 
 1   9.87 -0.57  0.02093 -5.013 2.980  4.595 11.40  0.040 0.91 28.094 22.023 22.006 21.922 21.580 21.315 21.236 21.272 21.160 20.786  0.019 
 1   9.87 -0.57  0.42246 -1.441 3.617  4.920 15.30  0.040 0.95 22.977 20.501 20.497 20.449 20.440 20.433 20.420 20.403 20.394 20.387  0.422 
 1   9.87 -0.55  0.03792 -4.841 3.056  5.026 11.30  0.040 0.00 28.172 22.393 22.310 22.293 22.029 21.822 21.773 21.804 21.697 21.295  0.038 
 1   9.87 -0.53  0.18574 -2.231 3.560  5.124  9.00  0.039 0.00 19.348 16.519 16.509 16.441 16.441 16.413 16.383 16.368 16.354 16.322  0.186 
 1   9.87 -0.53  0.75412 -0.437 3.725  4.600  9.10  0.040 0.00 14.963 13.225 13.200 13.195 13.192 13.193 13.191 13.186 13.182 13.181  0.754 
 1   9.87 -0.53  0.68917 -0.652 3.695  4.656 10.60  0.040 0.00 17.001 15.050 15.015 15.010 15.008 15.008 15.006 15.000 14.997 14.995  0.689 
