#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F560W  F770W  F1000W F1130W F1280W F1500W F1800W F2100W F2550W   Mact
 3  10.07 -1.77  0.29079 -1.645 3.637  5.042 17.50  0.040 0.00 26.383 23.987 23.961 23.937 23.933 23.932 23.927 23.918 23.914 23.912  0.291 
 3  10.07 -1.77  0.39824 -1.386 3.653  4.982 18.00  0.040 0.79 25.703 23.380 23.352 23.336 23.333 23.333 23.329 23.323 23.319 23.317  0.398 
 3  10.07 -1.75  0.21075 -1.926 3.620  5.115 12.00  0.040 0.91 20.962 18.446 18.437 18.388 18.382 18.377 18.366 18.352 18.344 18.340  0.211 
 3  10.07 -1.75  0.19473 -2.009 3.613  5.135 14.10  0.040 0.87 23.353 20.782 20.784 20.719 20.712 20.704 20.690 20.673 20.663 20.655  0.195 
 3  10.07 -1.75  0.10110 -2.867 3.524  5.351 14.20  0.040 0.00 26.136 23.137 23.080 22.983 22.986 22.959 22.927 22.925 22.931 22.896  0.101 
 3  10.07 -1.75  0.09913 -2.913 3.517  5.363 14.80  0.040 0.82 26.721 23.556 23.476 23.324 23.306 23.288 23.243 23.214 23.236 23.044  0.099 
 3  10.07 -1.75  0.19857 -1.981 3.616  5.128 14.90  0.040 0.00 24.623 22.109 22.100 22.051 22.045 22.041 22.030 22.016 22.009 22.005  0.199 
 3  10.07 -1.75  0.05049 -4.781 3.072  5.052 15.30  0.040 0.79 31.757 25.963 25.887 25.847 25.563 25.340 25.280 25.321 25.219 24.852  0.040 
 3  10.07 -1.75  0.17305 -2.168 3.595  5.171 15.80  0.040 0.73 25.620 22.931 22.930 22.854 22.850 22.836 22.815 22.799 22.790 22.774  0.173 
 3  10.07 -1.75  0.11307 -2.686 3.545  5.303 16.00  0.040 0.00 27.486 24.569 24.524 24.452 24.459 24.434 24.405 24.401 24.403 24.370  0.113 
 3  10.07 -1.75  0.18047 -2.113 3.601  5.160 16.10  0.040 0.00 26.154 23.575 23.590 23.516 23.508 23.500 23.484 23.465 23.453 23.445  0.180 
 3  10.07 -1.75  0.13544 -2.474 3.564  5.246 16.20  0.040 0.89 26.564 23.723 23.695 23.621 23.625 23.603 23.576 23.566 23.563 23.535  0.135 
 3  10.07 -1.75  0.28423 -1.664 3.636  5.046 16.30  0.040 0.00 25.230 22.828 22.801 22.776 22.773 22.772 22.766 22.757 22.752 22.751  0.284 
 3  10.07 -1.75  0.10577 -2.787 3.533  5.329 16.40  0.040 0.00 28.138 25.176 25.125 25.039 25.045 25.018 24.988 24.985 24.989 24.955  0.106 
 3  10.07 -1.75  0.11260 -2.691 3.544  5.304 16.60  0.040 0.00 28.097 25.179 25.133 25.061 25.068 25.043 25.014 25.010 25.012 24.979  0.113 
 3  10.07 -1.75  0.27164 -1.700 3.634  5.054 16.80  0.040 0.84 25.244 22.802 22.778 22.747 22.743 22.741 22.735 22.725 22.720 22.718  0.272 
 3  10.07 -1.75  0.14713 -2.363 3.574  5.211 17.60  0.040 0.00 28.278 25.536 25.534 25.446 25.440 25.423 25.399 25.380 25.369 25.350  0.147 
 3  10.07 -1.75  0.21875 -1.893 3.622  5.106 18.40  0.040 0.79 27.447 24.913 24.905 24.852 24.846 24.840 24.828 24.813 24.805 24.799  0.219 
 3  10.07 -1.71  0.20674 -1.943 3.619  5.119 12.50  0.040 0.78 21.702 19.141 19.134 19.075 19.070 19.062 19.048 19.032 19.024 19.016  0.207 
 3  10.07 -1.71  0.26562 -1.718 3.633  5.058 12.70  0.040 0.00 21.764 19.342 19.316 19.288 19.285 19.283 19.277 19.267 19.262 19.261  0.266 
 3  10.07 -1.71  0.13203 -2.511 3.559  5.254 12.80  0.040 0.00 23.849 21.014 20.988 20.914 20.916 20.895 20.868 20.858 20.853 20.826  0.132 
 3  10.07 -1.71  0.60875 -0.682 3.724  4.747 13.30  0.040 0.87 19.331 17.467 17.453 17.448 17.445 17.445 17.442 17.436 17.431 17.428  0.609 
 3  10.07 -1.71  0.03577 -4.914 3.035  4.993 13.40  0.040 0.00 30.455 24.605 24.541 24.493 24.209 23.999 23.945 23.965 23.803 23.225  0.036 
 3  10.07 -1.71  0.03684 -4.877 3.046  5.010 14.10  0.040 0.74 30.571 24.668 24.618 24.554 24.250 24.022 23.960 23.986 23.832 23.305  0.037 
 3  10.07 -1.71  0.13618 -2.472 3.563  5.242 14.50  0.040 0.00 25.450 22.639 22.619 22.541 22.542 22.521 22.495 22.483 22.476 22.451  0.136 
 3  10.07 -1.71  0.07105 -4.299 3.218  5.405 14.70  0.040 0.00 30.217 25.265 25.101 25.039 24.875 24.798 24.747 24.743 24.676 24.108  0.071 
 3  10.07 -1.71  0.26267 -1.726 3.632  5.059 14.90  0.040 0.00 23.985 21.560 21.534 21.506 21.502 21.500 21.494 21.485 21.480 21.478  0.263 
 3  10.07 -1.71  0.01216 -4.303 3.115  4.231 15.10  0.040 0.00 30.627 25.046 24.892 25.009 24.800 24.622 24.590 24.603 24.483 23.953  0.012 
 3  10.07 -1.71  0.18749 -2.063 3.607  5.148 15.70  0.040 0.89 25.045 22.453 22.461 22.389 22.382 22.372 22.356 22.337 22.326 22.317  0.187 
 3  10.07 -1.71  0.17480 -2.157 3.596  5.168 16.10  0.040 0.00 26.263 23.656 23.672 23.593 23.585 23.575 23.557 23.537 23.525 23.515  0.175 
 3  10.07 -1.71  0.77013  0.074 3.806  4.420 16.20  0.040 0.00 20.784 19.653 19.646 19.639 19.636 19.636 19.632 19.624 19.620 19.616  0.770 
 3  10.07 -1.71  0.54805 -0.920 3.693  4.816 16.70  0.040 0.78 23.397 21.324 21.302 21.295 21.293 21.293 21.290 21.285 21.281 21.278  0.548 
 3  10.07 -1.71  0.52193 -1.013 3.683  4.846 16.90  0.040 0.00 24.202 22.134 22.112 22.107 22.105 22.106 22.103 22.098 22.094 22.091  0.522 
 3  10.07 -1.71  0.14014 -2.434 3.566  5.231 17.40  0.040 0.00 28.256 25.467 25.453 25.372 25.370 25.351 25.325 25.311 25.303 25.280  0.140 
 3  10.07 -1.71  0.18193 -2.105 3.602  5.157 18.70  0.040 0.91 28.125 25.514 25.526 25.449 25.441 25.431 25.413 25.394 25.382 25.372  0.182 
 3  10.07 -1.71  0.31181 -1.589 3.641  5.030 18.80  0.040 0.80 26.993 24.592 24.566 24.541 24.538 24.536 24.530 24.522 24.517 24.515  0.312 
 3  10.07 -1.69  0.18654 -2.071 3.606  5.149 12.00  0.040 0.00 21.948 19.391 19.400 19.333 19.325 19.318 19.303 19.285 19.275 19.268  0.187 
 3  10.07 -1.69  0.19484 -2.009 3.613  5.135 13.40  0.040 0.71 22.856 20.250 20.242 20.179 20.175 20.164 20.148 20.134 20.125 20.114  0.195 
 3  10.07 -1.69  0.05202 -5.293 2.973  5.286 13.80  0.040 0.00 31.804 25.792 25.783 25.615 25.264 25.021 24.942 24.966 24.746 24.088  0.052 
 3  10.07 -1.69  0.12256 -2.604 3.550  5.278 14.30  0.040 0.00 25.579 22.687 22.646 22.580 22.588 22.563 22.535 22.530 22.530 22.498  0.123 
 3  10.07 -1.69  0.03167 -5.053 2.997  4.926 14.40  0.040 0.00 31.803 25.834 25.802 25.698 25.373 25.140 25.076 25.097 24.901 24.258  0.032 
 3  10.07 -1.69  0.04069 -4.810 3.067  5.072 14.50  0.040 0.00 31.295 25.563 25.470 25.467 25.212 25.003 24.956 24.999 24.940 24.707  0.041 
 3  10.07 -1.69  0.19499 -2.008 3.613  5.135 14.80  0.040 0.00 24.590 22.065 22.062 22.007 22.001 21.995 21.983 21.968 21.959 21.954  0.195 
 3  10.07 -1.69  0.11785 -2.648 3.546  5.289 15.20  0.040 0.71 26.500 23.495 23.439 23.328 23.323 23.302 23.266 23.242 23.258 23.112  0.118 
 3  10.07 -1.69  0.33237 -1.538 3.644  5.019 15.30  0.040 0.95 23.212 20.854 20.826 20.806 20.803 20.802 20.798 20.790 20.786 20.784  0.332 
 3  10.07 -1.69  0.01462 -4.454 3.089  4.340 15.50  0.040 0.95 30.718 24.974 24.805 24.979 24.752 24.554 24.509 24.541 24.503 24.321  0.014 
 3  10.07 -1.69  0.11813 -2.646 3.547  5.289 15.60  0.040 0.00 26.984 24.075 24.031 23.962 23.969 23.945 23.915 23.911 23.912 23.880  0.118 
 3  10.07 -1.69  0.18576 -2.077 3.605  5.150 15.70  0.040 0.00 25.662 23.102 23.112 23.044 23.037 23.029 23.014 22.996 22.985 22.978  0.186 
 3  10.07 -1.69  0.29739 -1.626 3.638  5.037 16.20  0.040 0.00 25.035 22.650 22.623 22.600 22.596 22.595 22.590 22.582 22.577 22.575  0.297 
 3  10.07 -1.69  0.12287 -2.601 3.551  5.277 16.50  0.040 0.00 27.772 24.881 24.841 24.774 24.782 24.758 24.729 24.724 24.724 24.693  0.123 
 3  10.07 -1.69  0.55530 -0.892 3.697  4.808 16.80  0.040 0.00 23.800 21.835 21.818 21.813 21.811 21.811 21.808 21.802 21.799 21.795  0.555 
 3  10.07 -1.69  0.20978 -1.930 3.620  5.116 17.10  0.040 0.00 26.695 24.199 24.184 24.142 24.136 24.132 24.123 24.111 24.104 24.100  0.210 
 3  10.07 -1.69  0.49774 -1.098 3.674  4.873 17.30  0.040 0.00 24.814 22.678 22.654 22.648 22.646 22.646 22.644 22.639 22.635 22.632  0.498 
 3  10.07 -1.69  0.25522 -1.748 3.631  5.063 17.90  0.040 0.00 27.039 24.605 24.580 24.551 24.547 24.545 24.538 24.529 24.524 24.522  0.255 
 3  10.07 -1.69  0.62643 -0.610 3.733  4.724 18.40  0.040 0.98 24.000 22.285 22.275 22.269 22.266 22.266 22.262 22.256 22.251 22.247  0.626 
 3  10.07 -1.69  0.26555 -1.718 3.633  5.058 18.90  0.040 0.00 27.965 25.543 25.517 25.489 25.486 25.484 25.478 25.468 25.463 25.461  0.266 
 3  10.07 -1.67  0.12070 -2.624 3.548  5.282 13.20  0.040 0.00 24.529 21.626 21.583 21.515 21.523 21.498 21.469 21.465 21.466 21.434  0.121 
 3  10.07 -1.67  0.07773 -3.939 3.307  5.442 13.50  0.040 0.00 28.118 23.915 23.756 23.502 23.422 23.429 23.347 23.267 23.285 22.762  0.078 
 3  10.07 -1.67  0.22864 -1.853 3.624  5.094 13.60  0.040 0.00 23.002 20.526 20.504 20.468 20.464 20.461 20.453 20.443 20.437 20.435  0.229 
 3  10.07 -1.67  0.06611 -4.705 3.123  5.401 14.70  0.040 0.72 30.936 25.310 25.212 25.193 24.931 24.729 24.685 24.712 24.554 23.955  0.066 
 3  10.07 -1.67  0.42126 -1.322 3.657  4.958 15.10  0.040 0.00 23.176 20.916 20.888 20.876 20.874 20.875 20.871 20.866 20.862 20.860  0.421 
 3  10.07 -1.67  0.25969 -1.736 3.632  5.061 15.40  0.040 0.00 24.510 22.080 22.055 22.026 22.022 22.020 22.013 22.004 21.999 21.997  0.260 
 3  10.07 -1.67  0.12588 -2.574 3.553  5.269 15.50  0.040 0.87 26.133 23.227 23.185 23.112 23.119 23.094 23.065 23.060 23.061 23.029  0.126 
 3  10.07 -1.67  0.12831 -2.551 3.555  5.262 15.70  0.040 0.00 26.849 23.984 23.950 23.880 23.886 23.862 23.834 23.827 23.825 23.796  0.128 
 3  10.07 -1.67  0.08163 -3.769 3.352  5.472 15.90  0.040 0.82 29.953 25.755 25.618 25.440 25.329 25.273 25.216 25.165 25.168 24.662  0.082 
 3  10.07 -1.67  0.76460  0.035 3.803  4.444 16.60  0.040 0.93 20.817 19.589 19.582 19.575 19.572 19.571 19.567 19.560 19.555 19.552  0.765 
 3  10.07 -1.67  0.58002 -0.796 3.709  4.779 17.00  0.040 0.00 23.761 21.885 21.871 21.867 21.864 21.864 21.861 21.854 21.850 21.847  0.580 
 3  10.07 -1.67  0.24576 -1.782 3.629  5.071 17.50  0.040 0.00 26.724 24.276 24.251 24.220 24.216 24.214 24.207 24.197 24.191 24.189  0.246 
 3  10.07 -1.63  0.01512 -4.555 3.072  4.406 13.10  0.040 0.00 29.257 23.450 23.282 23.461 23.227 23.024 22.973 23.008 22.987 22.887  0.015 
 3  10.07 -1.63  0.09833 -2.949 3.509  5.363 13.20  0.040 0.00 25.343 22.297 22.227 22.108 22.105 22.076 22.042 22.039 22.047 22.010  0.098 
 3  10.07 -1.63  0.02642 -5.121 2.972  4.814 13.40  0.040 0.00 30.972 24.926 24.910 24.803 24.456 24.197 24.121 24.151 23.989 23.477  0.026 
 3  10.07 -1.63  0.31629 -1.586 3.639  5.027 14.00  0.040 0.00 22.734 20.356 20.329 20.306 20.303 20.302 20.296 20.288 20.283 20.282  0.316 
 3  10.07 -1.63  0.40747 -1.366 3.653  4.970 14.30  0.040 0.00 22.484 20.195 20.166 20.153 20.151 20.151 20.147 20.141 20.138 20.136  0.407 
 3  10.07 -1.63  0.03247 -5.026 3.005  4.940 14.40  0.040 0.94 31.062 25.092 25.059 24.957 24.631 24.397 24.332 24.354 24.161 23.528  0.032 
 3  10.07 -1.63  0.36809 -1.460 3.647  4.998 14.60  0.040 0.00 23.020 20.691 20.663 20.646 20.644 20.643 20.639 20.632 20.628 20.627  0.368 
 3  10.07 -1.63  0.38252 -1.427 3.649  4.989 14.80  0.040 0.00 23.138 20.822 20.792 20.777 20.775 20.775 20.771 20.765 20.761 20.759  0.383 
 3  10.07 -1.63  0.63773 -0.569 3.737  4.705 15.00  0.040 0.00 21.192 19.529 19.519 19.513 19.510 19.510 19.506 19.499 19.494 19.491  0.638 
 3  10.07 -1.63  0.25187 -1.765 3.628  5.064 15.20  0.040 0.00 24.384 21.934 21.910 21.878 21.874 21.872 21.865 21.855 21.849 21.847  0.252 
 3  10.07 -1.63  0.01587 -4.645 3.054  4.445 15.70  0.040 0.00 32.082 26.233 26.099 26.212 25.962 25.761 25.705 25.721 25.619 25.234  0.016 
 3  10.07 -1.63  0.18149 -2.116 3.599  5.156 15.90  0.040 0.00 25.960 23.376 23.396 23.318 23.310 23.300 23.284 23.263 23.251 23.242  0.181 
 3  10.07 -1.63  0.09732 -2.980 3.505  5.371 16.70  0.040 1.00 28.170 25.109 25.034 24.909 24.903 24.873 24.838 24.835 24.844 24.807  0.097 
 3  10.07 -1.61  0.29705 -1.638 3.635  5.037 12.70  0.040 0.86 20.950 18.526 18.501 18.473 18.469 18.467 18.460 18.451 18.446 18.444  0.297 
 3  10.07 -1.61  0.04320 -4.955 3.038  5.125 12.80  0.040 0.71 29.365 23.458 23.415 23.328 23.020 22.795 22.734 22.758 22.582 21.988  0.043 
 3  10.07 -1.61  0.34086 -1.528 3.642  5.013 13.30  0.040 0.94 21.195 18.826 18.799 18.777 18.774 18.773 18.768 18.760 18.756 18.754  0.341 
 3  10.07 -1.61  0.01173 -4.384 3.096  4.220 14.60  0.040 0.75 30.331 24.643 24.479 24.634 24.415 24.224 24.184 24.208 24.137 23.816  0.012 
 3  10.07 -1.61  0.03787 -4.842 3.055  5.025 14.80  0.040 0.75 31.212 25.339 25.281 25.227 24.929 24.703 24.643 24.672 24.532 24.050  0.038 
 3  10.07 -1.61  0.01526 -4.571 3.069  4.413 15.20  0.040 0.00 31.397 25.582 25.419 25.588 25.351 25.148 25.096 25.127 25.094 24.947  0.015 
 3  10.07 -1.61  0.33182 -1.550 3.641  5.018 15.30  0.040 0.97 23.225 20.851 20.824 20.802 20.799 20.798 20.793 20.785 20.780 20.778  0.332 
 3  10.07 -1.61  0.09847 -2.946 3.509  5.361 15.70  0.040 0.00 27.836 24.790 24.720 24.602 24.598 24.569 24.535 24.532 24.540 24.503  0.098 
 3  10.07 -1.61  0.27381 -1.705 3.631  5.052 16.10  0.040 0.00 25.133 22.704 22.679 22.649 22.646 22.644 22.637 22.627 22.622 22.620  0.274 
 3  10.07 -1.59  0.05897 -5.164 3.012  5.367 11.80  0.040 0.00 29.481 23.583 23.560 23.415 23.098 22.877 22.820 22.846 22.649 22.004  0.059 
 3  10.07 -1.59  0.03419 -4.968 3.021  4.968 12.30  0.040 0.00 29.489 23.591 23.540 23.469 23.170 22.954 22.896 22.913 22.728 22.085  0.034 
 3  10.07 -1.59  0.45715 -1.228 3.660  4.914 13.50  0.040 0.00 21.341 19.111 19.083 19.073 19.071 19.071 19.068 19.062 19.058 19.056  0.457 
 3  10.07 -1.59  0.09250 -3.131 3.481  5.405 14.10  0.040 0.00 26.697 23.575 23.478 23.317 23.296 23.257 23.218 23.209 23.222 23.181  0.093 
 3  10.07 -1.59  0.05398 -5.238 2.988  5.306 14.20  0.040 0.00 32.066 26.096 26.083 25.922 25.583 25.348 25.280 25.305 25.093 24.440  0.054 
 3  10.07 -1.59  0.10316 -2.849 3.522  5.334 14.70  0.040 0.00 26.592 23.586 23.528 23.428 23.431 23.403 23.371 23.369 23.375 23.339  0.103 
 3  10.07 -1.59  0.22395 -1.885 3.620  5.099 14.90  0.040 0.00 24.383 21.890 21.876 21.832 21.827 21.823 21.813 21.800 21.793 21.790  0.224 
 3  10.07 -1.59  0.13301 -2.517 3.556  5.247 15.00  0.040 0.00 26.062 23.203 23.172 23.101 23.106 23.083 23.055 23.047 23.045 23.015  0.133 
 3  10.07 -1.59  0.17029 -2.205 3.588  5.172 15.10  0.040 0.89 24.794 22.099 22.102 22.019 22.013 21.997 21.975 21.956 21.944 21.927  0.170 
 3  10.07 -1.59  0.21805 -1.909 3.618  5.106 15.30  0.040 0.00 24.843 22.344 22.333 22.287 22.281 22.277 22.267 22.253 22.246 22.242  0.218 
 3  10.07 -1.59  0.22998 -1.860 3.621  5.091 15.80  0.040 0.00 25.220 22.734 22.718 22.677 22.672 22.668 22.659 22.647 22.640 22.637  0.230 
 3  10.07 -1.59  0.61012 -0.687 3.721  4.740 16.10  0.040 0.00 22.588 20.804 20.792 20.787 20.784 20.784 20.780 20.773 20.769 20.766  0.610 
 3  10.07 -1.59  0.46261 -1.212 3.662  4.908 16.30  0.040 0.00 24.100 21.880 21.852 21.842 21.840 21.841 21.837 21.832 21.828 21.825  0.463 
 3  10.07 -1.59  0.84469  0.854 3.737  3.406 18.90  0.040 0.00 21.534 19.883 19.871 19.863 19.859 19.858 19.854 19.846 19.842 19.838  0.845 
 3  10.07 -1.57  0.06408 -4.853 3.088  5.395 12.70  0.040 0.00 29.604 23.964 23.870 23.854 23.611 23.417 23.379 23.416 23.325 22.948  0.064 
 3  10.07 -1.57  0.03117 -5.070 2.992  4.917 13.00  0.040 0.00 30.446 24.464 24.435 24.328 23.999 23.762 23.696 23.718 23.523 22.890  0.031 
 3  10.07 -1.57  0.05771 -5.179 3.007  5.352 13.70  0.040 0.93 30.738 24.797 24.780 24.625 24.294 24.065 24.002 24.027 23.821 23.171  0.058 
 3  10.07 -1.57  0.02690 -5.119 2.973  4.825 13.80  0.040 0.00 31.368 25.327 25.310 25.202 24.856 24.599 24.524 24.553 24.387 23.862  0.027 
 3  10.07 -1.57  0.01503 -4.421 3.095  4.317 13.90  0.040 0.90 29.112 23.373 23.205 23.375 23.149 22.952 22.907 22.938 22.895 22.686  0.014 
 3  10.07 -1.57  0.02506 -4.890 3.005  4.546 14.00  0.040 0.71 30.496 24.482 24.443 24.379 24.059 23.822 23.751 23.767 23.592 23.009  0.018 
 3  10.07 -1.57  0.46720 -1.201 3.662  4.902 14.40  0.040 0.95 21.495 19.260 19.232 19.222 19.220 19.220 19.216 19.211 19.207 19.204  0.467 
 3  10.07 -1.57  0.33011 -1.561 3.639  5.018 14.90  0.040 0.00 23.572 21.191 21.164 21.141 21.138 21.137 21.131 21.123 21.118 21.116  0.330 
 3  10.07 -1.57  0.10505 -2.820 3.525  5.325 15.20  0.040 0.79 26.883 23.770 23.701 23.558 23.548 23.526 23.486 23.458 23.482 23.306  0.105 
 3  10.07 -1.57  0.04205 -4.874 3.047  5.012 15.30  0.040 0.88 31.521 25.717 25.644 25.610 25.338 25.133 25.082 25.107 24.971 24.469  0.037 
 3  10.07 -1.57  0.53953 -0.961 3.686  4.820 16.60  0.040 0.75 23.425 21.301 21.277 21.269 21.266 21.267 21.263 21.258 21.254 21.251  0.540 
 3  10.07 -1.57  0.42744 -1.316 3.654  4.945 17.60  0.040 0.00 25.659 23.380 23.351 23.339 23.337 23.337 23.333 23.327 23.323 23.321  0.427 
 3  10.07 -1.55  0.15849 -2.297 3.576  5.186  8.70  0.039 1.00 18.465 15.743 15.745 15.657 15.650 15.633 15.609 15.589 15.576 15.557  0.158 
 3  10.07 -1.55  0.04921 -5.304 2.967  5.248 10.70  0.040 0.00 28.730 22.702 22.694 22.527 22.171 21.922 21.840 21.864 21.642 20.981  0.049 
 3  10.07 -1.55  0.67162 -0.439 3.752  4.657 14.30  0.040 0.00 20.167 18.617 18.609 18.603 18.600 18.599 18.595 18.588 18.583 18.579  0.672 
 3  10.07 -1.55  0.05799 -5.012 3.026  5.146 14.60  0.040 0.76 31.333 25.446 25.411 25.296 24.989 24.772 24.715 24.738 24.548 23.908  0.044 
 3  10.07 -1.55  0.06333 -4.909 3.074  5.392 14.70  0.040 0.00 31.742 26.049 25.973 25.927 25.675 25.474 25.432 25.475 25.399 25.107  0.063 
 3  10.07 -1.55  0.10043 -2.898 3.515  5.345 14.80  0.040 0.84 26.636 23.488 23.413 23.253 23.239 23.215 23.175 23.142 23.172 22.982  0.100 
 3  10.07 -1.55  0.08855 -3.319 3.447  5.439 15.40  0.040 0.00 28.467 25.254 25.134 24.925 24.884 24.837 24.789 24.756 24.775 24.677  0.089 
 3  10.07 -1.55  0.64631 -0.544 3.739  4.693 15.70  0.040 0.00 21.830 20.179 20.169 20.163 20.160 20.160 20.156 20.149 20.144 20.141  0.646 
 3  10.07 -1.55  0.18057 -2.131 3.596  5.155 15.80  0.040 0.98 25.186 22.572 22.589 22.508 22.500 22.488 22.470 22.449 22.436 22.425  0.181 
 3  10.07 -1.55  0.11382 -2.703 3.537  5.293 16.20  0.040 0.00 27.728 24.781 24.733 24.652 24.659 24.633 24.602 24.599 24.602 24.568  0.114 
 3  10.07 -1.55  0.13220 -2.529 3.553  5.248 16.30  0.040 0.77 26.983 24.062 24.018 23.937 23.941 23.916 23.886 23.881 23.883 23.850  0.132 
 3  10.07 -1.55  0.54466 -0.945 3.687  4.813 16.40  0.040 0.00 23.532 21.498 21.477 21.472 21.469 21.470 21.467 21.461 21.457 21.454  0.545 
 3  10.07 -1.53  0.01270 -4.348 3.107  4.265 12.60  0.040 0.00 28.241 22.618 22.461 22.593 22.379 22.195 22.160 22.178 22.076 21.624  0.013 
 3  10.07 -1.53  0.01758 -4.338 3.109  4.257 12.80  0.040 0.72 28.124 22.417 22.287 22.373 22.135 21.941 21.897 21.909 21.775 21.237  0.013 
 3  10.07 -1.53  0.99603 -4.115 3.680  7.964 13.00  0.040 0.00 28.058 25.972 25.948 25.943 25.941 25.942 25.939 25.934 25.930 25.927  0.556 
 3  10.07 -1.53  0.12973 -2.555 3.550  5.254 13.10  0.040 0.00 24.258 21.365 21.325 21.259 21.267 21.242 21.213 21.209 21.209 21.177  0.130 
 3  10.07 -1.53  0.03438 -4.961 3.022  4.971 13.60  0.040 0.00 30.772 24.880 24.827 24.760 24.463 24.247 24.190 24.207 24.023 23.380  0.034 
 3  10.07 -1.53  0.99708 -2.230 4.110  7.875 13.80  0.040 0.94 24.132 25.097 25.096 25.097 25.097 25.100 25.100 25.099 25.098 25.098  0.663 
 3  10.07 -1.53  0.27964 -1.702 3.629  5.048 14.30  0.040 0.00 23.324 20.881 20.857 20.825 20.821 20.819 20.811 20.801 20.795 20.793  0.280 
 3  10.07 -1.53  0.03238 -5.029 3.004  4.938 14.50  0.040 0.00 31.843 25.894 25.856 25.759 25.441 25.214 25.152 25.172 24.977 24.330  0.032 
 3  10.07 -1.53  0.05727 -5.184 3.005  5.346 14.70  0.040 0.87 31.853 25.879 25.866 25.705 25.364 25.127 25.055 25.080 24.866 24.212  0.057 
 3  10.07 -1.53  0.04381 -4.902 3.048  5.106 14.80  0.040 0.96 31.178 25.351 25.291 25.229 24.947 24.739 24.686 24.710 24.554 23.991  0.042 
 3  10.07 -1.53  0.23761 -1.839 3.621  5.081 15.20  0.040 0.00 24.567 22.080 22.065 22.022 22.018 22.013 22.004 21.991 21.984 21.981  0.238 
 3  10.07 -1.53  0.83079  0.457 3.820  4.125 15.40  0.040 0.74 18.952 17.849 17.842 17.836 17.833 17.832 17.828 17.822 17.818 17.815  0.831 
 3  10.07 -1.53  0.42512 -1.327 3.652  4.945 16.40  0.040 0.71 24.050 21.715 21.687 21.668 21.666 21.665 21.660 21.653 21.649 21.646  0.425 
 3  10.07 -1.53  0.52373 -1.021 3.678  4.836 16.90  0.040 0.00 24.224 22.124 22.100 22.094 22.092 22.093 22.090 22.084 22.080 22.077  0.524 
 3  10.07 -1.51  0.33870 -1.549 3.637  5.012 13.20  0.040 0.00 21.841 19.454 19.428 19.403 19.400 19.398 19.392 19.384 19.379 19.377  0.339 
 3  10.07 -1.51  0.15499 -2.328 3.572  5.189 13.60  0.040 0.00 24.191 21.441 21.436 21.351 21.347 21.328 21.303 21.285 21.274 21.253  0.155 
 3  10.07 -1.51  0.01167 -4.405 3.091  4.220 13.80  0.040 0.00 29.583 23.869 23.703 23.867 23.645 23.451 23.408 23.436 23.381 23.126  0.012 
 3  10.07 -1.51  0.13011 -2.554 3.550  5.252 14.10  0.040 0.91 24.638 21.723 21.680 21.608 21.616 21.590 21.561 21.557 21.558 21.526  0.130 
 3  10.07 -1.51  0.11195 -2.726 3.534  5.295 14.70  0.040 0.99 25.540 22.578 22.529 22.444 22.450 22.423 22.392 22.389 22.393 22.358  0.112 
 3  10.07 -1.51  0.12625 -2.591 3.547  5.262 15.10  0.040 0.00 26.346 23.437 23.394 23.324 23.332 23.307 23.277 23.274 23.275 23.242  0.126 
 3  10.07 -1.51  0.06448 -4.825 3.095  5.396 15.30  0.040 0.71 31.673 25.944 25.870 25.819 25.547 25.340 25.294 25.323 25.178 24.641  0.064 
 3  10.07 -1.51  0.30706 -1.628 3.633  5.029 15.50  0.040 0.00 24.339 21.920 21.895 21.867 21.863 21.861 21.855 21.845 21.840 21.838  0.307 
 3  10.07 -1.51  0.24611 -1.808 3.622  5.070 15.60  0.040 0.00 24.889 22.408 22.391 22.350 22.345 22.342 22.332 22.320 22.313 22.310  0.246 
 3  10.07 -1.51  0.12452 -2.607 3.545  5.266 15.90  0.040 0.00 27.187 24.271 24.228 24.156 24.164 24.139 24.109 24.105 24.107 24.074  0.125 
 3  10.07 -1.51  0.36394 -1.486 3.641  4.996 16.00  0.040 0.00 24.486 22.123 22.095 22.074 22.071 22.070 22.065 22.057 22.052 22.050  0.364 
 3  10.07 -1.51  0.20864 -1.960 3.613  5.115 16.50  0.040 0.00 26.170 23.650 23.649 23.593 23.587 23.581 23.568 23.552 23.543 23.538  0.209 
 3  10.07 -1.51  0.35431 -1.510 3.640  5.002 16.60  0.040 0.00 25.145 22.772 22.745 22.723 22.720 22.719 22.713 22.705 22.700 22.698  0.354 
 3  10.07 -1.51  0.27335 -1.723 3.627  5.052 18.10  0.040 0.00 27.179 24.723 24.699 24.666 24.662 24.659 24.651 24.641 24.635 24.633  0.273 
 3  10.07 -1.47  0.42098 -1.345 3.648  4.946 10.80  0.040 0.00 18.931 16.618 16.588 16.573 16.571 16.570 16.566 16.560 16.556 16.553  0.421 
 3  10.07 -1.47  0.04595 -4.910 3.047  5.109 13.30  0.040 0.92 29.819 23.964 23.913 23.832 23.538 23.323 23.268 23.293 23.125 22.544  0.042 
 3  10.07 -1.47  0.01444 -4.493 3.083  4.368 13.60  0.040 0.00 29.603 23.847 23.677 23.854 23.626 23.427 23.381 23.414 23.383 23.232  0.014 
