#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F560W  F770W  F1000W F1130W F1280W F1500W F1800W F2100W F2550W   Mact
 1   9.57 -0.45  0.10251 -2.998 3.471  5.278  8.50  0.039 0.00 20.764 17.517 17.480 17.311 17.310 17.255 17.203 17.193 17.190 17.093  0.103 
 1   9.57 -0.41  0.29672 -1.825 3.585  5.022 10.30  0.040 0.00 19.632 16.982 16.991 16.919 16.908 16.892 16.869 16.844 16.828 16.785  0.297 
 1   9.57 -0.37  0.08281 -3.538 3.382  5.366 11.30  0.040 0.00 24.915 21.268 21.164 20.868 20.822 20.812 20.754 20.648 20.724 20.239  0.083 
 1   9.57 -0.35  0.03186 -5.047 2.999  4.929  9.40  0.040 0.00 26.787 20.823 20.790 20.686 20.363 20.132 20.069 20.090 19.893 19.247  0.032 
 1   9.57 -0.33  0.02563 -5.123 2.970  4.795  9.70  0.040 0.00 27.278 21.225 21.209 21.103 20.755 20.493 20.416 20.448 20.293 19.804  0.026 
 1   9.57 -0.33  0.19217 -2.233 3.552  5.108  9.90  0.040 0.98 19.538 16.640 16.630 16.559 16.566 16.534 16.509 16.483 16.464 16.244  0.192 
 1   9.57 -0.33  0.01249 -4.331 3.110  4.252 11.50  0.040 0.00 27.097 21.491 21.334 21.461 21.249 21.067 21.033 21.049 20.940 20.458  0.012 
 1   9.57 -0.31  0.35856 -1.687 3.588  4.978  9.50  0.040 0.00 18.488 15.853 15.862 15.793 15.781 15.765 15.744 15.718 15.701 15.642  0.359 
 1   9.57 -0.31  0.01297 -4.371 3.103  4.281  9.60  0.040 0.00 25.298 19.654 19.495 19.635 19.419 19.232 19.196 19.215 19.123 18.710  0.013 
 1   9.57 -0.27  0.38627 -1.613 3.590  4.943 10.10  0.040 0.00 18.903 16.278 16.286 16.218 16.206 16.191 16.171 16.144 16.127 16.068  0.386 
 1   9.57 -0.27  0.01005 -4.962 2.966  4.212 11.10  0.040 0.00 28.275 22.147 22.103 22.065 21.737 21.481 21.397 21.420 21.316 20.967  0.010 
 1   9.57 -0.27  0.09558 -3.145 3.446  5.293 13.80  0.040 0.00 26.432 23.092 23.045 22.824 22.812 22.766 22.727 22.671 22.704 22.409  0.096 
 1   9.57 -0.21  0.12296 -2.795 3.485  5.209  9.20  0.040 0.00 20.958 17.768 17.746 17.589 17.590 17.548 17.519 17.468 17.473 17.141  0.123 
 1   9.57 -0.19  0.48473 -1.375 3.604  4.860  6.00  0.027 0.00 14.207 11.670 11.674 11.619 11.606 11.596 11.579 11.557 11.544 11.534  0.485 
 1   9.57 -0.17  0.13911 -2.656 3.497  5.170 11.30  0.040 0.00 22.710 19.570 19.553 19.414 19.415 19.377 19.353 19.298 19.297 18.918  0.139 
 1   9.57 -0.17  0.47185 -1.411 3.600  4.869 14.10  0.040 0.00 22.397 19.841 19.849 19.790 19.776 19.765 19.746 19.723 19.709 19.698  0.472 
 1   9.57 -0.13  0.56499 -1.176 3.620  4.791  8.80  0.039 0.00 16.511 14.055 14.038 14.000 13.990 13.984 13.973 13.958 13.949 13.942  0.565 
 1   9.57 -0.13  0.07926 -3.631 3.359  5.351 11.80  0.040 0.00 25.647 21.857 21.734 21.443 21.385 21.385 21.314 21.212 21.275 20.783  0.079 
 1   9.57 -0.13  1.30655  0.768 3.760  3.772 13.80  0.040 0.00 16.650 15.160 15.140 15.136 15.135 15.136 15.134 15.130 15.128 15.128  1.307 
 1   9.57 -0.11  0.66376 -0.908 3.647  4.703  9.00  0.039 0.00 16.041 13.759 13.720 13.707 13.701 13.699 13.694 13.686 13.681 13.678  0.664 
 1   9.57 -0.11  0.03328 -4.998 3.012  4.953  9.50  0.040 0.00 26.766 20.842 20.798 20.715 20.406 20.184 20.124 20.143 19.953 19.308  0.033 
 1   9.57 -0.09  0.05653 -4.883 3.071  5.302  8.20  0.038 0.00 25.176 19.467 19.387 19.350 19.096 18.892 18.848 18.891 18.816 18.530  0.057 
 1   9.57 -0.09  0.23191 -2.095 3.553  5.055 10.10  0.040 0.00 20.108 17.233 17.230 17.152 17.160 17.130 17.116 17.068 17.042 16.583  0.232 
 1   9.57 -0.09  0.27172 -1.961 3.561  5.023 10.80  0.040 0.00 20.474 17.653 17.653 17.577 17.579 17.552 17.536 17.493 17.467 17.098  0.272 
 1   9.57 -0.07  0.04360 -4.823 3.060  5.034  9.20  0.040 0.88 25.342 19.576 19.493 19.472 19.209 19.003 18.954 18.988 18.889 18.513  0.038 
 1   9.57 -0.07  0.02063 -5.138 2.956  4.662 10.70  0.040 0.00 28.315 22.213 22.208 22.110 21.753 21.472 21.386 21.432 21.339 21.045  0.021 
 1   9.57 -0.07  0.13859 -2.672 3.492  5.166 13.70  0.040 0.94 24.487 21.316 21.298 21.143 21.142 21.107 21.089 21.016 21.024 20.551  0.139 
 1   9.57 -0.05  0.16369 -2.478 3.512  5.124 10.10  0.040 0.00 21.064 17.998 17.989 17.866 17.868 17.835 17.819 17.753 17.744 17.233  0.164 
 1   9.57 -0.01  0.17944 -2.373 3.523  5.104 10.70  0.040 0.00 21.402 18.391 18.388 18.276 18.279 18.248 18.234 18.168 18.150 17.591  0.179 
 1   9.57  0.01  2.78674 -3.755 3.806  8.223  8.00  0.038 0.00 22.157 20.997 20.991 20.989 20.989 20.991 20.990 20.987 20.986 20.987  0.724 
 1   9.57  0.01  1.45549 -2.103 4.186  8.024 13.70  0.040 0.00 23.728 25.498 25.511 25.519 25.523 25.529 25.534 25.538 25.542 25.548  0.621 
 1   9.57  0.03  0.18314 -2.351 3.525  5.097  9.80  0.040 0.00 20.448 17.444 17.441 17.330 17.333 17.303 17.289 17.222 17.204 16.634  0.183 
 1   9.57  0.03  0.97087 -0.115 3.749  4.480 10.70  0.040 0.00 15.757 14.187 14.161 14.158 14.157 14.158 14.157 14.153 14.151 14.152  0.971 
 1   9.57  0.09  0.03765 -4.850 3.053  5.022  9.80  0.040 0.00 26.695 20.906 20.825 20.805 20.538 20.333 20.282 20.310 20.192 19.749  0.038 
 1   9.57  0.11  0.73066 -0.782 3.655  4.651 10.80  0.040 0.00 17.525 15.302 15.257 15.248 15.242 15.242 15.238 15.231 15.227 15.224  0.731 
 1   9.57  0.11  0.02021 -4.859 3.011  4.534 14.40  0.040 0.87 30.859 24.841 24.799 24.751 24.432 24.189 24.116 24.137 23.988 23.465  0.018 
 1   9.57  0.13  0.51698 -1.345 3.596  4.827 10.20  0.040 0.91 17.716 15.085 15.084 15.024 15.011 14.997 14.979 14.952 14.933 14.840  0.517 
 1   9.57  0.15  0.41701 -1.594 3.575  4.898 13.70  0.040 0.00 22.455 19.705 19.708 19.634 19.625 19.605 19.586 19.548 19.522 19.269  0.417 
 1   9.57  0.17  0.01973 -5.108 2.961  4.632 10.00  0.040 0.00 27.539 21.445 21.436 21.345 20.995 20.718 20.635 20.678 20.588 20.294  0.020 
 1   9.57  0.17  0.09282 -3.211 3.425  5.262 13.80  0.040 0.00 26.597 23.175 23.121 22.855 22.834 22.806 22.777 22.665 22.739 22.257  0.093 
 1   9.59 -0.49  0.04092 -4.801 3.069  5.075 10.60  0.040 0.85 26.792 20.999 20.922 20.894 20.622 20.410 20.359 20.391 20.276 19.832  0.041 
 1   9.59 -0.45  0.60080 -0.994 3.648  4.750 10.80  0.040 0.00 18.054 15.775 15.738 15.724 15.720 15.719 15.714 15.706 15.701 15.698  0.601 
 1   9.59 -0.45  0.19736 -2.168 3.565  5.109 11.80  0.040 0.94 21.337 18.510 18.502 18.433 18.433 18.405 18.377 18.358 18.343 18.268  0.197 
 1   9.59 -0.37  0.20071 -2.166 3.562  5.099 10.30  0.040 0.00 20.485 17.669 17.664 17.593 17.592 17.566 17.540 17.516 17.498 17.363  0.201 
 1   9.59 -0.37  0.02673 -5.120 2.973  4.821 12.30  0.040 0.00 29.870 23.827 23.810 23.702 23.356 23.098 23.023 23.053 22.888 22.368  0.027 
 1   9.59 -0.35  0.02176 -5.135 2.959  4.694  7.90  0.037 0.00 25.507 19.416 19.408 19.308 18.953 18.677 18.593 18.635 18.525 18.180  0.022 
 1   9.59 -0.33  0.04073 -4.795 3.071  5.071  6.70  0.032 0.82 22.920 17.120 17.045 17.013 16.737 16.522 16.470 16.504 16.390 15.955  0.041 
 1   9.59 -0.31  0.08197 -3.561 3.376  5.363 10.20  0.040 0.82 23.719 19.707 19.578 19.382 19.288 19.242 19.191 19.128 19.145 18.624  0.082 
 1   9.59 -0.25  0.01281 -4.357 3.106  4.271 10.50  0.040 0.92 25.446 19.786 19.625 19.770 19.553 19.365 19.327 19.348 19.264 18.885  0.013 
 1   9.59 -0.25  0.01247 -4.329 3.110  4.250 14.00  0.040 0.00 29.592 23.987 23.831 23.957 23.745 23.563 23.530 23.545 23.436 22.951  0.012 
 1   9.59 -0.23  0.20762 -2.163 3.555  5.085 10.30  0.040 0.00 20.478 17.618 17.612 17.539 17.543 17.514 17.494 17.459 17.437 17.142  0.208 
 1   9.59 -0.21  0.02355 -5.129 2.964  4.742  8.90  0.039 0.00 26.493 20.420 20.409 20.306 19.954 19.685 19.604 19.641 19.508 19.090  0.024 
 1   9.59 -0.21  0.09693 -3.119 3.448  5.282 10.00  0.040 0.00 22.567 19.235 19.191 18.972 18.961 18.916 18.882 18.819 18.854 18.527  0.097 
 1   9.59 -0.21  0.02355 -5.129 2.964  4.742 13.70  0.040 0.00 31.293 25.220 25.209 25.106 24.754 24.485 24.404 24.441 24.308 23.890  0.024 
 1   9.59 -0.19  0.53497 -1.241 3.616  4.816  8.80  0.039 0.00 16.672 14.196 14.185 14.142 14.131 14.124 14.112 14.095 14.085 14.078  0.535 
 1   9.59 -0.19  0.29731 -1.867 3.571  5.009  9.60  0.040 0.72 18.576 15.786 15.785 15.711 15.709 15.685 15.665 15.629 15.607 15.354  0.297 
 1   9.59 -0.17  0.04695 -5.005 3.031  5.186  9.10  0.039 0.00 26.384 20.532 20.484 20.396 20.104 19.893 19.838 19.861 19.687 19.078  0.047 
 1   9.59 -0.17  0.07481 -3.908 3.301  5.369  9.30  0.040 0.00 23.840 19.590 19.428 19.179 19.098 19.104 19.022 18.940 18.952 18.425  0.075 
 1   9.59 -0.17  0.20036 -2.201 3.550  5.087 10.70  0.040 0.77 20.558 17.599 17.591 17.498 17.505 17.472 17.452 17.407 17.389 16.995  0.200 
 1   9.59 -0.17  0.01101 -4.630 3.040  4.218 14.10  0.040 0.00 30.446 24.545 24.415 24.518 24.262 24.054 23.990 24.013 23.951 23.710  0.011 
 1   9.59 -0.13  0.07908 -3.645 3.356  5.353 10.50  0.040 0.00 24.383 20.573 20.448 20.159 20.098 20.100 20.027 19.925 19.987 19.493  0.079 
 1   9.59 -0.13  0.18822 -2.292 3.537  5.100 11.30  0.040 0.00 21.801 18.849 18.844 18.753 18.759 18.727 18.710 18.661 18.640 18.201  0.188 
 1   9.59 -0.11  0.06210 -4.688 3.120  5.346  8.90  0.039 0.00 25.389 19.890 19.754 19.798 19.578 19.396 19.368 19.397 19.281 18.753  0.062 
 1   9.59 -0.11  0.02349 -5.130 2.964  4.741 10.10  0.040 0.00 27.694 21.620 21.609 21.506 21.154 20.884 20.804 20.841 20.708 20.292  0.023 
 1   9.59 -0.11  0.04507 -4.942 3.043  5.152 11.20  0.040 0.00 28.325 22.509 22.448 22.385 22.106 21.900 21.848 21.873 21.721 21.174  0.045 
 1   9.59 -0.09  0.03352 -4.990 3.014  4.957  7.40  0.036 0.00 24.646 18.729 18.683 18.603 18.297 18.076 18.017 18.035 17.846 17.202  0.034 
 1   9.59 -0.09  1.18916  0.446 3.796  4.199 14.00  0.040 0.00 17.654 16.425 16.418 16.415 16.414 16.416 16.414 16.411 16.409 16.409  1.189 
 1   9.59 -0.07  0.23007 -2.105 3.551  5.055 11.10  0.040 0.00 21.132 18.248 18.245 18.166 18.175 18.145 18.132 18.081 18.054 17.557  0.230 
 1   9.59 -0.05  0.19618 -2.249 3.540  5.085  8.40  0.039 0.00 18.792 15.854 15.851 15.760 15.767 15.736 15.723 15.666 15.643 15.117  0.196 
 1   9.59 -0.05  0.01886 -5.003 2.982  4.591  8.60  0.039 0.00 25.878 19.832 19.805 19.735 19.407 19.158 19.084 19.111 18.980 18.536  0.019 
 1   9.59 -0.03  0.23444 -2.095 3.550  5.048 10.30  0.040 0.00 20.308 17.416 17.414 17.334 17.343 17.313 17.302 17.247 17.218 16.665  0.234 
 1   9.59 -0.03  0.25804 -2.012 3.555  5.027 10.60  0.040 0.84 19.816 16.936 16.934 16.853 16.860 16.831 16.819 16.765 16.737 16.218  0.258 
 1   9.59 -0.01  0.06917 -4.276 3.219  5.374 10.90  0.040 0.00 26.359 21.415 21.251 21.183 21.022 20.948 20.896 20.890 20.823 20.256  0.069 
 1   9.59 -0.01  0.12416 -2.806 3.477  5.193 11.20  0.040 0.00 22.984 19.766 19.746 19.570 19.567 19.534 19.520 19.432 19.454 18.933  0.124 
 1   9.59  0.01  0.22662 -2.128 3.546  5.050  9.00  0.039 0.00 19.089 16.180 16.179 16.093 16.101 16.071 16.061 16.002 15.974 15.391  0.227 
 1   9.59  0.03  0.11766 -2.867 3.470  5.203 10.00  0.040 0.00 21.937 18.690 18.667 18.479 18.475 18.441 18.428 18.335 18.365 17.842  0.118 
 1   9.59  0.03  0.16164 -2.502 3.507  5.121 10.30  0.040 0.84 20.803 17.675 17.663 17.518 17.517 17.486 17.472 17.393 17.396 16.847  0.162 
 1   9.59  0.03  0.09958 -3.080 3.447  5.249 10.40  0.040 0.00 22.870 19.530 19.494 19.264 19.254 19.219 19.201 19.100 19.155 18.655  0.100 
 1   9.59  0.03  0.03294 -5.010 3.009  4.948 14.00  0.040 0.00 31.295 25.362 25.320 25.232 24.919 24.695 24.635 24.654 24.462 23.816  0.033 
 1   9.59  0.05  0.22489 -2.140 3.543  5.049  9.60  0.040 0.00 19.719 16.799 16.798 16.709 16.717 16.687 16.676 16.616 16.589 16.008  0.225 
 1   9.59  0.05  0.96464 -0.131 3.746  4.482 10.40  0.040 0.93 14.950 13.294 13.262 13.259 13.258 13.260 13.259 13.255 13.253 13.253  0.965 
 1   9.59  0.05  0.04134 -4.815 3.067  5.083 10.80  0.040 0.00 27.608 21.876 21.783 21.778 21.522 21.314 21.266 21.309 21.248 21.005  0.041 
 1   9.59  0.07  0.07946 -3.577 3.367  5.327 10.60  0.040 0.00 24.312 20.570 20.453 20.161 20.107 20.103 20.037 19.932 19.999 19.509  0.079 
 1   9.59  0.07  0.10062 -3.066 3.447  5.242 11.40  0.040 0.00 23.836 20.498 20.462 20.234 20.223 20.189 20.171 20.070 20.124 19.624  0.101 
 1   9.59  0.09  0.62718 -1.055 3.625  4.736  9.40  0.040 0.00 16.806 14.381 14.354 14.324 14.314 14.310 14.301 14.288 14.280 14.275  0.627 
 1   9.59  0.09  0.25367 -2.039 3.547  5.017 13.70  0.040 0.00 23.567 20.665 20.664 20.581 20.589 20.559 20.549 20.491 20.461 19.877  0.254 
 1   9.59  0.11  0.33146 -1.815 3.561  4.965 10.30  0.040 0.00 19.607 16.787 16.788 16.712 16.713 16.687 16.674 16.626 16.597 16.164  0.331 
 1   9.59  0.11  0.27276 -1.983 3.550  5.004 10.80  0.040 0.84 19.942 17.036 17.035 16.950 16.958 16.928 16.918 16.859 16.830 16.248  0.273 
 1   9.59  0.13  0.16063 -2.521 3.501  5.116  9.00  0.039 0.00 20.072 16.957 16.945 16.808 16.807 16.776 16.762 16.686 16.683 16.129  0.161 
 1   9.59  0.19  0.06482 -4.529 3.158  5.358  8.90  0.039 0.00 24.992 19.684 19.527 19.571 19.368 19.204 19.183 19.216 19.124 18.632  0.065 
 1   9.59  0.21  1.02957 -0.001 3.753  4.410 10.30  0.040 0.00 15.073 13.539 13.510 13.508 13.507 13.509 13.508 13.504 13.503 13.504  1.030 
 1   9.59  0.33  0.10374 -3.034 3.447  5.222 10.40  0.040 0.88 22.225 18.845 18.801 18.555 18.539 18.509 18.485 18.378 18.441 17.948  0.104 
 1   9.61 -0.53  0.41834 -1.470 3.613  4.928  7.50  0.036 0.00 15.944 13.456 13.456 13.405 13.395 13.388 13.374 13.356 13.345 13.338  0.418 
 1   9.61 -0.49  0.11349 -2.848 3.490  5.246  9.40  0.040 0.81 20.898 17.665 17.627 17.459 17.457 17.406 17.355 17.340 17.343 17.236  0.113 
 1   9.61 -0.49  0.19114 -2.205 3.562  5.120 11.60  0.040 0.89 21.306 18.437 18.425 18.355 18.357 18.326 18.295 18.281 18.266 18.221  0.191 
 1   9.61 -0.49  0.23262 -2.009 3.579  5.077 13.90  0.040 0.00 23.693 21.004 21.010 20.936 20.925 20.906 20.881 20.858 20.842 20.817  0.233 
 1   9.61 -0.47  0.29379 -1.811 3.590  5.023 11.50  0.040 0.00 20.797 18.182 18.195 18.124 18.112 18.097 18.076 18.052 18.036 18.015  0.294 
 1   9.61 -0.41  0.04833 -5.085 3.015  5.214  6.00  0.027 0.00 23.483 17.584 17.551 17.433 17.123 16.903 16.845 16.869 16.676 16.033  0.048 
 1   9.61 -0.39  0.10384 -2.984 3.471  5.269 11.10  0.040 0.87 22.869 19.570 19.528 19.325 19.317 19.271 19.229 19.183 19.207 18.958  0.104 
 1   9.61 -0.37  0.11472 -2.852 3.485  5.236 13.90  0.040 0.00 25.799 22.608 22.581 22.430 22.433 22.385 22.343 22.318 22.316 22.140  0.115 
 1   9.61 -0.35  0.02097 -4.523 3.078  4.388 10.20  0.040 0.71 26.042 20.188 20.054 20.171 19.906 19.681 19.621 19.660 19.618 19.453  0.015 
 1   9.61 -0.35  0.35099 -1.701 3.589  4.988 10.40  0.040 0.00 19.424 16.799 16.809 16.740 16.728 16.713 16.692 16.666 16.650 16.604  0.351 
 1   9.61 -0.33  0.26829 -1.929 3.574  5.039  9.60  0.040 0.98 18.464 15.734 15.736 15.662 15.653 15.632 15.609 15.581 15.562 15.454  0.268 
 1   9.61 -0.33  0.40087 -1.559 3.595  4.927 10.40  0.040 0.00 19.068 16.483 16.495 16.429 16.415 16.403 16.383 16.358 16.343 16.315  0.401 
 1   9.61 -0.33  0.04127 -4.818 3.066  5.082 10.50  0.040 0.00 27.316 21.580 21.489 21.482 21.226 21.017 20.970 21.012 20.947 20.693  0.041 
 1   9.61 -0.33  0.01181 -4.355 3.102  4.221 11.00  0.040 0.00 26.658 21.006 20.846 20.988 20.773 20.586 20.549 20.569 20.478 20.075  0.012 
 1   9.61 -0.29  0.09129 -3.236 3.434  5.314 10.30  0.040 0.00 23.160 19.773 19.721 19.471 19.454 19.418 19.384 19.297 19.356 18.957  0.091 
 1   9.61 -0.29  0.47897 -1.369 3.608  4.866 11.50  0.040 0.83 19.162 16.613 16.618 16.559 16.547 16.536 16.519 16.496 16.482 16.460  0.479 
 1   9.61 -0.25  0.04780 -5.065 3.019  5.204  9.80  0.040 0.00 27.233 21.345 21.309 21.198 20.892 20.674 20.617 20.640 20.450 19.808  0.048 
 1   9.61 -0.25  0.25318 -1.989 3.567  5.043 11.70  0.040 0.00 21.442 18.662 18.661 18.588 18.584 18.560 18.539 18.507 18.486 18.290  0.253 
 1   9.61 -0.21  0.19845 -2.206 3.551  5.091  9.00  0.039 0.00 19.286 16.396 16.389 16.315 16.323 16.292 16.273 16.235 16.213 15.864  0.198 
 1   9.61 -0.19  0.05105 -5.119 3.011  5.255 10.30  0.040 0.00 27.868 21.960 21.932 21.802 21.486 21.264 21.205 21.230 21.034 20.389  0.051 
 1   9.61 -0.19  0.02376 -4.986 2.985  4.585 10.50  0.040 0.79 27.147 21.095 21.072 20.990 20.654 20.399 20.323 20.352 20.213 19.756  0.019 
 1   9.61 -0.17  0.03314 -5.003 3.011  4.951 10.40  0.040 0.00 27.678 21.750 21.707 21.622 21.311 21.089 21.028 21.047 20.857 20.211  0.033 
 1   9.61 -0.15  1.68401 -3.519 3.850  8.124  8.60  0.039 0.00 22.168 21.338 21.338 21.335 21.335 21.337 21.336 21.333 21.332 21.333  0.662 
 1   9.61 -0.15  0.04002 -4.771 3.075  5.057 10.40  0.040 0.00 27.097 21.396 21.292 21.307 21.059 20.847 20.801 20.854 20.833 20.733  0.040 
 1   9.61 -0.15  0.03132 -5.065 2.994  4.920 11.30  0.040 0.00 28.732 22.755 22.724 22.619 22.291 22.055 21.990 22.011 21.816 21.180  0.031 
 1   9.61 -0.13  0.10438 -2.998 3.461  5.247  8.40  0.039 0.00 20.665 17.383 17.351 17.152 17.147 17.105 17.080 17.008 17.037 16.643  0.104 
 1   9.61 -0.13  1.08519  0.217 3.788  4.355  9.60  0.040 0.98 13.122 11.823 11.812 11.809 11.808 11.810 11.808 11.805 11.803 11.802  1.085 
 1   9.61 -0.13  0.20663 -2.183 3.549  5.079 10.30  0.040 0.96 19.821 16.917 16.912 16.833 16.841 16.810 16.794 16.748 16.724 16.282  0.207 
 1   9.61 -0.13  0.42062 -1.547 3.588  4.907 14.80  0.040 0.00 23.437 20.792 20.797 20.730 20.718 20.703 20.683 20.655 20.636 20.537  0.421 
 1   9.61 -0.11  0.22060 -2.134 3.551  5.066  9.10  0.039 0.00 19.204 16.319 16.315 16.238 16.247 16.216 16.201 16.155 16.129 15.676  0.221 
 1   9.61 -0.09  0.44986 -1.482 3.591  4.884 13.90  0.040 0.00 22.376 19.753 19.757 19.693 19.680 19.666 19.647 19.619 19.601 19.519  0.450 
 1   9.61 -0.09  1.41356  0.272 3.790  4.318 14.00  0.040 0.78 18.088 16.816 16.807 16.804 16.803 16.805 16.803 16.800 16.798 16.798  1.109 
 1   9.61 -0.07  0.13806 -2.677 3.492  5.167  8.40  0.039 0.76 19.435 16.232 16.210 16.040 16.038 16.002 15.983 15.907 15.924 15.458  0.138 
 1   9.61 -0.07  0.06271 -4.686 3.121  5.353 11.00  0.040 0.00 27.484 21.990 21.853 21.898 21.679 21.498 21.470 21.499 21.381 20.847  0.063 
 1   9.61 -0.07  0.31706 -1.835 3.568  4.991 14.10  0.040 0.74 22.978 20.165 20.165 20.089 20.090 20.064 20.048 20.005 19.978 19.600  0.317 
 1   9.61 -0.05  0.16860 -2.443 3.516  5.119 12.20  0.040 0.98 22.348 19.296 19.289 19.169 19.171 19.139 19.123 19.058 19.046 18.534  0.169 
 1   9.61 -0.03  0.10085 -3.056 3.452  5.250  8.70  0.039 0.75 20.953 17.468 17.402 17.171 17.142 17.118 17.081 16.990 17.029 16.538  0.101 
 1   9.61 -0.03  0.04493 -4.849 3.053  5.023 10.20  0.040 0.84 26.466 20.661 20.590 20.549 20.275 20.068 20.017 20.043 19.907 19.407  0.038 
 1   9.61  0.01  0.05473 -5.016 3.039  5.293  7.70  0.037 0.00 25.010 19.189 19.141 19.046 18.760 18.553 18.500 18.527 18.362 17.783  0.055 
 1   9.61  0.01  0.65007 -0.981 3.635  4.717 12.00  0.040 0.00 19.223 16.862 16.830 16.806 16.798 16.795 16.788 16.777 16.770 16.766  0.650 
 1   9.61  0.03  0.10397 -3.017 3.454  5.235  9.20  0.040 0.88 20.990 17.638 17.598 17.362 17.348 17.316 17.295 17.191 17.250 16.753  0.104 
 1   9.61  0.05  0.19300 -2.284 3.532  5.081  9.70  0.040 0.82 19.692 16.669 16.663 16.547 16.550 16.519 16.506 16.437 16.423 15.857  0.193 
 1   9.61  0.05  0.05875 -4.888 3.072  5.330 10.10  0.040 0.00 27.090 21.387 21.308 21.269 21.016 20.813 20.769 20.813 20.739 20.457  0.059 
 1   9.61  0.07  0.03181 -5.048 2.998  4.928  7.80  0.037 0.00 25.191 19.226 19.193 19.089 18.765 18.534 18.471 18.492 18.295 17.649  0.032 
 1   9.61  0.07  0.53368 -1.295 3.602  4.815  9.10  0.039 0.77 16.666 14.050 14.048 13.989 13.977 13.963 13.946 13.918 13.900 13.799  0.534 
 1   9.61  0.09  0.22362 -2.149 3.541  5.047  8.30  0.038 0.00 18.443 15.513 15.511 15.420 15.427 15.397 15.386 15.325 15.299 14.719  0.224 
 1   9.61  0.09  0.17901 -2.386 3.518  5.097 11.20  0.040 0.00 21.936 18.902 18.897 18.780 18.781 18.751 18.737 18.668 18.653 18.088  0.179 
 1   9.61  0.13  0.01537 -4.584 3.066  4.419 14.20  0.040 0.71 29.772 23.902 23.763 23.887 23.636 23.430 23.370 23.395 23.338 23.113  0.015 
 1   9.61  0.15  0.17142 -2.447 3.509  5.103  9.80  0.040 0.00 20.687 17.610 17.601 17.474 17.474 17.443 17.429 17.356 17.348 16.788  0.171 
 1   9.61  0.17  0.07165 -4.120 3.255  5.380 14.00  0.040 0.00 29.069 24.408 24.240 24.052 23.946 23.931 23.855 23.802 23.780 23.235  0.072 
 1   9.61  0.17  0.03293 -5.010 3.009  4.947 14.10  0.040 0.00 31.396 25.462 25.421 25.332 25.020 24.795 24.735 24.754 24.562 23.916  0.033 
 1   9.61  0.21  0.06331 -4.650 3.130  5.355  9.40  0.040 0.00 25.794 20.342 20.198 20.248 20.033 19.854 19.828 19.859 19.746 19.218  0.063 
 1   9.63 -0.61  0.02738 -5.118 2.974  4.837 10.00  0.040 0.00 27.565 21.528 21.510 21.401 21.056 20.800 20.726 20.755 20.585 20.048  0.027 
 1   9.63 -0.45  0.02089 -4.888 3.005  4.546  8.90  0.039 0.86 25.406 19.377 19.341 19.280 18.957 18.713 18.640 18.660 18.507 17.976  0.018 
 1   9.63 -0.43  0.25416 -1.946 3.579  5.051 14.20  0.040 0.90 23.197 20.487 20.491 20.417 20.407 20.387 20.363 20.338 20.321 20.267  0.254 
 1   9.63 -0.41  0.13568 -2.658 3.504  5.193  9.90  0.040 0.00 21.316 18.202 18.181 18.061 18.068 18.023 17.984 17.965 17.955 17.816  0.136 
 1   9.63 -0.41  0.17801 -2.322 3.543  5.130 10.00  0.040 0.00 20.574 17.641 17.626 17.553 17.560 17.526 17.496 17.477 17.461 17.323  0.178 
 1   9.63 -0.41  0.02779 -5.117 2.975  4.846 11.50  0.040 0.00 29.062 23.029 23.010 22.901 22.557 22.302 22.229 22.257 22.084 21.536  0.028 
 1   9.63 -0.39  0.07475 -3.955 3.293  5.384 11.30  0.040 0.00 25.959 21.636 21.472 21.228 21.145 21.151 21.068 20.991 20.998 20.468  0.075 
 1   9.63 -0.35  0.01955 -5.086 2.965  4.623  6.80  0.032 0.00 24.285 18.201 18.189 18.102 17.756 17.484 17.403 17.444 17.349 17.032  0.020 
 1   9.63 -0.35  1.38467 -1.880 4.240  8.015  9.80  0.040 0.93 19.192 21.024 21.034 21.039 21.042 21.047 21.051 21.053 21.055 21.060  0.620 
 1   9.63 -0.35  0.12547 -2.757 3.493  5.213 11.70  0.040 0.00 23.364 20.204 20.181 20.043 20.047 20.001 19.963 19.936 19.931 19.733  0.125 
 1   9.63 -0.31  0.33551 -1.747 3.585  4.995 14.10  0.040 0.00 23.238 20.581 20.588 20.518 20.506 20.490 20.468 20.442 20.424 20.351  0.336 
 1   9.63 -0.29  0.04087 -4.807 3.068  5.074 10.70  0.040 0.00 27.487 21.759 21.664 21.663 21.409 21.199 21.152 21.197 21.142 20.924  0.041 
 1   9.63 -0.27  0.11002 -2.904 3.477  5.238  9.30  0.040 0.00 21.330 18.106 18.079 17.912 17.912 17.866 17.831 17.788 17.795 17.525  0.110 
 1   9.63 -0.25  0.01601 -4.661 3.051  4.452 10.90  0.040 0.00 27.323 21.467 21.339 21.439 21.187 20.986 20.929 20.941 20.824 20.382  0.016 
 1   9.63 -0.25  0.25705 -1.977 3.567  5.040 14.20  0.040 0.00 23.911 21.137 21.136 21.063 21.059 21.035 21.014 20.982 20.961 20.770  0.257 
 1   9.63 -0.23  0.08315 -3.508 3.384  5.349  9.00  0.039 0.94 22.018 18.275 18.158 17.869 17.815 17.811 17.745 17.642 17.707 17.215  0.083 
