# RA DEC F1500W_MAG_KRON F1500W_MAG_CIRC3 F1500W_MAG_CIRC4 F1500W_MAG_CIRC5 F2100W_MAG_KRON F2100W_MAG_CIRC3 F2100W_MAG_CIRC4 F2100W_MAG_CIRC5
53.20874 -27.79249   nan   nan   nan   nan   nan   nan   nan   nan
53.15128 -27.79247 18.03353 18.01788 18.09191 18.08899 15.68713 15.74273 15.71921 15.69268
53.21119 -27.79237   nan   nan   nan   nan   nan   nan   nan   nan
53.16692 -27.79227 17.76551 17.83411 17.78962 17.76220 17.18047 16.83585 16.96908 17.25415
53.14530 -27.79194 18.00713 18.25848 18.27111 18.19402 16.64555 16.80515 16.80017 16.73069
53.16735 -27.79193 18.23065 18.27035 18.27634 18.19773 17.86497 17.41964 17.71436 17.89425
53.16066 -27.79184 17.64746 17.93022 17.92135 17.83731 15.92375 16.21735 16.31002 16.27847
53.19135 -27.79181 15.84100 15.82109 15.80245 15.76540 14.18160 14.12305 14.07640 14.02587
53.18626 -27.79171 18.94006 18.84145 19.08298 18.91510 17.78163 17.19587 17.90693 17.47911
53.18420 -27.79163 14.22303 14.86805 14.81913 14.73769 12.32669 12.65252 12.65167 12.61880
53.14921 -27.79156 19.97749 21.01555 20.33368 19.90007   nan   nan   nan   nan
53.18888 -27.79150 20.07915 20.15919 20.05656 19.51311 17.04979 17.19766 18.71512   nan
53.20722 -27.79142   nan   nan   nan   nan   nan   nan   nan   nan
53.13047 -27.79120 17.27644 17.48149 17.44297 17.37639 16.15101 16.14520 16.11952 16.10508
53.14450 -27.79119 17.64793 17.91943 17.85682 17.74522 16.07799 16.14188 16.24467 16.26985
53.17407 -27.79108   nan 20.88563 21.98803 22.60435   nan   nan   nan   nan
53.13317 -27.79109 19.77024 20.13895 20.00386 19.84234 17.40844 17.34746 17.63699 17.82091
53.19370 -27.79096 18.67873 18.75530 18.64621 18.54736 18.23440 18.43740 17.35539 17.02827
53.18117 -27.79099 18.04219 18.51048 18.16334 18.10981 19.94589   nan   nan 20.32352
53.12511 -27.79085 15.06877 15.71948 15.69128 15.62469 13.40660 14.07104 14.05854 13.99269
53.13694 -27.79075 18.68196 18.66820 18.63615 18.60262 17.21304 17.53825 17.00222 16.69157
53.15085 -27.79067 16.70417 17.18858 17.18791 17.14028 15.58906 15.50680 15.60933 15.66327
53.19744 -27.79068 18.16251 18.25895 18.08151 17.94606 21.72121 17.96877 17.73762 17.52520
53.15586 -27.79053 18.36712 18.52966 18.45297 18.41379 18.86111 18.30178 17.98449 17.91167
53.14996 -27.79055 16.85950 17.14391 17.11872 17.07665 14.85116 15.24609 15.16571 15.06262
53.16043 -27.79044 17.66841 17.80100 17.78849 17.71545 15.66790 15.96668 15.93399 15.81776
53.14448 -27.79043 21.23935 20.61686 20.14758 20.11309   nan   nan   nan   nan
53.18661 -27.79028 17.06825 17.09829 17.07346 16.99999 15.44583 15.56232 15.42880 15.36328
53.13859 -27.79025 17.58084 17.51409 17.57551 17.58635 16.93525 17.08939 16.99601 16.83096
53.18797 -27.79007 11.96422 12.28238 12.25933 12.21113 10.89617 11.05014 11.05669 11.03567
53.14500 -27.79011 18.80487 18.93325 18.99088 18.96249 16.93988 16.80553 16.65749 16.78341
53.19022 -27.78992 17.91291 18.07834 18.08883 18.06478 16.30732 16.70655 16.36418 16.16899
53.20039 -27.78992 17.79989 18.07486 17.94766 17.86362   nan   nan   nan   nan
53.16062 -27.78980 17.79014 17.93914 17.86095 17.79939 16.56766 16.81625 16.59878 16.50432
53.16804 -27.78974 15.89636 16.37690 16.34345 16.27647 14.82194 15.12016 15.10836 15.06576
53.14508 -27.78947 15.42207 16.18206 16.13612 16.05880 14.69126 15.07501 15.11238 15.14068
53.17442 -27.78948 19.13042 19.07766 19.19940 19.35290 17.24169 17.18037 17.53760 18.46860
53.19156 -27.78925 18.37217 18.46922 18.59602 18.62926 18.59445 20.90734 19.58442 18.30262
53.14435 -27.78921 14.70731 15.05743 15.03732 14.99091 13.87038 14.07653 14.10052 14.09875
53.14359 -27.78920 18.23129 18.10111 18.13251 18.21714 16.40973 16.23268 16.36915 16.43338
53.13829 -27.78898 20.45887 20.25756 20.56351 20.47789 18.32309 19.19784 18.23214 17.68953
53.14930 -27.78859 16.31495 16.94386 16.88105 16.77049 13.37680 13.73307 13.72515 13.68622
53.17389 -27.78857 18.19053 17.84434 17.91931 18.00638 15.93874 15.76506 15.78984 15.76782
53.14720 -27.78855 15.92264 16.14748 16.12583 16.08276 14.52764 14.60391 14.65298 14.66374
53.16108 -27.78841 16.88105 16.99407 16.95618 16.87943 16.50945 16.57068 16.43918 16.34655
53.12607 -27.78827 18.15820 18.17976 18.14264 18.10412 16.56971 16.55842 16.67879 16.67679
53.17255 -27.78818 16.01101 16.53588 16.51609 16.46198 15.64151 16.31363 16.18488 15.96169
53.16558 -27.78822 20.18831   nan   nan   nan 17.53531   nan   nan   nan
53.16966 -27.78814 20.51722 20.32828 20.25473 20.77911 16.89034 16.97523 17.17495 17.65671
53.17405 -27.78808 16.55904 16.94635 16.88597 16.80174 16.19309 16.89130 16.57968 16.37472
53.19572 -27.78780 16.12327 16.18788 16.17910 16.13582 14.26571 14.20073 14.26188 14.26756
53.14801 -27.78776 18.40428 19.15733 19.36626 19.43974 15.72496 15.69228 15.67382 15.64185
53.16619 -27.78757 12.28661 13.56817 13.49532 13.38453 12.44266 13.39656 13.37886 13.31820
53.16169 -27.78748 15.68526 16.32983 16.27230 16.18324 12.33680 12.93739 12.91845 12.86506
53.18084 -27.78740 18.83751 18.65605 18.86071 19.14779 16.83852 16.65379 16.87731 17.49028
53.18342 -27.78740 19.47352 18.92911 18.63109 18.57896 18.94626 17.72567 17.36630 17.23993
53.17724 -27.78739 17.78928 17.91491 17.92005 17.87451 16.87954 17.27429 16.99582 17.00477
53.16411 -27.78736 16.81897 16.89514 16.87049 16.82632 15.63855 15.58775 15.65907 15.65222
53.19206 -27.78725 14.26912 15.36342 15.27689 15.15586 14.47867 15.13002 15.16522 15.10516
53.18315 -27.78723 21.99393   nan 22.28263 22.29424 16.64096 16.59172 16.58536 16.65732
53.17375 -27.78719 18.24420 18.31058 18.32642 18.26099 17.49206 16.65941 16.95305 17.22037
53.19497 -27.78712 17.75821 17.93564 17.88097 17.79435 16.48900 16.88190 16.53540 16.19754
53.14714 -27.78718 17.17148 17.11949 17.16971 17.21465 15.50389 15.44397 15.49028 15.56894
53.17776 -27.78706 18.39530 18.48685 18.53093 18.33338 16.56532 16.60597 16.74243 16.66776
53.19940 -27.78699 18.67054 18.42664 18.15319 18.00348 16.85052 16.98872 17.49819 18.01005
53.18116 -27.78700 17.52993 17.63813 17.60145 17.54185 22.16531 17.39272 18.09235 20.20256
53.13943 -27.78685 14.57273 14.85953 14.84360 14.79717 13.77194 13.93538 13.94702 13.92389
53.14214 -27.78677 13.16514 14.28215 14.21465 14.10582 12.73839 13.59803 13.58031 13.51780
53.16100 -27.78656 16.09256 16.52671 16.49088 16.42732 15.63254 15.92641 15.93048 15.95953
53.13155 -27.78650 17.76160 17.75070 17.75288 17.71052 17.50785 17.59875 17.37248 17.19997
53.19760 -27.78647 12.58854 13.04150 13.00991 12.94563 13.27777 13.64731 13.62412 13.57114
53.18080 -27.78634 18.66330 18.70448 18.59391 18.44747 19.12624 20.36442 18.33514 17.92846
53.16049 -27.78637 18.70626 18.73850 18.55713 18.42507 17.51489 17.48222 17.69667 17.40033
53.12369 -27.78627 15.66263 15.94313 15.91954 15.86430 14.58046 14.64777 14.67136 14.67246
53.13684 -27.78620 20.37750 22.88245 22.32072 20.82898 17.72662 20.03073 18.49708 17.89628
53.19224 -27.78608 18.08730 18.26187 18.37666 18.29889 17.01678   nan 19.40416 17.98077
53.16518 -27.78594 15.76551 16.22176 16.20665 16.14776 14.85194 15.42987 15.36954 15.28108
53.13174 -27.78563 17.40045 17.56221 17.54726 17.46861 15.06628 15.11463 15.06551 15.02796
53.20233 -27.78550 17.09451 17.43808 17.39525 17.34863 17.04669 16.79894 17.03933 17.15366
53.12176 -27.78551 15.13482 15.51123 15.51375 15.49131 14.54010 14.75025 14.71344 14.64253
53.17659 -27.78552 13.86022 14.17977 14.15904 14.11018 12.84231 13.08151 13.07747 13.04886
53.14475 -27.78550 14.90615 15.29399 15.26575 15.20214 13.25343 13.42084 13.43253 13.39995
53.15726 -27.78533 13.86355 14.54631 14.50710 14.43340 12.57257 13.08541 13.07176 13.02581
53.19178 -27.78518 19.94464 19.88628 19.89296 19.79300 17.19584 17.27739 17.60730 18.21191
53.14907 -27.78512 19.27374 19.19280 19.53658 19.57194 18.04692 17.51319 17.42912 17.73134
53.17871 -27.78504 18.30110 18.30212 18.55608 18.83473   nan   nan   nan   nan
53.13576 -27.78500 18.03731 18.33460 18.30590 18.30871 18.39452   nan   nan   nan
53.19677 -27.78481   nan   nan   nan   nan 17.52868 17.85112 19.09593   nan
53.16702 -27.78474 17.56469 17.90994 17.84084 17.76499 15.76466 15.87125 15.93872 15.96799
53.19221 -27.78462 17.89997 17.98893 17.98269 17.96078 15.96577 15.99776 15.97239 15.91197
53.13306 -27.78454 18.73552 18.97097 18.90657 18.78518 17.58183 17.00362 16.90659 17.04642
53.16237 -27.78451 16.13936 16.13575 16.14930 16.14487 14.63219 14.62832 14.64018 14.63978
53.14815 -27.78449 16.79965 16.90107 16.85427 16.81741 15.56653 15.80172 15.79081 15.76767
53.13904 -27.78444 18.55736 18.60101 18.62865 18.58728 16.93092 17.06141 17.37589 17.64500
53.13823 -27.78443 21.23984   nan 23.32906 21.57968 18.83508   nan 18.52530 17.71530
53.17850 -27.78410 16.07521 16.07553 16.09507 16.08179 14.93308 14.91069 14.93521 14.91967
53.12983 -27.78415 17.83683 18.18075 18.11317 17.99104 15.91913 16.14236 16.18101 16.09156
53.16039 -27.78408 13.37810 14.12790 14.10042 14.04322 12.96791 13.63365 13.62877 13.59677
53.18605 -27.78408 18.86386 18.59246 18.71373 18.82998 19.28427 17.39795 18.82407 21.14997
53.13550 -27.78400 20.60306 20.17189 19.91501 19.62390   nan   nan   nan   nan
53.18421 -27.78359 18.43273 18.72824 18.70846 18.59222 15.43684 15.54961 15.56007 15.51116
53.18229 -27.78338   nan   nan   nan   nan 18.12841   nan 18.12341 17.36371
53.18459 -27.78340 18.38604 18.37701 18.34228 18.23100 17.77141 17.32376 17.14254 17.14012
53.14350 -27.78327 12.59149 13.41753 13.36511 13.27920 11.18816 11.76510 11.76068 11.72040
53.13277 -27.78322 17.73793 17.93066 17.98792 18.02709 15.41977 15.55533 15.49775 15.48626
53.17825 -27.78315 15.56149 16.15343 16.12352 16.03947 15.63966 16.08572 16.20412 16.31432
53.18177 -27.78303 14.21849 14.60663 14.58628 14.54171 12.25112 12.45721 12.46854 12.44492
53.14612 -27.78305 19.02985 19.18952 20.14586   nan 17.86547 17.96374 17.96547 19.08479
53.15184 -27.78294 17.31608 17.60480 17.55367 17.48876 16.54504 16.34520 16.40450 16.41701
53.13232 -27.78292 16.61000 16.72005 16.73411 16.72233 16.56635 16.73148 16.90724 16.84971
53.16208 -27.78278 18.84349 18.76330 18.83037 19.02558 16.84225 16.80430 17.02752 17.33911
53.19154 -27.78277 15.08410 15.66356 15.63652 15.57286 14.25994 14.64730 14.62268 14.54532
53.15075 -27.78266 17.27258 17.64029 17.64072 17.57992 16.68854 16.69397 17.56392 18.00230
53.19922 -27.78261 19.12336 19.41924 19.50424 19.48696   nan   nan 19.56300 18.79073
53.12677 -27.78264 18.60037 18.56533 18.65449 18.66384 17.23747 17.35321 17.28602 16.99121
53.17645 -27.78256 15.30565 15.39515 15.39945 15.37344 13.19431 13.23556 13.25544 13.23551
53.17433 -27.78256 16.55800 17.11880 17.10732 17.04653 13.36456 13.82359 13.81427 13.77264
53.13521 -27.78242 17.21611 17.42231 17.37196 17.27566 15.44252 15.36438 15.34716 15.37351
53.16236 -27.78239 19.41049 19.41165 19.36951 19.17805 18.37430 18.16497 17.73202 17.25522
53.12990 -27.78233 18.86739 19.25665 19.08022 18.90046 17.56606 17.66733 17.58719 17.41330
53.17369 -27.78213 16.48448 16.55078 16.54321 16.52368 13.70121 13.75665 13.77784 13.77737
53.20057 -27.78217 20.94960 20.47592 23.87045   nan   nan   nan   nan   nan
53.16798 -27.78210 19.82987 19.73932 20.30356 20.91781 17.54667 17.54156 18.22769 19.76183
53.17071 -27.78205 15.17845 15.29069 15.28610 15.25708 14.44326 14.53048 14.53946 14.50505
53.14904 -27.78204 17.80894 17.90546 17.83317 17.78985 14.41360 14.61334 14.60673 14.61100
53.18659 -27.78197 17.81843 17.88420 17.91554 17.87297 16.12421 15.84657 16.01605 16.15391
53.13382 -27.78196 18.26771 18.34342 18.39645 18.39068 17.86847 17.97250 17.78729 17.86104
53.14692 -27.78185 18.04991 18.19818 18.28389 18.33698 18.47555 17.03749 16.98707 17.24160
53.16144 -27.78178 18.73345 19.00684 18.95417 18.86946 16.71740 17.09437 17.21543 17.10883
53.13527 -27.78175 14.50284 14.72064 14.70643 14.66213 12.96852 13.04628 13.05009 13.02048
53.13310 -27.78167   nan 20.82842   nan   nan   nan   nan   nan 19.42735
53.16519 -27.78170 19.79922 19.67693 20.55230 22.20710   nan   nan   nan   nan
53.16591 -27.78161 13.94583 14.56246 14.50766 14.42163 14.02276 14.39464 14.37450 14.33370
53.15818 -27.78114 15.81794 17.25246 17.11865 16.96798 14.57236 15.88590 15.82721 15.72980
53.13631 -27.78106 18.67707 18.63541 18.61322 18.58853 18.24521 17.40411 16.96047 17.01447
53.13404 -27.78104 14.85061 14.89835 14.91180 14.89360 13.80026 13.81648 13.86144 13.86862
53.13017 -27.78095 18.31137 18.29613 18.31827 18.41873 16.01146 16.04354 16.15831 16.21254
53.12835 -27.78086 18.51067 18.68936 18.89553 18.91935 16.94449 16.94554 17.26359 17.55450
53.17316 -27.78078 19.58755 19.69429 19.63019 19.62023   nan   nan   nan   nan
53.13957 -27.78075 18.85312 18.78518 18.84533 18.71790 16.43217 16.22496 16.37297 16.47886
53.13932 -27.78076 16.67904 17.08698 17.07634 17.04467 15.41594 15.93807 15.99484 15.92398
53.19702 -27.78067 17.30018 17.36605 17.35196 17.33496 16.07826 16.45013 16.25558 16.15383
53.12887 -27.78049 13.08620 13.51329 13.48411 13.42324 12.99445 13.19505 13.20600 13.17815
53.14829 -27.78033   nan   nan   nan   nan   nan   nan   nan   nan
53.16165 -27.78032 16.60613 16.80704 16.80377 16.77498 15.97312 16.30341 16.22804 16.13529
53.15289 -27.78020 18.54946 18.98200 18.77618 18.57962 17.12857 17.03216 17.09260 16.99809
53.19042 -27.78003 18.35103 18.22537 18.33915 18.46531 16.59320 16.23185 16.41231 16.58388
53.14860 -27.78003 19.87925 20.51066 20.82546 20.31544 17.75661 20.39909   nan   nan
53.14286 -27.77999 18.79346 18.94786 19.08907 19.07332 16.95091 17.05643 16.97801 16.74924
53.14616 -27.77994 15.61999 15.64968 15.63902 15.61980 13.73181 13.76548 13.75493 13.73792
53.14208 -27.77985 18.24054 18.31857 18.48245 18.63546 19.34957   nan   nan   nan
53.13328 -27.77989 18.62987 18.77808 18.51159 18.37791 16.56111 16.82786 16.78623 16.89052
53.14396 -27.77979 19.10797 19.15294 19.42529 19.65821 16.86743 16.96471 17.34588 17.53393
53.15454 -27.77980 18.59662 19.09293 19.43254 19.61445 16.05799 16.78227 16.91431 16.95847
53.13055 -27.77976 17.99949 18.35882 18.25843 18.11996 15.89849 16.27746 16.23835 16.09979
53.18053 -27.77971 16.66222 16.83741 16.86192 16.81964 14.98472 15.03827 14.99588 14.97658
53.19872 -27.77971 17.71052 17.79662 17.76867 17.69490 15.83080 15.82086 15.85234 15.88065
53.18203 -27.77962 17.86061 18.07832 18.05600 17.84856 15.06820 15.14694 15.16813 15.12191
53.14496 -27.77956 20.11612 20.20792 20.54593 20.89474   nan   nan   nan   nan
53.13169 -27.77944 19.00614 19.08832 19.00629 19.18689 21.84834   nan 21.64658   nan
53.15566 -27.77937 15.55151 16.43941 16.37729 16.28250 12.34816 13.06238 13.05065 13.00098
53.14452 -27.77911 14.54884 14.95354 14.91913 14.85205 12.53826 12.76021 12.75573 12.71688
53.19640 -27.77906 14.45387 15.23188 15.17851 15.09236 14.02139 14.53999 14.49982 14.44053
53.18016 -27.77902 19.37579 19.06610 19.16008 19.31746 19.24960 17.59432 17.94581 18.19174
53.17631 -27.77898 18.74232 18.82844 18.68557 18.59910 19.75821 19.59650 19.17984 19.02358
53.19875 -27.77897 19.20684 19.25529 19.17768 19.13772 19.25780   nan 19.61551 18.46429
53.18855 -27.77893   nan   nan   nan   nan   nan   nan   nan   nan
53.12828 -27.77892 19.81061 19.56470 19.35908 19.59503   nan   nan 19.54967 19.18049
53.14923 -27.77886 17.21948 17.38843 17.40034 17.35435 14.01682 14.49643 14.52265 14.47068
53.19973 -27.77875 17.32920 17.34960 17.38498 17.36950 15.34318 15.31956 15.39015 15.40361
53.14485 -27.77867 18.72281 18.63618 18.72276 18.79320 16.47206 16.49039 16.85465 16.85267
53.15722 -27.77859 19.36815 19.72074 19.70362 19.68523 16.47148 16.62939 16.82095 17.10068
53.14709 -27.77851 16.48350 16.94907 16.87193 16.76775 16.44253 16.93094 16.83671 16.76376
53.12849 -27.77846 19.37881 21.06087 20.30694 19.90969 17.33805 17.42403 17.59840 17.80560
53.19815 -27.77829 19.70108 19.73208 19.87255 20.12238 18.43124 19.91475 18.43667 18.00901
53.14900 -27.77823 19.23561 19.21945 19.26271 19.36470   nan   nan   nan   nan
53.15236 -27.77802   nan 19.70555 19.99323 20.29334 17.39091 16.93983 17.18917 17.50568
53.14526 -27.77799 12.58552 13.10580 13.06578 12.99279 12.83959 13.13112 13.13515 13.09934
53.17300 -27.77795 16.90761 17.25714 17.21935 17.15117 16.67296 16.69467 16.74578 16.62435
53.19996 -27.77769 17.51496 18.63085 18.35835 18.08261 16.85722 16.81981 17.17664 17.37800
53.14892 -27.77758 16.24108 16.27431 16.29642 16.27144 13.33610 13.39727 13.40667 13.37713
53.18138 -27.77757 15.45410 15.74471 15.72908 15.68254 13.27062 13.68111 13.66177 13.61754
53.18485 -27.77753 19.60622   nan 21.08503 19.66696   nan   nan   nan 18.42150
53.15831 -27.77750 19.22796 19.09375 19.15674 19.20720 16.95734 17.25307 17.49507 17.56390
53.15107 -27.77739 18.15854 18.33252 18.12933 18.02131 17.43867 17.41660 17.70992 17.70979
53.14854 -27.77738 19.52834   nan 20.26572 19.51112 17.18325 18.69736 17.47223 17.43108
53.12831 -27.77713 18.29341 18.26819 18.31703 18.24907 16.55277 16.17023 16.29323 16.65432
53.14779 -27.77702 15.52455 15.77164 15.75636 15.70526 15.41765 15.80223 15.77028 15.68682
53.20507 -27.77693 18.34838 18.23540 18.28551 18.26678 16.61484 16.86199 16.72579 16.70465
53.19024 -27.77676 18.80494 18.74426 18.78637 18.96000 17.29764 17.19277 17.07527 17.00233
53.16343 -27.77676 19.01777 18.96909 19.05308 19.26200 19.30046 19.03462 19.90572 19.07593
53.13539 -27.77652 15.85992 15.86383 15.88588 15.87142 14.42667 14.43294 14.44435 14.40852
53.17282 -27.77644 20.26615 19.25083 19.72106 20.02564 17.17648 17.13782 17.01258 17.12099
53.16017 -27.77641 18.01110 18.52628 18.39195 18.27961 16.27674 16.64655 16.59371 16.49224
53.14246 -27.77635 19.36568 19.41260 19.81354 20.01573 16.87065 16.83761 16.81582 16.95910
53.16061 -27.77627 14.69335 14.98606 14.96940 14.92045 12.25692 12.46209 12.46549 12.43835
53.18106 -27.77625 13.50896 13.80484 13.79165 13.74810 12.21025 12.45584 12.45786 12.43030
53.16619 -27.77604   nan   nan   nan   nan 17.02626 17.04230 17.01784 16.94832
53.13049 -27.77595 17.59719 17.84449 17.83365 17.80226 16.75783 16.44682 16.53689 16.51948
53.19901 -27.77583 18.65309 18.57054 18.44991 18.38999 16.97594 16.94843 16.88803 16.86302
53.14845 -27.77586 15.54993 16.05683 16.02251 15.95912 14.28124 14.53806 14.56678 14.55357
53.18324 -27.77577 18.26278 18.52538 18.51519 18.43414 16.39680 17.36382 16.93842 16.74173
53.20631 -27.77572 18.86384 18.94776 18.81006 18.65202   nan   nan   nan   nan
53.18592 -27.77567 14.40924 15.08550 15.04110 14.96096 12.87154 13.35897 13.35040 13.30931
53.19311 -27.77563 13.90870 13.97891 13.98212 13.96011 13.04476 13.08881 13.10360 13.08786
53.16018 -27.77560 15.86754 16.07492 16.08013 16.05518 14.81187 14.96016 14.93931 14.90157
53.13567 -27.77562 19.02334 19.01387 19.04818 19.20843 16.83433 16.95732 16.89443 16.72715
53.20703 -27.77551 18.76147 18.95900 19.16382 19.25201 15.90219 16.03961 16.22058 16.39715
53.17090 -27.77545 15.98181 16.23581 16.22973 16.19442 13.44839 13.70151 13.69563 13.65843
53.16082 -27.77544 14.36356 15.51793 15.44843 15.34797 13.25991 14.15195 14.12379 14.05989
53.15277 -27.77535 12.97285 13.37443 13.35000 13.29400 12.91898 13.22410 13.22519 13.18760
53.13059 -27.77529 17.45087 17.70925 17.71436 17.64385 15.92887 16.04743 15.97223 15.87975
53.16235 -27.77514 13.22946 14.29524 14.21756 14.10166 12.80970 13.41812 13.38625 13.32262
53.15938 -27.77511 14.99616 15.25609 15.24095 15.19963 14.73135 14.78893 14.83805 14.84528
53.20637 -27.77506 14.52048 15.46111 15.39198 15.28874 13.20660 13.90631 13.88452 13.82756
53.13643 -27.77507 17.54294 17.70436 17.66627 17.60437 16.64019 19.05695 17.28773 16.95345
53.16005 -27.77490 18.53761 18.64866 18.62919 18.66129 19.16459   nan 19.45849 19.37537
53.15209 -27.77490 13.38475 14.44686 14.39864 14.31675 12.65042 13.37514 13.35731 13.30757
53.20391 -27.77486 18.57618 18.27921 18.30713 18.36199 16.31220 16.73382 16.57326 16.36797
53.17404 -27.77476 20.12051 20.38531 21.20012 22.28010   nan   nan   nan   nan
53.20726 -27.77471 16.51740 17.04745 16.98553 16.90149 13.98243 14.39373 14.35479 14.29826
53.15382 -27.77466 17.45504 17.83192 17.72990 17.65816 17.02317 18.24536 17.77253 17.89704
53.15961 -27.77464 18.92620 18.74080 18.80427 18.84533 17.39492 17.26071 17.37119 17.37921
53.14867 -27.77464 20.14622 20.87618 20.47493 20.71134 18.56743 19.82071   nan   nan
53.15077 -27.77443 16.78268 17.01167 16.94103 16.87842 14.08393 14.48384 14.47634 14.44190
53.14910 -27.77439 13.00589 13.81937 13.76027 13.66444 13.19835 13.76393 13.74311 13.69214
53.19724 -27.77427 14.48847 14.70827 14.70049 14.66442 12.80130 12.90825 12.91728 12.90051
