#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F150W2 F322W2 F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M    Mact
 1   9.85 -0.01  0.33062 -1.803 3.567  4.974 15.20  0.040 0.84 23.889 23.915 22.891 22.290 21.736 21.434 21.423 21.133 21.059 21.806 21.284 21.886 21.516 21.476 21.379 21.460 21.404 21.206 21.082 21.004 21.032 21.121 21.112  0.331 
 1   9.85  0.01  0.14082 -2.660 3.490  5.155 10.00  0.040 0.90 20.814 21.446 19.863 19.058 18.570 18.270 18.191 17.706 17.600 18.605 17.948 18.763 18.283 18.355 18.165 18.226 18.149 17.820 17.631 17.531 17.570 17.681 17.657  0.141 
 1   9.85  0.01  0.86875 -0.311 3.723  4.526 11.00  0.040 0.00 16.547 16.067 15.717 15.396 14.951 14.785 14.765 14.748 14.778 15.054 14.758 15.048 14.822 14.791 14.778 14.790 14.752 14.749 14.748 14.744 14.763 14.821 14.811  0.869 
 1   9.85  0.01  0.07977 -3.596 3.365  5.342 11.20  0.040 0.00 24.959 27.487 24.519 23.084 22.642 22.302 22.177 21.253 21.160 22.603 21.669 23.174 22.057 22.533 22.038 22.267 22.034 21.446 21.133 21.044 21.167 21.300 21.249  0.080 
 1   9.85  0.01  1.18933 -2.684 4.036  7.978 12.00  0.040 0.00 23.481 23.932 23.985 24.005 24.017 24.039 24.047 24.052 24.056 24.017 24.049 24.014 24.026 24.041 24.039 24.040 24.050 24.052 24.053 24.055 24.055 24.060 24.059  0.581 
 1   9.85  0.01  0.12294 -2.817 3.476  5.194 15.20  0.040 0.00 27.013 27.745 26.074 25.235 24.755 24.455 24.379 23.859 23.754 24.786 24.117 24.961 24.453 24.547 24.341 24.413 24.333 23.980 23.780 23.681 23.724 23.841 23.815  0.123 
 1   9.85  0.03  0.25690 -2.007 3.551  5.007  8.70  0.039 0.00 18.489 18.589 17.499 16.876 16.323 16.003 15.971 15.671 15.598 16.387 15.827 16.466 16.110 16.050 15.944 16.013 15.947 15.742 15.622 15.543 15.567 15.658 15.648  0.257 
 1   9.85  0.03  0.17705 -2.389 3.520  5.101 10.30  0.040 0.00 21.044 21.369 20.060 19.361 18.843 18.542 18.479 18.097 17.997 18.895 18.292 19.001 18.602 18.605 18.465 18.514 18.450 18.191 18.034 17.940 17.967 18.062 18.047  0.177 
 1   9.85  0.05  0.20022 -2.227 3.538  5.065 11.40  0.040 0.00 21.739 21.929 20.750 20.097 19.560 19.248 19.201 18.868 18.782 19.618 19.040 19.707 19.336 19.302 19.182 19.240 19.176 18.948 18.813 18.727 18.751 18.844 18.832  0.200 
 1   9.85  0.07  0.44471 -1.511 3.583  4.877 11.50  0.040 0.00 20.048 19.985 19.055 18.478 17.901 17.617 17.641 17.384 17.325 17.985 17.518 18.067 17.668 17.649 17.572 17.668 17.630 17.454 17.335 17.268 17.303 17.393 17.384  0.445 
 1   9.85  0.09  0.01326 -4.300 3.115  4.221 11.00  0.040 0.90 25.880 35.608 31.558 28.488 25.750 23.461 21.980 20.739 20.443 24.580 21.253 26.479 25.027 24.091 23.053 22.302 21.655 20.963 20.619 20.418 20.532 20.441 20.392  0.012 
 1   9.85  0.09  0.50057 -1.373 3.594  4.834 12.40  0.040 0.00 20.603 20.474 19.634 19.077 18.464 18.175 18.210 17.995 17.961 18.559 18.109 18.637 18.227 18.200 18.139 18.235 18.203 18.052 17.952 17.901 17.938 18.035 18.019  0.501 
 1   9.85  0.13  0.07798 -3.700 3.341  5.341  8.90  0.039 0.00 22.919 25.861 22.725 21.130 20.622 20.225 20.015 19.081 18.980 20.572 19.501 21.225 19.990 20.482 19.944 20.127 19.857 19.276 18.962 18.871 18.994 19.109 19.057  0.078 
 1   9.85  0.13  0.57945 -1.174 3.612  4.768 12.20  0.040 0.00 19.905 19.694 18.972 18.444 17.791 17.497 17.525 17.377 17.382 17.898 17.456 17.968 17.558 17.513 17.471 17.556 17.514 17.411 17.348 17.320 17.358 17.463 17.441  0.579 
 1   9.85  0.15  0.44399 -1.522 3.580  4.875 11.20  0.040 0.77 19.299 19.306 18.301 17.703 17.137 16.845 16.857 16.583 16.517 17.214 16.726 17.297 16.907 16.881 16.796 16.889 16.842 16.655 16.532 16.460 16.493 16.583 16.575  0.444 
 1   9.87 -0.75  0.38582 -1.502 3.623  4.964 13.10  0.040 0.00 21.625 21.297 20.697 20.218 19.621 19.336 19.300 19.175 19.161 19.719 19.243 19.778 19.416 19.357 19.309 19.324 19.290 19.203 19.153 19.120 19.141 19.213 19.195  0.386 
 1   9.87 -0.67  0.14839 -2.507 3.527  5.170 11.20  0.040 0.00 22.236 22.369 21.286 20.624 20.048 19.745 19.643 19.318 19.229 20.122 19.486 20.201 19.826 19.802 19.674 19.690 19.602 19.395 19.264 19.187 19.209 19.288 19.251  0.148 
 1   9.87 -0.67  0.16953 -2.332 3.551  5.150 12.30  0.040 0.98 22.175 22.151 21.219 20.610 20.036 19.722 19.628 19.362 19.283 20.109 19.501 20.178 19.831 19.772 19.663 19.674 19.594 19.427 19.316 19.245 19.264 19.334 19.301  0.170 
 1   9.87 -0.65  0.12826 -2.692 3.510  5.222 12.60  0.040 0.00 24.101 24.380 23.155 22.448 21.874 21.582 21.482 21.102 21.011 21.948 21.296 22.040 21.636 21.647 21.500 21.531 21.432 21.186 21.040 20.961 20.989 21.080 21.038  0.128 
 1   9.87 -0.63  0.06781 -4.541 3.161  5.398 10.70  0.040 0.00 26.822 34.236 30.741 28.136 25.793 23.946 22.961 21.820 21.599 25.032 22.306 26.427 25.143 24.466 23.574 23.211 22.650 22.041 21.702 21.521 21.606 21.698 21.609  0.068 
 1   9.87 -0.57  0.13514 -2.641 3.512  5.201 11.30  0.040 0.00 22.671 22.948 21.723 21.020 20.452 20.154 20.056 19.681 19.586 20.522 19.872 20.617 20.213 20.220 20.072 20.104 20.008 19.767 19.619 19.537 19.564 19.654 19.615  0.135 
 1   9.87 -0.55  1.18844  1.371 3.690  2.801 11.00  0.040 0.90 12.342 11.917 11.493 11.110 10.577 10.364 10.342 10.311 10.344 10.689 10.329 10.704 10.415 10.370 10.356 10.380 10.321 10.314 10.309 10.304 10.324 10.398 10.386  1.067 
 1   9.87 -0.53  0.07116 -4.270 3.224  5.401 10.50  0.040 0.87 25.747 30.911 27.855 25.607 23.963 22.743 21.995 20.997 20.715 23.643 21.435 24.593 23.317 23.138 22.420 22.215 21.736 21.257 20.888 20.652 20.746 20.791 20.713  0.071 
 1   9.87 -0.53  2.44943 -4.438 3.633  8.207 11.40  0.040 0.00 27.265 26.921 26.350 25.882 25.275 24.996 24.967 24.870 24.873 25.379 24.923 25.432 25.070 25.013 24.975 24.992 24.957 24.891 24.853 24.829 24.853 24.930 24.910  0.710 
 1   9.87 -0.51  0.36315 -1.606 3.604  4.968 10.40  0.040 0.00 19.185 18.898 18.228 17.721 17.139 16.859 16.869 16.665 16.620 17.231 16.773 17.299 16.923 16.888 16.823 16.885 16.867 16.717 16.623 16.571 16.599 16.680 16.667  0.363 
 1   9.87 -0.51  2.35814 -4.489 3.618  8.191 10.80  0.040 0.00 26.791 26.475 25.855 25.368 24.769 24.485 24.470 24.325 24.306 24.867 24.403 24.928 24.557 24.507 24.457 24.493 24.463 24.359 24.297 24.261 24.285 24.365 24.348  0.699 
 1   9.87 -0.51  0.09877 -3.057 3.465  5.297 12.70  0.040 0.00 25.112 25.873 24.197 23.344 22.806 22.544 22.475 21.912 21.822 22.869 22.188 23.028 22.501 22.638 22.420 22.528 22.395 22.026 21.830 21.746 21.797 21.928 21.875  0.099 
 1   9.87 -0.51  0.38829 -1.541 3.608  4.945 13.00  0.040 0.00 21.623 21.331 20.672 20.169 19.580 19.298 19.304 19.114 19.076 19.673 19.215 19.740 19.363 19.324 19.264 19.321 19.301 19.162 19.076 19.028 19.055 19.136 19.122  0.388 
 1   9.87 -0.51  0.11962 -2.789 3.496  5.234 15.10  0.040 0.00 26.842 27.270 25.900 25.152 24.592 24.301 24.209 23.778 23.680 24.658 23.995 24.773 24.333 24.375 24.205 24.257 24.154 23.875 23.709 23.623 23.657 23.761 23.718  0.120 
 1   9.87 -0.49  0.16672 -2.388 3.537  5.143 13.10  0.040 0.89 23.252 23.394 22.294 21.636 21.072 20.763 20.667 20.344 20.251 21.139 20.511 21.225 20.848 20.821 20.691 20.714 20.628 20.424 20.288 20.208 20.231 20.310 20.277  0.167 
 1   9.87 -0.49  0.34885 -1.651 3.601  4.980 15.10  0.040 0.00 23.997 23.718 23.033 22.521 21.945 21.667 21.682 21.462 21.411 22.035 21.579 22.104 21.727 21.696 21.628 21.697 21.681 21.519 21.417 21.361 21.389 21.471 21.459  0.349 
 1   9.87 -0.47  0.76683 -0.419 3.726  4.592 11.00  0.040 0.00 16.818 16.363 16.010 15.696 15.253 15.090 15.060 15.048 15.066 15.357 15.055 15.351 15.125 15.095 15.082 15.077 15.053 15.050 15.047 15.043 15.056 15.095 15.087  0.767 
 1   9.87 -0.47  1.63877 -4.211 3.677  8.117 11.30  0.040 0.00 26.598 26.179 25.726 25.324 24.762 24.532 24.498 24.472 24.502 24.876 24.486 24.897 24.588 24.539 24.521 24.523 24.486 24.476 24.469 24.463 24.486 24.552 24.535  0.651 
 1   9.87 -0.47  0.38929 -1.550 3.604  4.942 15.20  0.040 0.81 23.303 23.035 22.341 21.827 21.247 20.967 20.978 20.762 20.712 21.337 20.877 21.407 21.029 20.997 20.929 20.995 20.975 20.819 20.719 20.663 20.691 20.773 20.760  0.389 
 1   9.87 -0.43  0.28880 -1.832 3.586  5.020  9.30  0.040 0.00 18.650 18.446 17.671 17.130 16.569 16.290 16.289 16.035 15.965 16.651 16.169 16.725 16.351 16.326 16.242 16.313 16.280 16.104 15.985 15.917 15.945 16.024 16.012  0.289 
 1   9.87 -0.43  2.70041 -4.537 3.615  8.250 10.20  0.040 0.00 26.311 26.007 25.370 24.876 24.277 23.994 23.988 23.830 23.809 24.375 23.915 24.438 24.063 24.017 23.964 24.010 23.982 23.868 23.800 23.761 23.787 23.870 23.853  0.738 
 1   9.87 -0.43  0.36526 -1.628 3.598  4.966 11.10  0.040 0.72 19.483 19.252 18.511 17.981 17.411 17.131 17.140 16.900 16.838 17.497 17.026 17.569 17.192 17.165 17.088 17.160 17.134 16.964 16.852 16.789 16.817 16.898 16.886  0.365 
 1   9.87 -0.41  0.07625 -3.942 3.298  5.401  9.50  0.040 0.00 24.126 27.792 24.633 22.698 21.890 21.313 20.903 20.011 19.883 21.830 20.416 22.550 21.227 21.596 21.028 21.051 20.726 20.190 19.900 19.802 19.900 19.980 19.922  0.076 
 1   9.87 -0.41  0.16428 -2.421 3.530  5.141 11.30  0.040 0.00 22.122 22.275 21.159 20.501 19.942 19.633 19.544 19.219 19.125 20.008 19.387 20.093 19.719 19.691 19.563 19.589 19.508 19.300 19.162 19.081 19.104 19.184 19.154  0.164 
 1   9.87 -0.41  0.14128 -2.607 3.509  5.178 11.60  0.040 0.79 22.416 22.819 21.468 20.728 20.180 19.884 19.795 19.374 19.275 20.241 19.587 20.357 19.922 19.958 19.792 19.841 19.745 19.471 19.305 19.218 19.251 19.352 19.314  0.141 
 1   9.87 -0.41  0.13670 -2.648 3.505  5.189 12.30  0.040 0.00 23.690 24.049 22.739 22.015 21.463 21.165 21.071 20.671 20.571 21.525 20.875 21.634 21.214 21.235 21.076 21.117 21.025 20.766 20.605 20.518 20.548 20.644 20.608  0.137 
 1   9.87 -0.41  0.15716 -2.474 3.523  5.148 15.30  0.040 0.00 26.256 26.462 25.295 24.620 24.064 23.758 23.666 23.321 23.224 24.128 23.499 24.219 23.834 23.819 23.683 23.711 23.628 23.407 23.262 23.178 23.202 23.286 23.255  0.157 
 1   9.87 -0.41  0.10088 -3.026 3.467  5.281 15.40  0.040 0.00 27.734 28.498 26.816 25.963 25.437 25.165 25.096 24.539 24.445 25.492 24.813 25.658 25.130 25.260 25.042 25.146 25.023 24.655 24.456 24.369 24.420 24.550 24.501  0.101 
 1   9.87 -0.39  0.23324 -2.029 3.571  5.065  9.80  0.040 0.00 19.642 19.523 18.656 18.085 17.534 17.247 17.225 16.946 16.864 17.608 17.092 17.685 17.317 17.289 17.192 17.257 17.207 17.022 16.894 16.817 16.843 16.920 16.906  0.233 
 1   9.87 -0.39  0.29385 -1.831 3.583  5.015 10.60  0.040 0.00 19.947 19.764 18.965 18.417 17.858 17.577 17.576 17.316 17.244 17.939 17.452 18.013 17.639 17.615 17.529 17.601 17.565 17.387 17.266 17.196 17.223 17.302 17.291  0.294 
 1   9.87 -0.39  0.12353 -2.769 3.494  5.219 11.00  0.040 0.00 22.693 23.168 21.748 20.988 20.444 20.151 20.063 19.619 19.520 20.503 19.843 20.627 20.178 20.228 20.053 20.109 20.011 19.721 19.548 19.460 19.495 19.601 19.562  0.124 
 1   9.87 -0.39  0.16863 -2.392 3.533  5.136 11.20  0.040 0.00 21.949 22.086 20.984 20.333 19.775 19.465 19.378 19.060 18.968 19.841 19.225 19.924 19.554 19.521 19.396 19.423 19.343 19.139 19.005 18.924 18.946 19.027 18.998  0.169 
 1   9.87 -0.39  0.18813 -2.246 3.552  5.112 11.40  0.040 0.91 21.186 21.239 20.218 19.592 19.032 18.718 18.640 18.348 18.263 19.099 18.500 19.177 18.819 18.771 18.655 18.685 18.608 18.421 18.297 18.220 18.242 18.319 18.292  0.188 
 1   9.87 -0.39  0.10111 -3.024 3.466  5.279 12.00  0.040 0.91 23.794 24.710 22.900 21.991 21.489 21.216 21.158 20.545 20.452 21.532 20.842 21.735 21.152 21.324 21.078 21.207 21.080 20.672 20.456 20.367 20.428 20.565 20.517  0.101 
 1   9.87 -0.39  0.17575 -2.339 3.540  5.128 12.60  0.040 0.00 23.216 23.303 22.250 21.614 21.054 20.741 20.657 20.357 20.270 21.121 20.513 21.200 20.839 20.795 20.675 20.703 20.624 20.432 20.305 20.226 20.248 20.326 20.298  0.176 
 1   9.87 -0.37  0.52840 -1.203 3.625  4.812  9.70  0.040 0.72 17.111 16.823 16.183 15.682 15.063 14.775 14.773 14.627 14.614 15.164 14.706 15.229 14.843 14.795 14.748 14.798 14.764 14.662 14.599 14.564 14.592 14.680 14.661  0.528 
 1   9.87 -0.37  0.10339 -2.992 3.470  5.269 10.70  0.040 0.96 22.275 23.056 21.358 20.499 19.979 19.705 19.637 19.075 18.981 20.031 19.351 20.202 19.669 19.801 19.580 19.685 19.566 19.194 18.992 18.904 18.955 19.085 19.038  0.103 
 1   9.87 -0.37  0.24915 -1.973 3.573  5.046 11.60  0.040 0.00 21.301 21.174 20.313 19.745 19.195 18.911 18.896 18.617 18.535 19.271 18.763 19.347 18.977 18.953 18.857 18.927 18.880 18.694 18.565 18.488 18.515 18.592 18.579  0.249 
 1   9.87 -0.37  0.16768 -2.402 3.531  5.136 13.10  0.040 0.00 23.876 24.031 22.910 22.253 21.697 21.388 21.302 20.977 20.884 21.762 21.145 21.848 21.474 21.445 21.318 21.347 21.267 21.058 20.921 20.839 20.862 20.943 20.915  0.168 
 1   9.87 -0.37  0.20943 -2.125 3.564  5.087 15.10  0.040 0.92 24.533 24.488 23.554 22.962 22.405 22.101 22.052 21.775 21.694 22.476 21.919 22.550 22.193 22.147 22.044 22.091 22.027 21.846 21.725 21.649 21.672 21.749 21.729  0.209 
 1   9.87 -0.35  0.14224 -2.606 3.507  5.172  7.90  0.037 0.00 19.185 19.538 18.228 17.508 16.963 16.663 16.572 16.175 16.075 17.022 16.377 17.132 16.714 16.732 16.576 16.616 16.529 16.270 16.110 16.021 16.051 16.146 16.113  0.142 
 1   9.87 -0.35  0.89633 -0.039 3.768  4.448 10.70  0.040 0.00 15.567 15.132 14.852 14.604 14.250 14.136 14.112 14.107 14.113 14.343 14.110 14.323 14.156 14.139 14.130 14.120 14.110 14.108 14.106 14.103 14.108 14.124 14.122  0.896 
 1   9.87 -0.35  0.31191 -1.791 3.583  5.003 11.10  0.040 0.00 20.348 20.173 19.366 18.817 18.256 17.975 17.976 17.717 17.647 18.337 17.853 18.412 18.037 18.012 17.927 18.002 17.966 17.788 17.667 17.598 17.626 17.706 17.695  0.312 
 1   9.87 -0.35  1.36865 -3.971 3.734  8.096 11.60  0.040 0.00 26.297 25.833 25.496 25.196 24.772 24.618 24.590 24.580 24.598 24.873 24.585 24.864 24.651 24.623 24.611 24.605 24.584 24.581 24.578 24.575 24.589 24.625 24.618  0.640 
 1   9.87 -0.35  0.41927 -1.501 3.600  4.908 12.20  0.040 0.00 20.723 20.471 19.762 19.242 18.649 18.368 18.392 18.178 18.133 18.743 18.292 18.815 18.425 18.395 18.331 18.409 18.392 18.234 18.134 18.081 18.111 18.198 18.184  0.419 
 1   9.87 -0.35  0.10571 -2.959 3.473  5.259 12.60  0.040 0.79 24.515 25.401 23.653 22.724 22.222 21.934 21.859 21.235 21.141 22.257 21.537 22.485 21.866 22.051 21.787 21.912 21.780 21.370 21.144 21.055 21.122 21.252 21.206  0.106 
 1   9.87 -0.33  0.01392 -4.449 3.090  4.337 10.10  0.040 1.00 25.242 35.922 31.609 28.339 25.433 23.002 21.362 20.079 19.750 24.127 20.604 26.210 24.681 23.668 22.581 21.722 21.013 20.314 19.948 19.742 19.885 19.702 19.677  0.014 
 1   9.87 -0.33  0.49161 -1.317 3.614  4.848 10.70  0.040 1.00 18.013 17.733 17.079 16.575 15.955 15.668 15.676 15.519 15.504 16.056 15.603 16.124 15.732 15.688 15.640 15.699 15.669 15.557 15.488 15.452 15.481 15.570 15.553  0.492 
 1   9.87 -0.33  0.20704 -2.141 3.561  5.086 10.80  0.040 0.00 20.923 20.882 19.943 19.350 18.794 18.492 18.448 18.170 18.089 18.865 18.315 18.941 18.581 18.538 18.435 18.487 18.425 18.242 18.120 18.043 18.067 18.145 18.127  0.207 
 1   9.87 -0.33  0.16769 -2.408 3.529  5.134 11.60  0.040 0.99 21.647 21.828 20.679 20.015 19.463 19.156 19.072 18.737 18.643 19.527 18.910 19.615 19.237 19.214 19.084 19.116 19.038 18.821 18.680 18.596 18.620 18.703 18.676  0.168 
 1   9.87 -0.33  0.62176 -0.942 3.650  4.721 12.40  0.040 0.00 19.524 19.161 18.641 18.186 17.559 17.290 17.268 17.218 17.250 17.674 17.246 17.717 17.356 17.300 17.276 17.300 17.253 17.226 17.211 17.201 17.229 17.316 17.294  0.622 
 1   9.87 -0.31  1.17876 -2.879 3.992  8.011 10.70  0.040 0.00 22.667 22.885 22.908 22.897 22.886 22.898 22.896 22.897 22.899 22.893 22.897 22.886 22.892 22.902 22.894 22.891 22.898 22.897 22.897 22.898 22.897 22.902 22.900  0.601 
 1   9.87 -0.31  0.08736 -3.381 3.409  5.341 10.80  0.040 0.99 23.297 25.061 22.568 21.390 20.976 20.680 20.649 19.813 19.726 20.962 20.198 21.361 20.498 20.856 20.469 20.702 20.541 19.988 19.700 19.607 19.713 19.870 19.824  0.087 
 1   9.87 -0.31  0.15194 -2.527 3.514  5.147 11.10  0.040 0.00 22.187 22.495 21.226 20.521 19.978 19.676 19.588 19.209 19.109 20.037 19.402 20.141 19.735 19.742 19.594 19.631 19.549 19.301 19.145 19.057 19.084 19.176 19.146  0.152 
 1   9.87 -0.31  0.08370 -3.539 3.380  5.366 11.20  0.040 0.83 24.692 27.072 24.249 22.903 22.441 22.011 21.773 20.824 20.706 22.377 21.248 22.927 21.887 22.256 21.747 21.884 21.604 21.009 20.709 20.601 20.706 20.836 20.774  0.084 
 1   9.87 -0.31  0.14679 -2.570 3.509  5.158 12.60  0.040 0.00 23.794 24.141 22.836 22.119 21.578 21.277 21.188 20.795 20.695 21.636 20.995 21.745 21.330 21.345 21.192 21.231 21.147 20.890 20.731 20.641 20.670 20.764 20.734  0.147 
 1   9.87 -0.31  0.08797 -3.354 3.414  5.337 15.10  0.040 0.00 28.256 29.899 27.494 26.356 25.937 25.642 25.613 24.805 24.716 25.927 25.179 26.299 25.478 25.808 25.441 25.662 25.512 24.975 24.694 24.601 24.700 24.856 24.812  0.088 
 1   9.87 -0.29  0.11862 -2.824 3.485  5.223  9.90  0.040 0.00 21.730 22.310 20.789 19.996 19.471 19.180 19.099 18.618 18.518 19.522 18.858 19.664 19.190 19.263 19.074 19.142 19.045 18.727 18.543 18.452 18.492 18.605 18.567  0.119 
 1   9.87 -0.29  0.14960 -2.547 3.511  5.149 10.00  0.040 0.00 21.138 21.476 20.177 19.463 18.924 18.622 18.535 18.146 18.045 18.982 18.344 19.089 18.677 18.690 18.538 18.578 18.495 18.240 18.081 17.992 18.020 18.114 18.084  0.150 
 1   9.87 -0.29  0.10288 -3.006 3.466  5.265 10.60  0.040 0.00 22.885 23.687 21.968 21.103 20.594 20.315 20.248 19.683 19.587 20.640 19.960 20.818 20.280 20.413 20.189 20.293 20.180 19.804 19.600 19.509 19.561 19.690 19.647  0.103 
 1   9.87 -0.29  0.13818 -2.649 3.501  5.179 11.80  0.040 0.00 23.193 23.611 22.238 21.499 20.962 20.664 20.575 20.157 20.055 21.018 20.368 21.136 20.706 20.737 20.573 20.617 20.530 20.256 20.089 19.998 20.029 20.128 20.096  0.138 
 1   9.87 -0.29  0.10846 -2.924 3.475  5.244 12.00  0.040 0.00 24.079 24.762 23.147 22.322 21.803 21.517 21.442 20.922 20.823 21.852 21.180 22.009 21.507 21.607 21.402 21.485 21.382 21.037 20.843 20.751 20.797 20.918 20.878  0.108 
 1   9.87 -0.29  0.35219 -1.699 3.586  4.975 12.40  0.040 0.00 21.418 21.242 20.436 19.889 19.322 19.041 19.049 18.797 18.732 19.406 18.929 19.481 19.100 19.076 18.996 19.073 19.040 18.866 18.748 18.682 18.711 18.794 18.782  0.352 
 1   9.87 -0.29  0.14385 -2.598 3.506  5.164 15.40  0.040 0.00 26.666 27.044 25.709 24.982 24.444 24.144 24.056 23.652 23.550 24.501 23.857 24.614 24.192 24.214 24.057 24.098 24.013 23.749 23.586 23.495 23.525 23.622 23.591  0.144 
 1   9.87 -0.27  0.80306 -0.383 3.725  4.571 10.10  0.040 0.00 15.827 15.361 15.010 14.693 14.249 14.085 14.060 14.045 14.069 14.353 14.053 14.347 14.121 14.090 14.078 14.079 14.050 14.047 14.045 14.041 14.057 14.103 14.094  0.803 
 1   9.87 -0.27  0.18411 -2.295 3.541  5.110 10.60  0.040 0.82 20.619 20.803 19.650 18.985 18.437 18.128 18.051 17.713 17.622 18.499 17.887 18.590 18.210 18.186 18.056 18.094 18.017 17.796 17.657 17.573 17.597 17.684 17.659  0.184 
 1   9.87 -0.27  0.28354 -1.885 3.574  5.017 10.80  0.040 0.00 20.283 20.175 19.290 18.719 18.168 17.883 17.877 17.597 17.518 18.244 17.743 18.321 17.947 17.924 17.830 17.908 17.861 17.674 17.545 17.468 17.496 17.576 17.566  0.284 
 1   9.87 -0.27  0.08779 -3.359 3.412  5.334 10.90  0.040 0.76 24.007 25.739 23.312 22.162 21.732 21.383 21.251 20.373 20.248 21.703 20.773 22.103 21.266 21.572 21.168 21.331 21.110 20.562 20.258 20.140 20.240 20.380 20.325  0.088 
 1   9.87 -0.27  0.20203 -2.171 3.556  5.086 11.80  0.040 0.00 21.997 21.999 21.017 20.413 19.856 19.547 19.497 19.215 19.137 19.925 19.362 20.001 19.645 19.594 19.489 19.538 19.471 19.286 19.166 19.090 19.113 19.193 19.174  0.202 
 1   9.87 -0.27  0.44532 -1.452 3.601  4.887 12.30  0.040 0.00 20.700 20.460 19.741 19.218 18.617 18.334 18.361 18.153 18.112 18.712 18.263 18.785 18.390 18.359 18.298 18.379 18.360 18.207 18.109 18.058 18.090 18.179 18.165  0.445 
 1   9.87 -0.27  0.15217 -2.530 3.512  5.145 13.60  0.040 0.71 24.326 24.749 23.373 22.628 22.096 21.799 21.717 21.288 21.188 22.151 21.505 22.273 21.835 21.873 21.706 21.759 21.671 21.389 21.219 21.129 21.162 21.264 21.233  0.152 
 1   9.87 -0.27  0.98797  0.184 3.783  4.326 15.30  0.040 0.00 19.610 19.187 18.931 18.705 18.381 18.281 18.260 18.257 18.260 18.469 18.259 18.445 18.298 18.286 18.276 18.267 18.259 18.258 18.256 18.253 18.257 18.266 18.266  0.988 
 1   9.87 -0.25  0.06386 -4.814 3.095  5.384  5.80  0.026 0.00 22.604 32.647 28.440 25.269 22.437 20.113 18.802 17.510 17.081 21.260 18.033 23.211 21.695 20.786 19.676 19.168 18.389 17.970 17.371 17.005 17.152 17.170 17.081  0.064 
 1   9.87 -0.25  0.08756 -3.366 3.410  5.333 11.70  0.040 0.74 24.842 26.591 24.140 22.981 22.559 22.228 22.115 21.235 21.097 22.534 21.635 22.935 22.088 22.414 22.013 22.194 21.977 21.438 21.119 20.988 21.095 21.231 21.176  0.088 
 1   9.87 -0.25  0.31237 -1.808 3.578  4.997 11.80  0.040 0.00 21.089 20.965 20.097 19.533 18.977 18.695 18.695 18.423 18.347 19.055 18.565 19.133 18.756 18.733 18.644 18.724 18.682 18.498 18.371 18.297 18.326 18.407 18.397  0.312 
 1   9.87 -0.25  0.55256 -1.164 3.625  4.789 12.30  0.040 0.79 19.551 19.275 18.623 18.117 17.488 17.199 17.206 17.059 17.051 17.591 17.138 17.658 17.264 17.218 17.172 17.232 17.197 17.094 17.031 16.997 17.028 17.120 17.101  0.553 
 1   9.87 -0.25  0.34850 -1.716 3.583  4.976 14.00  0.040 0.95 22.366 22.220 21.378 20.822 20.260 19.978 19.983 19.721 19.651 20.341 19.858 20.417 20.038 20.014 19.930 20.010 19.972 19.793 19.671 19.600 19.630 19.712 19.702  0.349 
 1   9.87 -0.25  0.39331 -1.586 3.590  4.925 15.10  0.040 0.00 23.835 23.653 22.858 22.315 21.738 21.456 21.471 21.230 21.172 21.824 21.357 21.900 21.512 21.488 21.413 21.493 21.464 21.295 21.182 21.120 21.151 21.236 21.224  0.393 
 1   9.87 -0.23  0.18115 -2.323 3.537  5.112 10.40  0.040 0.00 20.978 21.125 20.002 19.354 18.805 18.493 18.423 18.102 18.014 18.867 18.268 18.952 18.584 18.548 18.426 18.466 18.392 18.181 18.048 17.965 17.988 18.073 18.051  0.181 
 1   9.87 -0.23  0.09782 -3.099 3.451  5.280 10.70  0.040 0.97 22.551 23.612 21.669 20.718 20.242 19.964 19.913 19.262 19.168 20.271 19.575 20.504 19.884 20.081 19.815 19.958 19.834 19.399 19.168 19.077 19.143 19.284 19.241  0.098 
 1   9.87 -0.23  0.07768 -3.819 3.323  5.384 11.20  0.040 0.92 25.140 28.650 25.467 23.672 22.905 22.288 21.879 20.968 20.838 22.816 21.379 23.545 22.253 22.581 21.998 22.025 21.698 21.146 20.858 20.754 20.850 20.937 20.878  0.078 
 1   9.87 -0.23  0.10265 -3.014 3.463  5.260 11.80  0.040 0.00 24.106 24.954 23.192 22.312 21.815 21.532 21.468 20.891 20.794 21.855 21.173 22.044 21.493 21.633 21.404 21.511 21.401 21.015 20.805 20.713 20.767 20.897 20.856  0.103 
 1   9.87 -0.23  0.46459 -1.410 3.602  4.871 12.10  0.040 0.00 20.394 20.155 19.440 18.917 18.308 18.024 18.051 17.852 17.817 18.405 17.957 18.478 18.080 18.048 17.990 18.070 18.048 17.903 17.811 17.763 17.795 17.886 17.870  0.465 
 1   9.87 -0.23  0.16351 -2.452 3.521  5.132 12.20  0.040 0.00 23.100 23.367 22.129 21.441 20.902 20.599 20.519 20.155 20.056 20.961 20.342 21.059 20.666 20.661 20.522 20.560 20.485 20.245 20.094 20.005 20.031 20.120 20.096  0.164 
