#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F150W2 F322W2 F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M    Mact
 3  10.07 -2.13  0.56133 -0.862 3.702  4.803 16.10  0.040 0.00 23.026 22.698 22.247 21.887 21.429 21.225 21.136 21.098 21.082 21.522 21.119 21.533 21.295 21.242 21.207 21.157 21.122 21.105 21.094 21.080 21.079 21.082 21.079  0.561 
 3  10.07 -2.13  0.47528 -1.164 3.668  4.899 16.20  0.040 0.71 23.489 23.181 22.644 22.222 21.712 21.461 21.344 21.278 21.254 21.802 21.314 21.831 21.557 21.485 21.435 21.373 21.323 21.290 21.270 21.247 21.248 21.262 21.253  0.475 
 3  10.07 -2.13  0.62675 -0.587 3.741  4.730 16.30  0.040 0.00 22.537 22.246 21.864 21.554 21.142 20.980 20.919 20.897 20.885 21.237 20.909 21.233 21.027 20.991 20.968 20.932 20.911 20.901 20.894 20.886 20.885 20.880 20.883  0.627 
 3  10.07 -2.13  0.13182 -2.463 3.575  5.269 16.40  0.040 0.00 27.328 27.194 26.428 25.851 25.272 25.020 24.907 24.655 24.584 25.374 24.788 25.407 25.093 25.055 24.978 24.954 24.871 24.704 24.617 24.557 24.567 24.618 24.596  0.132 
 3  10.07 -2.13  0.66199 -0.437 3.758  4.675 16.80  0.040 0.00 22.662 22.399 22.047 21.758 21.366 21.222 21.173 21.158 21.148 21.461 21.166 21.451 21.258 21.231 21.212 21.183 21.168 21.161 21.156 21.149 21.148 21.143 21.147  0.662 
 3  10.07 -2.13  0.25490 -1.748 3.631  5.063 16.90  0.040 0.78 25.545 25.289 24.667 24.188 23.638 23.360 23.238 23.120 23.081 23.727 23.184 23.769 23.466 23.390 23.328 23.272 23.214 23.142 23.103 23.068 23.071 23.096 23.083  0.255 
 3  10.07 -2.13  0.62510 -0.594 3.740  4.733 17.10  0.040 0.98 22.662 22.366 21.978 21.664 21.248 21.082 21.018 20.995 20.982 21.343 21.007 21.340 21.131 21.093 21.069 21.032 21.010 20.999 20.992 20.983 20.982 20.977 20.979  0.625 
 3  10.07 -2.13  0.49008 -1.120 3.672  4.882 18.60  0.040 0.00 26.171 25.852 25.339 24.935 24.437 24.198 24.087 24.033 24.013 24.529 24.062 24.552 24.288 24.220 24.174 24.115 24.069 24.043 24.026 24.006 24.008 24.019 24.011  0.490 
 3  10.07 -2.11  1.22924 -4.840 3.500  7.970 10.60  0.040 0.00 27.470 27.705 26.544 25.815 25.237 25.088 24.881 24.530 24.474 25.377 24.712 25.353 25.090 25.115 25.046 24.982 24.783 24.574 24.494 24.441 24.457 24.515 24.461  0.557 
 3  10.07 -2.11  0.42088 -1.323 3.657  4.959 11.50  0.040 0.70 19.144 18.834 18.278 17.844 17.323 17.062 16.942 16.866 16.840 17.412 16.907 17.445 17.163 17.088 17.034 16.973 16.920 16.880 16.857 16.831 16.833 16.850 16.839  0.421 
 3  10.07 -2.11  0.11482 -2.627 3.560  5.313 12.50  0.040 0.00 23.838 23.769 22.942 22.337 21.744 21.478 21.337 21.099 21.032 21.845 21.225 21.879 21.564 21.516 21.433 21.391 21.294 21.144 21.065 21.007 21.016 21.066 21.032  0.115 
 3  10.07 -2.11  0.28924 -1.650 3.637  5.043 13.00  0.040 0.00 21.894 21.604 21.015 20.559 20.022 19.749 19.625 19.532 19.500 20.111 19.583 20.149 19.856 19.778 19.719 19.658 19.602 19.549 19.520 19.490 19.492 19.513 19.500  0.289 
 3  10.07 -2.11  0.09766 -2.931 3.522  5.393 13.50  0.040 0.00 25.599 25.723 24.697 24.012 23.410 23.189 23.008 22.714 22.651 23.530 22.868 23.540 23.241 23.225 23.142 23.085 22.938 22.757 22.679 22.622 22.635 22.692 22.642  0.098 
 3  10.07 -2.11  0.24676 -1.776 3.629  5.070 13.70  0.040 0.00 22.910 22.634 22.026 21.556 21.010 20.731 20.607 20.503 20.467 21.099 20.559 21.140 20.840 20.761 20.700 20.641 20.584 20.522 20.488 20.455 20.458 20.481 20.468  0.247 
 3  10.07 -2.11  0.23653 -1.819 3.627  5.084 13.80  0.040 0.80 22.601 22.338 21.711 21.227 20.674 20.395 20.278 20.150 20.109 20.764 20.219 20.807 20.500 20.426 20.363 20.312 20.255 20.174 20.131 20.094 20.098 20.126 20.113  0.237 
 3  10.07 -2.11  0.12354 -2.544 3.568  5.291 13.90  0.040 0.00 25.031 24.923 24.129 23.538 22.953 22.693 22.568 22.323 22.254 23.055 22.453 23.089 22.772 22.730 22.650 22.618 22.530 22.370 22.286 22.227 22.237 22.288 22.260  0.124 
 3  10.07 -2.11  0.57268 -0.813 3.709  4.792 14.10  0.040 0.71 20.632 20.298 19.841 19.475 19.009 18.798 18.705 18.662 18.644 19.102 18.686 19.116 18.872 18.817 18.779 18.728 18.691 18.670 18.656 18.640 18.640 18.645 18.642  0.573 
 3  10.07 -2.11  0.11927 -2.585 3.564  5.302 14.30  0.040 0.77 25.269 25.254 24.361 23.728 23.145 22.917 22.765 22.487 22.422 23.258 22.633 23.274 22.975 22.951 22.873 22.831 22.707 22.533 22.451 22.394 22.406 22.459 22.421  0.119 
 3  10.07 -2.11  0.10111 -2.830 3.537  5.367 14.30  0.040 0.00 26.144 26.192 25.251 24.597 23.993 23.741 23.570 23.313 23.249 24.103 23.448 24.126 23.817 23.780 23.694 23.637 23.512 23.355 23.280 23.223 23.234 23.286 23.240  0.101 
 3  10.07 -2.11  0.21183 -1.921 3.621  5.114 14.40  0.040 0.00 23.974 23.712 23.082 22.598 22.044 21.764 21.646 21.519 21.477 22.134 21.587 22.177 21.870 21.795 21.731 21.680 21.622 21.542 21.500 21.463 21.467 21.494 21.481  0.212 
 3  10.07 -2.11  0.38214 -1.422 3.651  4.992 14.40  0.040 1.00 21.977 21.664 21.108 20.675 20.154 19.892 19.770 19.698 19.671 20.243 19.737 20.276 19.995 19.919 19.864 19.801 19.748 19.711 19.688 19.663 19.664 19.681 19.670  0.382 
 3  10.07 -2.11  0.79911  0.346 3.828  4.254 14.60  0.040 0.00 18.505 18.339 18.107 17.907 17.631 17.555 17.535 17.529 17.524 17.711 17.533 17.684 17.566 17.559 17.551 17.538 17.535 17.531 17.528 17.525 17.524 17.520 17.523  0.799 
 3  10.07 -2.11  0.31424 -1.583 3.641  5.029 14.60  0.040 0.00 23.328 23.031 22.452 22.002 21.470 21.201 21.077 20.991 20.960 21.559 21.038 21.596 21.306 21.229 21.172 21.110 21.055 21.007 20.979 20.950 20.952 20.972 20.960  0.314 
 3  10.07 -2.11  0.26506 -1.719 3.633  5.058 14.70  0.040 0.96 23.050 22.769 22.167 21.702 21.159 20.882 20.758 20.658 20.623 21.248 20.712 21.288 20.990 20.912 20.852 20.792 20.735 20.676 20.644 20.612 20.615 20.637 20.624  0.265 
 3  10.07 -2.11  0.36968 -1.450 3.649  4.999 14.90  0.040 0.85 22.695 22.390 21.822 21.381 20.854 20.588 20.465 20.385 20.357 20.943 20.429 20.978 20.693 20.616 20.560 20.497 20.442 20.400 20.375 20.348 20.350 20.368 20.356  0.370 
 3  10.07 -2.11  0.50785 -1.063 3.677  4.862 14.90  0.040 1.00 21.585 21.248 20.752 20.358 19.867 19.635 19.530 19.480 19.462 19.960 19.507 19.981 19.721 19.656 19.613 19.556 19.512 19.489 19.474 19.456 19.457 19.468 19.461  0.508 
 3  10.07 -2.11  0.10645 -2.736 3.549  5.342 15.00  0.040 0.00 26.609 26.601 25.721 25.091 24.487 24.215 24.050 23.820 23.756 24.590 23.943 24.622 24.308 24.254 24.168 24.110 24.000 23.862 23.789 23.733 23.742 23.791 23.748  0.106 
 3  10.07 -2.11  0.11423 -2.633 3.560  5.314 15.00  0.040 0.00 26.352 26.286 25.457 24.850 24.257 23.990 23.848 23.611 23.544 24.358 23.737 24.392 24.076 24.028 23.946 23.902 23.805 23.655 23.577 23.519 23.528 23.578 23.544  0.114 
 3  10.07 -2.11  0.09800 -2.920 3.524  5.390 15.10  0.040 0.00 27.169 27.283 26.269 25.587 24.984 24.758 24.579 24.290 24.227 25.103 24.441 25.115 24.813 24.795 24.710 24.654 24.511 24.333 24.255 24.198 24.211 24.267 24.217  0.098 
 3  10.07 -2.11  0.11792 -2.598 3.563  5.305 15.50  0.040 0.00 26.765 26.682 25.866 25.266 24.676 24.412 24.277 24.037 23.969 24.778 24.164 24.811 24.496 24.450 24.368 24.329 24.236 24.082 24.001 23.943 23.953 24.003 23.971  0.118 
 3  10.07 -2.11  0.18604 -2.061 3.610  5.153 15.60  0.040 0.00 25.522 25.277 24.622 24.119 23.559 23.284 23.181 23.016 22.966 23.651 23.104 23.695 23.380 23.316 23.250 23.215 23.159 23.047 22.990 22.947 22.953 22.988 22.975  0.186 
 3  10.07 -2.11  0.10615 -2.741 3.548  5.343 15.70  0.040 0.00 27.322 27.317 26.434 25.803 25.199 24.928 24.763 24.531 24.467 25.302 24.654 25.333 25.020 24.967 24.881 24.823 24.712 24.573 24.500 24.444 24.453 24.502 24.458  0.106 
 3  10.07 -2.11  0.14527 -2.338 3.586  5.227 15.70  0.040 0.00 26.315 26.133 25.406 24.855 24.283 24.022 23.922 23.692 23.626 24.381 23.814 24.420 24.101 24.056 23.983 23.962 23.893 23.736 23.656 23.601 23.610 23.658 23.640  0.145 
 3  10.07 -2.11  0.14884 -2.304 3.589  5.216 15.80  0.040 0.00 26.330 26.138 25.422 24.877 24.306 24.043 23.946 23.722 23.658 24.404 23.840 24.443 24.124 24.077 24.005 23.984 23.918 23.765 23.687 23.633 23.642 23.688 23.672  0.149 
 3  10.07 -2.11  0.34487 -1.507 3.646  5.012 16.10  0.040 0.00 24.638 24.333 23.765 23.323 22.797 22.531 22.407 22.328 22.300 22.886 22.371 22.921 22.635 22.558 22.502 22.439 22.385 22.343 22.318 22.291 22.292 22.310 22.299  0.345 
 3  10.07 -2.11  0.11745 -2.602 3.563  5.307 16.20  0.040 0.88 26.942 26.902 26.046 25.428 24.832 24.570 24.421 24.177 24.111 24.935 24.306 24.966 24.653 24.608 24.524 24.478 24.373 24.221 24.143 24.085 24.095 24.146 24.108  0.117 
 3  10.07 -2.11  0.24343 -1.790 3.629  5.075 16.70  0.040 0.00 25.945 25.670 25.060 24.589 24.042 23.762 23.638 23.532 23.496 24.131 23.589 24.172 23.871 23.793 23.731 23.672 23.615 23.552 23.517 23.484 23.487 23.510 23.497  0.243 
 3  10.07 -2.11  0.15547 -2.258 3.593  5.204 16.80  0.040 0.00 27.214 27.009 26.306 25.770 25.201 24.936 24.842 24.626 24.564 25.298 24.741 25.339 25.019 24.969 24.898 24.878 24.816 24.667 24.592 24.540 24.548 24.593 24.578  0.155 
 3  10.07 -2.11  0.16284 -2.210 3.597  5.193 17.30  0.040 0.00 27.595 27.377 26.687 26.161 25.594 25.326 25.235 25.028 24.968 25.689 25.138 25.732 25.411 25.358 25.289 25.269 25.211 25.067 24.995 24.945 24.953 24.996 24.982  0.163 
 3  10.07 -2.11  0.24069 -1.801 3.628  5.078 17.40  0.040 0.84 26.102 25.834 25.213 24.734 24.183 23.903 23.783 23.664 23.625 24.272 23.728 24.315 24.010 23.934 23.872 23.817 23.760 23.686 23.647 23.612 23.615 23.641 23.628  0.241 
 3  10.07 -2.11  0.27815 -1.682 3.635  5.050 17.80  0.040 0.94 26.078 25.793 25.196 24.734 24.194 23.918 23.794 23.696 23.663 24.282 23.749 24.322 24.026 23.948 23.888 23.827 23.771 23.714 23.683 23.652 23.654 23.676 23.663  0.278 
 3  10.07 -2.11  0.47276 -1.172 3.668  4.901 18.10  0.040 0.00 25.800 25.471 24.954 24.546 24.044 23.801 23.690 23.633 23.612 24.136 23.664 24.161 23.893 23.824 23.778 23.718 23.671 23.643 23.626 23.605 23.607 23.620 23.611  0.473 
 3  10.07 -2.09  0.65748 -0.459 3.755  4.682 12.30  0.040 0.73 18.017 17.711 17.334 17.025 16.610 16.443 16.379 16.353 16.341 16.704 16.367 16.702 16.492 16.454 16.430 16.394 16.370 16.358 16.350 16.340 16.340 16.339 16.340  0.657 
 3  10.07 -2.09  0.61776 -0.626 3.735  4.743 12.40  0.040 0.81 18.420 18.087 17.675 17.342 16.903 16.716 16.639 16.607 16.593 16.997 16.625 17.002 16.776 16.731 16.701 16.658 16.628 16.613 16.603 16.591 16.591 16.592 16.591  0.618 
 3  10.07 -2.09  0.13274 -2.459 3.575  5.265 13.30  0.040 0.74 23.882 23.785 22.968 22.368 21.784 21.536 21.409 21.148 21.080 21.889 21.285 21.918 21.605 21.572 21.493 21.463 21.366 21.195 21.111 21.051 21.063 21.116 21.086  0.133 
 3  10.07 -2.09  0.09063 -3.179 3.483  5.452 13.40  0.040 0.00 26.118 26.443 25.164 24.405 23.855 23.765 23.539 23.133 23.078 24.007 23.341 23.960 23.724 23.786 23.725 23.661 23.417 23.178 23.094 23.043 23.061 23.122 23.065  0.091 
 3  10.07 -2.09  0.27304 -1.696 3.634  5.053 13.50  0.040 0.00 22.511 22.212 21.621 21.163 20.624 20.349 20.227 20.131 20.098 20.712 20.183 20.752 20.456 20.378 20.319 20.260 20.205 20.149 20.117 20.086 20.089 20.111 20.099  0.273 
 3  10.07 -2.09  0.40840 -1.358 3.655  4.972 13.60  0.040 0.00 21.766 21.435 20.893 20.469 19.954 19.698 19.579 19.512 19.488 20.044 19.548 20.075 19.797 19.723 19.671 19.610 19.558 19.524 19.503 19.479 19.481 19.497 19.487  0.408 
 3  10.07 -2.09  0.11679 -2.611 3.561  5.307 13.80  0.040 0.85 24.633 24.599 23.727 23.103 22.508 22.254 22.103 21.850 21.785 22.614 21.984 22.642 22.330 22.291 22.208 22.162 22.053 21.895 21.816 21.758 21.769 21.821 21.782  0.117 
 3  10.07 -2.09  0.23846 -1.811 3.627  5.081 13.90  0.040 0.00 23.197 22.910 22.302 21.832 21.285 21.004 20.882 20.775 20.739 21.373 20.833 21.415 21.113 21.035 20.973 20.915 20.859 20.795 20.760 20.726 20.730 20.754 20.740  0.238 
 3  10.07 -2.09  0.43358 -1.286 3.659  4.945 14.00  0.040 0.00 21.986 21.651 21.120 20.703 20.192 19.941 19.826 19.762 19.740 20.283 19.797 20.312 20.037 19.965 19.916 19.855 19.806 19.774 19.754 19.731 19.733 19.749 19.739  0.434 
 3  10.07 -2.09  0.13595 -2.429 3.577  5.255 14.10  0.040 0.84 24.418 24.285 23.506 22.925 22.343 22.083 21.964 21.720 21.652 22.443 21.849 22.478 22.161 22.119 22.040 22.011 21.927 21.767 21.684 21.625 21.635 21.686 21.660  0.136 
 3  10.07 -2.09  0.12738 -2.510 3.570  5.280 14.40  0.040 0.00 25.446 25.312 24.532 23.950 23.369 23.111 22.994 22.746 22.677 23.470 22.877 23.505 23.188 23.147 23.068 23.042 22.958 22.794 22.709 22.650 22.660 22.712 22.686  0.127 
 3  10.07 -2.09  0.20622 -1.945 3.619  5.120 14.50  0.040 0.00 24.132 23.859 23.231 22.747 22.194 21.914 21.800 21.669 21.627 22.283 21.740 22.327 22.018 21.945 21.882 21.834 21.778 21.693 21.649 21.612 21.616 21.645 21.632  0.206 
 3  10.07 -2.09  0.30656 -1.602 3.640  5.033 14.60  0.040 0.00 23.376 23.067 22.490 22.041 21.509 21.240 21.118 21.030 21.000 21.598 21.078 21.635 21.344 21.268 21.210 21.150 21.095 21.046 21.018 20.989 20.992 21.012 21.000  0.307 
 3  10.07 -2.09  0.74449 -0.042 3.800  4.499 14.90  0.040 0.00 19.774 19.554 19.280 19.048 18.719 18.620 18.595 18.590 18.584 18.810 18.593 18.786 18.636 18.624 18.616 18.599 18.596 18.592 18.588 18.584 18.584 18.579 18.583  0.744 
 3  10.07 -2.09  0.41165 -1.349 3.655  4.969 15.00  0.040 1.00 22.397 22.066 21.525 21.102 20.587 20.331 20.213 20.146 20.122 20.677 20.182 20.708 20.430 20.356 20.305 20.243 20.192 20.158 20.137 20.113 20.115 20.131 20.121  0.412 
 3  10.07 -2.09  0.38844 -1.408 3.652  4.988 15.10  0.040 0.00 23.390 23.062 22.514 22.085 21.566 21.307 21.186 21.116 21.091 21.656 21.154 21.688 21.408 21.333 21.279 21.217 21.165 21.129 21.107 21.082 21.084 21.101 21.090  0.388 
 3  10.07 -2.09  0.26935 -1.707 3.634  5.056 15.40  0.040 1.00 23.687 23.390 22.797 22.338 21.798 21.523 21.401 21.303 21.270 21.887 21.356 21.926 21.630 21.552 21.493 21.433 21.378 21.321 21.290 21.259 21.261 21.284 21.271  0.269 
 3  10.07 -2.09  0.10241 -2.809 3.539  5.360 15.40  0.040 0.00 27.192 27.216 26.290 25.644 25.042 24.788 24.619 24.367 24.303 25.150 24.500 25.175 24.866 24.826 24.741 24.684 24.562 24.409 24.334 24.278 24.289 24.340 24.295  0.102 
 3  10.07 -2.09  0.11336 -2.644 3.558  5.316 15.50  0.040 0.00 26.879 26.806 25.975 25.369 24.776 24.509 24.365 24.130 24.063 24.877 24.254 24.911 24.595 24.547 24.464 24.419 24.322 24.174 24.095 24.038 24.048 24.098 24.062  0.113 
 3  10.07 -2.09  0.10305 -2.797 3.541  5.357 15.60  0.040 0.00 27.364 27.381 26.463 25.820 25.217 24.961 24.793 24.544 24.480 25.325 24.675 25.351 25.041 24.999 24.914 24.857 24.737 24.586 24.511 24.455 24.466 24.517 24.471  0.103 
 3  10.07 -2.09  0.11673 -2.612 3.561  5.308 15.70  0.040 0.00 26.999 26.911 26.093 25.493 24.902 24.637 24.500 24.261 24.194 25.003 24.388 25.037 24.721 24.675 24.593 24.553 24.458 24.306 24.227 24.169 24.179 24.229 24.196  0.117 
 3  10.07 -2.09  0.11216 -2.655 3.557  5.318 15.80  0.040 0.96 26.526 26.474 25.626 25.011 24.414 24.144 23.991 23.759 23.694 24.515 23.882 24.548 24.234 24.182 24.098 24.047 23.945 23.802 23.727 23.670 23.680 23.729 23.690  0.112 
 3  10.07 -2.09  0.17657 -2.123 3.604  5.170 16.00  0.040 0.00 26.077 25.828 25.163 24.654 24.093 23.820 23.729 23.543 23.489 24.185 23.642 24.230 23.911 23.852 23.785 23.761 23.708 23.579 23.514 23.468 23.475 23.515 23.502  0.177 
 3  10.07 -2.09  0.44256 -1.261 3.661  4.935 16.60  0.040 0.00 24.522 24.186 23.658 23.243 22.734 22.485 22.371 22.309 22.287 22.825 22.343 22.854 22.580 22.509 22.460 22.400 22.351 22.320 22.301 22.279 22.281 22.296 22.286  0.443 
 3  10.07 -2.09  0.30737 -1.600 3.640  5.032 16.70  0.040 0.00 25.471 25.162 24.585 24.137 23.605 23.335 23.213 23.126 23.096 23.694 23.173 23.731 23.440 23.363 23.306 23.245 23.191 23.142 23.114 23.085 23.087 23.108 23.095  0.307 
 3  10.07 -2.09  0.13567 -2.432 3.577  5.256 16.80  0.040 0.84 27.126 26.993 26.213 25.631 25.049 24.790 24.670 24.426 24.358 25.150 24.555 25.185 24.868 24.826 24.747 24.718 24.633 24.473 24.390 24.331 24.341 24.392 24.366  0.136 
 3  10.07 -2.09  0.17453 -2.136 3.603  5.174 16.90  0.040 0.00 27.010 26.763 26.096 25.584 25.022 24.750 24.660 24.471 24.416 25.115 24.572 25.160 24.840 24.782 24.715 24.693 24.639 24.507 24.441 24.394 24.401 24.442 24.429  0.175 
 3  10.07 -2.09  0.16852 -2.175 3.600  5.184 17.10  0.040 0.00 27.308 27.067 26.391 25.874 25.309 25.039 24.953 24.752 24.694 25.403 24.859 25.448 25.126 25.071 25.003 24.985 24.932 24.791 24.720 24.671 24.679 24.722 24.709  0.169 
 3  10.07 -2.09  0.62523 -0.595 3.739  4.732 17.20  0.040 0.00 23.458 23.135 22.761 22.457 22.046 21.886 21.826 21.805 21.793 22.141 21.816 22.137 21.931 21.896 21.874 21.839 21.818 21.808 21.802 21.794 21.793 21.788 21.791  0.625 
 3  10.07 -2.09  0.44082 -1.266 3.661  4.937 17.80  0.040 0.00 25.735 25.398 24.870 24.455 23.946 23.696 23.582 23.519 23.497 24.036 23.553 24.065 23.791 23.720 23.671 23.611 23.562 23.531 23.511 23.489 23.491 23.506 23.496  0.441 
 3  10.07 -2.09  0.32944 -1.545 3.643  5.021 18.00  0.040 0.00 26.634 26.319 25.750 25.308 24.779 24.513 24.391 24.309 24.280 24.869 24.353 24.904 24.617 24.540 24.484 24.423 24.369 24.324 24.298 24.270 24.272 24.292 24.279  0.329 
 3  10.07 -2.09  0.49742 -1.099 3.674  4.874 18.50  0.040 0.00 26.017 25.667 25.169 24.773 24.279 24.045 23.939 23.887 23.869 24.372 23.915 24.394 24.131 24.066 24.022 23.965 23.921 23.896 23.881 23.862 23.864 23.877 23.869  0.497 
 3  10.07 -2.07  0.15589 -2.259 3.592  5.203 12.50  0.040 0.00 22.918 22.689 21.992 21.461 20.894 20.628 20.539 20.321 20.260 20.989 20.437 21.032 20.710 20.661 20.590 20.575 20.515 20.364 20.287 20.234 20.243 20.291 20.275  0.156 
 3  10.07 -2.07  0.19743 -1.987 3.616  5.131 12.80  0.040 0.00 22.539 22.257 21.626 21.140 20.586 20.309 20.202 20.060 20.016 20.677 20.136 20.721 20.409 20.340 20.276 20.234 20.181 20.086 20.038 19.999 20.004 20.036 20.023  0.197 
 3  10.07 -2.07  0.43072 -1.295 3.659  4.948 12.90  0.040 0.00 20.907 20.558 20.031 19.616 19.105 18.855 18.741 18.678 18.656 19.196 18.712 19.225 18.950 18.879 18.830 18.770 18.721 18.689 18.670 18.647 18.649 18.666 18.655  0.431 
 3  10.07 -2.07  0.22989 -1.846 3.625  5.092 13.10  0.040 0.00 22.486 22.189 21.580 21.110 20.561 20.280 20.159 20.050 20.013 20.650 20.109 20.693 20.388 20.310 20.249 20.192 20.137 20.070 20.034 20.000 20.004 20.029 20.015  0.230 
 3  10.07 -2.07  0.08606 -3.646 3.389  5.523 13.30  0.040 0.00 27.185 29.327 26.600 25.303 24.858 24.568 24.507 23.607 23.525 24.848 24.015 25.309 24.335 24.769 24.327 24.582 24.374 23.788 23.490 23.402 23.520 23.678 23.625  0.086 
 3  10.07 -2.07  0.19632 -1.995 3.615  5.133 13.50  0.040 0.00 23.257 22.976 22.343 21.857 21.302 21.025 20.919 20.775 20.730 21.393 20.852 21.437 21.125 21.056 20.992 20.952 20.898 20.802 20.752 20.713 20.718 20.751 20.738  0.196 
 3  10.07 -2.07  0.09485 -3.032 3.505  5.415 13.70  0.040 0.00 26.051 26.235 25.117 24.405 23.821 23.648 23.455 23.116 23.057 23.954 23.292 23.944 23.664 23.680 23.603 23.547 23.366 23.161 23.079 23.025 23.040 23.100 23.047  0.095 
 3  10.07 -2.07  0.17557 -2.130 3.603  5.172 13.80  0.040 0.00 23.896 23.635 22.973 22.466 21.904 21.632 21.545 21.356 21.302 21.997 21.457 22.042 21.722 21.664 21.597 21.576 21.525 21.393 21.326 21.280 21.287 21.329 21.316  0.176 
 3  10.07 -2.07  0.10065 -2.842 3.535  5.368 14.00  0.040 0.00 25.874 25.907 24.961 24.310 23.709 23.464 23.294 23.032 22.968 23.820 23.170 23.841 23.535 23.502 23.417 23.361 23.234 23.074 22.998 22.942 22.953 23.006 22.960  0.101 
 3  10.07 -2.07  0.84443 -0.783 4.448  7.815 14.10  0.040 0.00 20.828 23.921 24.132 24.297 24.383 24.480 24.545 24.588 24.616 24.369 24.564 24.366 24.414 24.462 24.495 24.528 24.564 24.582 24.592 24.607 24.614 24.624 24.629  0.718 
 3  10.07 -2.07  0.11584 -2.622 3.560  5.309 14.10  0.040 0.94 24.756 24.678 23.844 23.238 22.645 22.377 22.231 21.997 21.932 22.746 22.121 22.779 22.464 22.415 22.332 22.286 22.187 22.041 21.964 21.907 21.917 21.967 21.930  0.116 
 3  10.07 -2.07  0.10732 -2.725 3.549  5.336 14.20  0.040 0.00 25.782 25.744 24.876 24.254 23.654 23.383 23.221 22.992 22.929 23.756 23.114 23.787 23.475 23.422 23.337 23.280 23.172 23.034 22.961 22.905 22.914 22.963 22.920  0.107 
 3  10.07 -2.07  0.11634 -2.618 3.560  5.308 14.20  0.040 0.00 25.514 25.419 24.600 24.001 23.411 23.146 23.008 22.771 22.704 23.512 22.896 23.546 23.230 23.183 23.101 23.061 22.966 22.815 22.736 22.678 22.688 22.739 22.705  0.116 
 3  10.07 -2.07  0.52768 -0.992 3.685  4.840 14.30  0.040 0.91 20.970 20.605 20.123 19.738 19.252 19.025 18.924 18.876 18.859 19.345 18.902 19.365 19.107 19.045 19.004 18.949 18.908 18.885 18.870 18.852 18.854 18.866 18.859  0.528 
 3  10.07 -2.07  0.55858 -0.875 3.700  4.806 14.30  0.040 0.00 21.258 20.885 20.446 20.093 19.636 19.434 19.347 19.311 19.297 19.730 19.331 19.740 19.502 19.450 19.416 19.369 19.335 19.318 19.307 19.293 19.293 19.298 19.295  0.559 
 3  10.07 -2.07  0.86307 -1.157 4.348  7.773 14.40  0.040 0.00 22.062 24.561 24.734 24.867 24.934 25.010 25.056 25.088 25.106 24.923 25.070 24.920 24.958 24.996 25.021 25.044 25.071 25.084 25.090 25.100 25.105 25.113 25.117  0.690 
 3  10.07 -2.07  0.19947 -1.974 3.617  5.127 14.60  0.040 0.00 24.305 24.021 23.393 22.910 22.357 22.079 21.970 21.832 21.789 22.447 21.906 22.491 22.180 22.110 22.046 22.002 21.948 21.858 21.811 21.772 21.778 21.809 21.795  0.199 
 3  10.07 -2.07  0.35818 -1.476 3.648  5.004 14.80  0.040 0.99 22.516 22.181 21.627 21.194 20.672 20.409 20.289 20.214 20.188 20.761 20.255 20.795 20.511 20.436 20.381 20.320 20.268 20.228 20.204 20.178 20.180 20.199 20.187  0.358 
 3  10.07 -2.07  0.62899 -0.580 3.741  4.726 15.00  0.040 0.00 21.221 20.886 20.520 20.220 19.814 19.656 19.598 19.579 19.567 19.909 19.589 19.904 19.700 19.666 19.645 19.611 19.592 19.582 19.576 19.568 19.567 19.562 19.565  0.629 
 3  10.07 -2.07  0.13895 -2.403 3.579  5.246 15.10  0.040 0.00 25.877 25.690 24.951 24.391 23.818 23.561 23.461 23.217 23.148 23.917 23.346 23.955 23.635 23.596 23.520 23.503 23.431 23.265 23.179 23.120 23.131 23.183 23.163  0.139 
 3  10.07 -2.07  0.65679 -0.463 3.755  4.683 15.10  0.040 0.88 20.610 20.279 19.912 19.610 19.202 19.042 18.983 18.962 18.951 19.297 18.973 19.293 19.087 19.053 19.030 18.996 18.976 18.966 18.959 18.951 18.950 18.947 18.949  0.657 
 3  10.07 -2.07  0.20292 -1.959 3.618  5.123 15.20  0.040 0.93 24.214 23.934 23.301 22.813 22.259 21.982 21.876 21.730 21.686 22.349 21.809 22.393 22.081 22.013 21.948 21.909 21.855 21.758 21.708 21.668 21.674 21.706 21.693  0.203 
 3  10.07 -2.07  0.18522 -2.067 3.609  5.155 15.30  0.040 0.80 24.756 24.506 23.835 23.320 22.758 22.488 22.393 22.202 22.146 22.851 22.304 22.895 22.576 22.520 22.452 22.427 22.370 22.239 22.172 22.124 22.132 22.174 22.159  0.185 
 3  10.07 -2.07  0.11454 -2.635 3.559  5.312 15.40  0.040 0.00 26.757 26.669 25.844 25.242 24.650 24.384 24.243 24.007 23.941 24.751 24.132 24.785 24.470 24.422 24.339 24.296 24.200 24.051 23.973 23.915 23.925 23.976 23.940  0.115 
 3  10.07 -2.07  0.19322 -2.015 3.614  5.139 15.50  0.040 0.75 24.899 24.645 23.981 23.471 22.911 22.640 22.539 22.359 22.306 23.004 22.455 23.047 22.731 22.672 22.604 22.574 22.516 22.394 22.331 22.285 22.293 22.332 22.317  0.193 
