SMILES_ID RA Dec FWHM_F560W FWHM_F1500W FWHM_F2100W F1500W F2100W F1500W-F2100W
387.0 53.14827 -27.84415 0.8081958406590944 0.815316451119804 1.2685482432166844 17.34153 15.21329 2.128239999999998
390.0 53.11295 -27.84386 0.6099994669855296 0.8965334485822836 1.4276261314777734 17.61254 14.91518 2.6973599999999998
393.0 53.13474 -27.84377 0.9289449897760531 1.187819540891729 1.4980824943564828 16.71312 14.66867 2.0444499999999994
396.0 53.15068 -27.84369 0.665373220937314 1.1615935362401846 1.5341978035157282 15.05599 13.47359 1.5823999999999998
400.0 53.15668 -27.84333 1.4979341544959122 1.719935639275047 1.977397879394665 14.39753 13.29325 1.1042799999999993
406.0 53.10187 -27.84287 1.045469435301677 1.4919132820175542 1.805925471531794 16.78084 15.24448 1.536360000000002
411.0 53.10022 -27.8427 1.0568786018727119 1.4364736678436183 1.5488698641163987 15.57899 13.54199 2.036999999999999
413.0 53.1191 -27.84262 0.7372050440721638 1.2771708970912 1.5299212219752374 16.02927 13.82488 2.20439
416.0 53.07958 -27.84248 1.103696543833486 1.5371035500310641 1.879238092171736 14.48899 14.6197 -0.13071000000000055
422.0 53.12481 -27.84229 0.5749965450236487 1.029924456824911 1.3449958475400294 15.29941 13.91415 1.3852600000000006
423.0 53.16444 -27.84223 0.6907681297270968 1.0090579699822912 1.4142482344638443 15.88816 14.90465 0.983509999999999
424.0 53.09056 -27.84219 1.0118566149886918 1.3249091323941222 1.5869651341071536 14.8604 13.98447 0.8759300000000003
425.0 53.11282 -27.84215 0.7820248570783018 1.2595311868718788 1.2706556519495906 16.41987 15.68872 0.7311499999999995
428.0 53.09995 -27.84204 0.9310437210960263 1.095666742526325 0.8210505793199598 18.05281 16.2542 1.79861
430.0 53.09905 -27.84197 1.317426159355067 1.2980771743931232 0.6123999482746824 17.89831 16.37819 1.5201199999999986
439.0 53.15985 -27.8414 1.628543577016144 1.8757001100820057 2.1176792330630976 14.29045 13.12112 1.1693300000000004
440.0 53.14183 -27.84141 1.2773788075610717 1.6468535034865215 1.8583888371436608 12.72861 11.48046 1.248149999999999
442.0 53.13145 -27.84138 0.9061763890786821 1.384376803229416 1.6030498891864358 13.2395 11.1585 2.0809999999999995
446.0 53.16534 -27.8412 0.427284732934895 0.9303126969504969 0.9780464337639443 16.17312 15.06106 1.1120600000000014
447.0 53.08732 -27.84109 0.7398847441363036 1.1208210885282681 1.6664667554666646 15.86089 15.6254 0.23548999999999864
452.0 53.16738 -27.84052 1.1949827568643276 1.3974473268904324 1.4492341871415861 15.48268 14.40071 1.08197
457.0 53.15385 -27.84026 0.9155146253264119 0.914023168938021 1.7214761044649596 18.52488 15.29531 3.229569999999999
458.0 53.13266 -27.84029 0.7635279315554396 1.2454175810855546 1.5947752646372138 16.32953 14.38447 1.945059999999998
459.0 53.14429 -27.84021 0.6439540086463392 0.9811026020067449 1.2169155487410768 18.64061 16.42825 2.2123600000000003
466.0 53.08205 -27.83994 1.90994437134997 2.3572814013310044 2.427317210983201 12.93756 11.61553 1.3220299999999998
478.0 53.13297 -27.83932 1.0354862889940866 1.2532166677132324 1.3370841022694335 15.81004 14.58254 1.227500000000001
480.0 53.13199 -27.83927 0.8853917158412968 1.254115737310299 1.4839145131222362 13.82472 11.69608 2.128639999999999
481.0 53.1482 -27.83922 0.6784346283536687 1.128031073176711 1.3757721140972463 13.69422 11.62284 2.0713799999999996
482.0 53.10446 -27.83919 0.4973897094236227 0.9165305631385458 1.1012313645421707 15.90349 14.59204 1.311449999999999
