JADES_ID RA Dec FWHM_F200W FWHM_F356W FWHM_F444W F200W F356W F444W F200W-F444W
115.0 53.1044 -27.91665 0.17558434856486374 0.4753964018221434 0.48231726994837515 26.2051 25.47528 24.84298 1.3621200000000009
116.0 53.10691 -27.91652 0.2848713099386384 0.6664625548444659 0.6906695886377908 24.01006 22.90597 22.70979 1.3002699999999976
117.0 53.11448 -27.9166 0.13690202161100304 0.3165392519421183 0.5364220369394985 27.11292 26.29216 25.02705 2.08587
118.0 53.12072 -27.91653 0.1635299472356935 0.42156735567672343 0.473694448394033 24.49843 23.50639 22.92887 1.5695599999999992
119.0 53.11712 -27.91654 0.11757170996187793 0.415612170335903 0.3888770033996503 26.19158 24.96615 24.7936 1.397979999999997
121.0 53.11976 -27.9165 0.10876011441577424 0.35842257048133686 0.3890213544531002 24.76345 23.59472 23.10892 1.6545299999999976
122.0 53.11535 -27.9165 0.20451462883375482 0.544844323810365 0.5559737041152094 25.65793 24.65128 24.23289 1.4250399999999992
123.0 53.11104 -27.9165 0.18128181739913274 0.49187651239856245 0.5530759873213192 24.78228 23.97872 23.56274 1.2195399999999985
124.0 53.11259 -27.91649 0.15329117969815748 0.4363964944516332 0.5069383491760733 26.90654 24.92674 24.90206 2.004480000000001
125.0 53.1114 -27.91647 0.17260313345886666 0.46726496027168724 0.4694350328745638 25.31509 24.20891 23.67773 1.637360000000001
129.0 53.10444 -27.91637 0.1441876791294019 0.4849036177114857 0.9447346616027757 27.02873 25.33075 25.01966 2.0090700000000012
130.0 53.10748 -27.91627 0.18546042920485947 0.5027724078255117 0.5273306610219608 24.42541 23.31689 22.89253 1.5328799999999987
136.0 53.11752 -27.91609 0.1616360078350775 0.43722586170882627 0.4970742155024016 25.34168 24.55085 24.44331 0.8983699999999999
137.0 53.11535 -27.91599 0.24802358752548784 0.6012727901820157 0.5959258209597058 24.56666 23.36829 22.90967 1.6569900000000004
141.0 53.07007 -27.91579 0.1465159152010017 0.40044673577995615 0.4413720608082299 21.42999 19.6404 19.0239 2.406089999999999
143.0 53.10401 -27.91595 0.2464658557733384 0.5713610228431336 0.6335510541104592 26.42295 25.73664 24.87106 1.5518900000000002
144.0 53.11432 -27.91592 0.23545222707043237 0.5939069059324821 1.3772562725674218 26.10134 25.02765 24.72529 1.3760499999999993
145.0 53.10871 -27.91592 0.16864400451854478 0.46185317782579843 0.4636258759633454 25.32326 24.20639 23.75023 1.5730300000000028
147.0 53.1122 -27.91581 0.22816288354764053 0.537081380279554 0.5651829723348436 22.63736 21.35517 20.87508 1.7622800000000005
148.0 53.1078 -27.91589 0.13033542673314522 0.404516419446332 0.4476375404521327 25.87584 24.92585 24.51715 1.3586899999999993
150.0 53.11352 -27.91584 0.2538198591697433 0.7557255863195972 1.1834116748415286 26.15187 25.24115 25.06717 1.084699999999998
153.0 53.11861 -27.91577 0.14407872971042687 0.4153067459248473 0.5122935619031788 26.46917 25.57565 25.2599 1.20927
163.0 53.11682 -27.91553 0.07749896441728317 0.28151285431328726 0.3057875543614094 26.20045 25.19914 24.73327 1.467179999999999
166.0 53.11559 -27.91548 0.16242857671917765 0.3982495267367588 0.41403603760981816 25.78644 24.65475 24.48556 1.3008799999999994
167.0 53.07087 -27.91544 0.30417872505491905 0.8044139315509736 1.0471151055737649 25.6654 24.31555 23.81824 1.8471600000000024
168.0 53.11658 -27.9154 0.09779541152775449 0.34771728731573964 0.3796539296607556 23.33849 23.55373 22.46294 0.8755500000000005
169.0 53.1214 -27.91542 0.16195575167315016 0.4197412869292133 0.5310440817838185 25.87564 23.95975 23.86848 2.007159999999999
170.0 53.11996 -27.91541 0.16318041111484238 0.41031124847092043 0.4955427471107648 25.60833 24.9447 24.35033 1.2579999999999991
171.0 53.11816 -27.91537 0.07942792273669261 0.2915733635294282 0.33732254718418614 22.87636 22.53885 22.39347 0.4828899999999976
172.0 53.1063 -27.91532 0.17180789009007918 0.4666639500479865 0.48409689424081626 24.61392 23.64044 23.08607 1.5278500000000008
176.0 53.10929 -27.91532 0.3133660182734121 0.6831339002712821 0.5576187114814258 25.76334 24.82472 24.95069 0.8126499999999979
178.0 53.10545 -27.91519 0.09600300707287371 0.36178714091298 0.39897231388942955 23.82418 23.09212 22.89723 0.9269499999999979
179.0 53.11981 -27.91515 0.3786079824966871 0.9276824830400637 0.925987249457401 26.50324 25.32983 25.23871 1.2645300000000006
183.0 53.11606 -27.91509 0.23838833909210347 0.6469056642723751 0.5960381729060136 25.18601 24.61254 24.57124 0.61477
184.0 53.10448 -27.91511 0.14121494031313858 0.4766154940278055 0.5281380897871009 25.5709 24.50671 24.34731 1.2235900000000015
185.0 53.11922 -27.91511 0.19207709593735942 0.47129791537789173 0.4768506302460126 26.15916 25.3335 25.07398 1.0851800000000011
